"","V1"
"_HerbertHoover_1_81",15
"_HerbertHoover_1_82",4
"_HerbertHoover_1_83",1
"_HerbertHoover_1_84",1
"_HerbertHoover_1_85",15
"_HerbertHoover_1_86",15
"_HerbertHoover_1_87",15
"_HerbertHoover_1_88",15
"_HerbertHoover_1_89",4
"_HerbertHoover_1_90",4
"_HerbertHoover_1_91",12
"_HerbertHoover_1_92",12
"_HerbertHoover_1_93",14
"_HerbertHoover_1_94",9
"_HerbertHoover_1_95",9
"_HerbertHoover_1_96",1
"_HerbertHoover_1_97",1
"_HerbertHoover_1_98",6
"_HerbertHoover_1_99",7
"_HerbertHoover_1_100",7
"_HerbertHoover_1_101",1
"_HerbertHoover_1_102",9
"_HerbertHoover_1_103",1
"_HerbertHoover_1_104",1
"_HerbertHoover_1_105",1
"_HerbertHoover_1_106",14
"_HerbertHoover_1_107",14
"_HerbertHoover_1_108",14
"_HerbertHoover_1_109",14
"_HerbertHoover_1_110",14
"_HerbertHoover_1_111",14
"_HerbertHoover_1_112",14
"_HerbertHoover_1_113",10
"_HerbertHoover_1_114",14
"_HerbertHoover_1_115",14
"_HerbertHoover_1_116",14
"_HerbertHoover_1_117",14
"_HerbertHoover_1_118",14
"_HerbertHoover_1_119",14
"_HerbertHoover_1_120",14
"_HerbertHoover_1_121",1
"_HerbertHoover_1_122",11
"_HerbertHoover_1_123",5
"_HerbertHoover_1_124",11
"_HerbertHoover_1_125",11
"_HerbertHoover_1_126",9
"_HerbertHoover_1_127",9
"_HerbertHoover_1_128",9
"_HerbertHoover_1_129",5
"_HerbertHoover_1_130",4
"_HerbertHoover_1_131",4
"_HerbertHoover_1_132",4
"_HerbertHoover_1_133",1
"_HerbertHoover_1_134",1
"_HerbertHoover_1_135",1
"_HerbertHoover_1_136",2
"_HerbertHoover_1_137",2
"_HerbertHoover_1_138",14
"_HerbertHoover_1_139",14
"_HerbertHoover_1_140",14
"_HerbertHoover_1_141",10
"_HerbertHoover_1_142",10
"_HerbertHoover_1_143",10
"_HerbertHoover_1_144",10
"_HerbertHoover_1_145",10
"_HerbertHoover_1_146",3
"_HerbertHoover_1_147",10
"_HerbertHoover_1_148",12
"_HerbertHoover_1_149",12
"_HerbertHoover_1_150",10
"_HerbertHoover_1_151",10
"_HerbertHoover_1_152",10
"_HerbertHoover_1_153",12
"_HerbertHoover_1_154",12
"_HerbertHoover_1_155",12
"_HerbertHoover_1_156",14
"_HerbertHoover_1_157",14
"_HerbertHoover_1_158",4
"_HerbertHoover_1_159",1
"_HerbertHoover_1_160",5
"_HerbertHoover_1_161",9
"_HerbertHoover_1_162",10
"_HerbertHoover_1_163",3
"_HerbertHoover_1_164",6
"_HerbertHoover_1_165",1
"_HerbertHoover_1_166",1
"_HerbertHoover_1_167",6
"_HerbertHoover_1_168",15
"_HerbertHoover_1_169",4
"_HerbertHoover_1_170",5
"_HerbertHoover_1_171",5
"_HerbertHoover_1_172",11
"_HerbertHoover_1_173",1
"_HerbertHoover_1_174",1
"_HerbertHoover_1_175",6
"_HerbertHoover_1_176",6
"_HerbertHoover_1_177",11
"_HerbertHoover_1_178",3
"_HerbertHoover_1_179",3
"_HerbertHoover_1_180",6
"_HerbertHoover_1_181",6
"_HerbertHoover_1_182",8
"_HerbertHoover_1_183",4
"_HerbertHoover_1_184",4
"_HerbertHoover_1_185",5
"_HerbertHoover_1_186",5
"_HerbertHoover_1_187",5
"_HerbertHoover_1_188",4
"_HerbertHoover_1_189",14
"_HerbertHoover_1_190",6
"_HerbertHoover_1_191",6
"_HerbertHoover_1_192",5
"_HerbertHoover_1_193",1
"_HerbertHoover_1_194",1
"_HerbertHoover_1_195",5
"_FranklinDRoosevelt_1_2",5
"_FranklinDRoosevelt_1_3",9
"_FranklinDRoosevelt_1_4",3
"_FranklinDRoosevelt_1_5",1
"_FranklinDRoosevelt_1_6",1
"_FranklinDRoosevelt_1_7",3
"_FranklinDRoosevelt_1_8",3
"_FranklinDRoosevelt_1_9",8
"_FranklinDRoosevelt_1_10",4
"_FranklinDRoosevelt_1_11",4
"_FranklinDRoosevelt_1_12",12
"_FranklinDRoosevelt_1_13",12
"_FranklinDRoosevelt_1_14",4
"_FranklinDRoosevelt_1_15",4
"_FranklinDRoosevelt_1_16",4
"_FranklinDRoosevelt_1_17",4
"_FranklinDRoosevelt_1_18",4
"_FranklinDRoosevelt_1_19",4
"_FranklinDRoosevelt_1_20",1
"_FranklinDRoosevelt_1_21",8
"_FranklinDRoosevelt_1_22",8
"_FranklinDRoosevelt_1_23",8
"_FranklinDRoosevelt_1_24",3
"_FranklinDRoosevelt_1_25",1
"_FranklinDRoosevelt_1_26",1
"_FranklinDRoosevelt_1_27",12
"_FranklinDRoosevelt_1_28",12
"_FranklinDRoosevelt_1_29",12
"_FranklinDRoosevelt_1_30",12
"_FranklinDRoosevelt_1_31",6
"_FranklinDRoosevelt_1_32",6
"_FranklinDRoosevelt_1_33",12
"_FranklinDRoosevelt_1_34",12
"_FranklinDRoosevelt_1_35",4
"_FranklinDRoosevelt_1_36",4
"_FranklinDRoosevelt_1_37",4
"_FranklinDRoosevelt_1_38",4
"_FranklinDRoosevelt_1_39",4
"_FranklinDRoosevelt_1_40",5
"_FranklinDRoosevelt_1_41",5
"_FranklinDRoosevelt_1_42",5
"_FranklinDRoosevelt_1_43",4
"_FranklinDRoosevelt_1_44",8
"_FranklinDRoosevelt_1_45",8
"_FranklinDRoosevelt_1_46",11
"_FranklinDRoosevelt_1_47",11
"_FranklinDRoosevelt_1_48",4
"_FranklinDRoosevelt_1_49",4
"_FranklinDRoosevelt_1_50",4
"_FranklinDRoosevelt_1_51",4
"_FranklinDRoosevelt_1_52",15
"_FranklinDRoosevelt_1_53",4
"_FranklinDRoosevelt_1_54",11
"_FranklinDRoosevelt_1_55",12
"_FranklinDRoosevelt_1_56",12
"_FranklinDRoosevelt_1_57",12
"_FranklinDRoosevelt_1_58",10
"_FranklinDRoosevelt_1_59",12
"_FranklinDRoosevelt_1_60",12
"_FranklinDRoosevelt_1_61",12
"_FranklinDRoosevelt_1_62",12
"_FranklinDRoosevelt_1_63",8
"_FranklinDRoosevelt_1_64",12
"_FranklinDRoosevelt_1_65",14
"_FranklinDRoosevelt_1_66",3
"_FranklinDRoosevelt_1_67",4
"_FranklinDRoosevelt_1_68",14
"_FranklinDRoosevelt_1_69",14
"_FranklinDRoosevelt_1_70",14
"_FranklinDRoosevelt_1_71",3
"_FranklinDRoosevelt_1_72",3
"_FranklinDRoosevelt_1_73",3
"_FranklinDRoosevelt_1_74",3
"_FranklinDRoosevelt_1_75",6
"_FranklinDRoosevelt_1_76",6
"_FranklinDRoosevelt_1_77",11
"_FranklinDRoosevelt_1_78",14
"_FranklinDRoosevelt_1_79",9
"_FranklinDRoosevelt_1_80",9
"_FranklinDRoosevelt_1_81",9
"_FranklinDRoosevelt_1_82",5
"_FranklinDRoosevelt_1_83",10
"_FranklinDRoosevelt_1_84",10
"_FranklinDRoosevelt_1_85",5
"_FranklinDRoosevelt_1_86",10
"_FranklinDRoosevelt_1_87",5
"_FranklinDRoosevelt_1_88",1
"_FranklinDRoosevelt_1_89",9
"_FranklinDRoosevelt_1_90",9
"_FranklinDRoosevelt_1_91",9
"_FranklinDRoosevelt_1_92",15
"_FranklinDRoosevelt_1_93",7
"_FranklinDRoosevelt_1_94",7
"_FranklinDRoosevelt_1_95",11
"_FranklinDRoosevelt_1_96",3
"_FranklinDRoosevelt_1_97",8
"_FranklinDRoosevelt_1_98",1
"_FranklinDRoosevelt_1_99",8
"_FranklinDRoosevelt_2_2",8
"_FranklinDRoosevelt_2_3",6
"_FranklinDRoosevelt_2_4",6
"_FranklinDRoosevelt_2_5",8
"_FranklinDRoosevelt_2_6",8
"_FranklinDRoosevelt_2_7",15
"_FranklinDRoosevelt_2_8",15
"_FranklinDRoosevelt_2_9",15
"_FranklinDRoosevelt_2_10",15
"_FranklinDRoosevelt_2_11",6
"_FranklinDRoosevelt_2_12",6
"_FranklinDRoosevelt_2_13",6
"_FranklinDRoosevelt_2_14",9
"_FranklinDRoosevelt_2_15",9
"_FranklinDRoosevelt_2_16",9
"_FranklinDRoosevelt_2_17",8
"_FranklinDRoosevelt_2_18",8
"_FranklinDRoosevelt_2_19",7
"_FranklinDRoosevelt_2_20",8
"_FranklinDRoosevelt_2_21",7
"_FranklinDRoosevelt_2_22",7
"_FranklinDRoosevelt_2_23",8
"_FranklinDRoosevelt_2_24",3
"_FranklinDRoosevelt_2_25",7
"_FranklinDRoosevelt_2_26",7
"_FranklinDRoosevelt_2_27",7
"_FranklinDRoosevelt_2_28",7
"_FranklinDRoosevelt_2_29",7
"_FranklinDRoosevelt_2_30",3
"_FranklinDRoosevelt_2_31",9
"_FranklinDRoosevelt_2_32",9
"_FranklinDRoosevelt_2_33",4
"_FranklinDRoosevelt_2_34",9
"_FranklinDRoosevelt_2_35",9
"_FranklinDRoosevelt_2_36",9
"_FranklinDRoosevelt_2_37",4
"_FranklinDRoosevelt_2_38",1
"_FranklinDRoosevelt_2_39",1
"_FranklinDRoosevelt_2_40",1
"_FranklinDRoosevelt_2_41",1
"_FranklinDRoosevelt_2_42",9
"_FranklinDRoosevelt_2_43",9
"_FranklinDRoosevelt_2_44",1
"_FranklinDRoosevelt_2_45",1
"_FranklinDRoosevelt_2_46",3
"_FranklinDRoosevelt_2_47",3
"_FranklinDRoosevelt_2_48",3
"_FranklinDRoosevelt_2_49",3
"_FranklinDRoosevelt_2_50",3
"_FranklinDRoosevelt_2_51",9
"_FranklinDRoosevelt_2_52",1
"_FranklinDRoosevelt_2_53",9
"_FranklinDRoosevelt_2_54",9
"_FranklinDRoosevelt_2_55",9
"_FranklinDRoosevelt_2_56",8
"_FranklinDRoosevelt_2_57",4
"_FranklinDRoosevelt_2_58",4
"_FranklinDRoosevelt_2_59",8
"_FranklinDRoosevelt_2_60",3
"_FranklinDRoosevelt_2_61",15
"_FranklinDRoosevelt_2_62",9
"_FranklinDRoosevelt_2_63",9
"_FranklinDRoosevelt_2_64",9
"_FranklinDRoosevelt_2_65",1
"_FranklinDRoosevelt_2_66",11
"_FranklinDRoosevelt_2_67",9
"_FranklinDRoosevelt_2_68",9
"_FranklinDRoosevelt_2_69",15
"_FranklinDRoosevelt_2_70",15
"_FranklinDRoosevelt_2_71",9
"_FranklinDRoosevelt_2_72",9
"_FranklinDRoosevelt_2_73",4
"_FranklinDRoosevelt_2_74",14
"_FranklinDRoosevelt_2_75",14
"_FranklinDRoosevelt_2_76",4
"_FranklinDRoosevelt_2_77",4
"_FranklinDRoosevelt_2_78",4
"_FranklinDRoosevelt_2_79",4
"_FranklinDRoosevelt_2_80",4
"_FranklinDRoosevelt_2_81",4
"_FranklinDRoosevelt_2_82",4
"_FranklinDRoosevelt_2_83",4
"_FranklinDRoosevelt_2_84",4
"_FranklinDRoosevelt_2_85",13
"_FranklinDRoosevelt_2_86",3
"_FranklinDRoosevelt_2_87",13
"_FranklinDRoosevelt_2_88",13
"_FranklinDRoosevelt_2_89",4
"_FranklinDRoosevelt_2_90",4
"_FranklinDRoosevelt_2_91",1
"_FranklinDRoosevelt_2_92",1
"_FranklinDRoosevelt_2_93",1
"_FranklinDRoosevelt_2_94",1
"_FranklinDRoosevelt_2_95",1
"_FranklinDRoosevelt_2_96",3
"_FranklinDRoosevelt_2_97",7
"_FranklinDRoosevelt_2_98",3
"_FranklinDRoosevelt_2_99",12
"_FranklinDRoosevelt_2_100",3
"_FranklinDRoosevelt_2_101",3
"_FranklinDRoosevelt_2_102",9
"_FranklinDRoosevelt_2_103",9
"_FranklinDRoosevelt_2_104",11
"_FranklinDRoosevelt_2_105",12
"_FranklinDRoosevelt_2_106",12
"_FranklinDRoosevelt_2_107",5
"_FranklinDRoosevelt_2_108",5
"_FranklinDRoosevelt_3_2",8
"_FranklinDRoosevelt_3_3",8
"_FranklinDRoosevelt_3_4",8
"_FranklinDRoosevelt_3_5",8
"_FranklinDRoosevelt_3_6",8
"_FranklinDRoosevelt_3_7",4
"_FranklinDRoosevelt_3_8",4
"_FranklinDRoosevelt_3_9",4
"_FranklinDRoosevelt_3_10",1
"_FranklinDRoosevelt_3_11",1
"_FranklinDRoosevelt_3_12",1
"_FranklinDRoosevelt_3_13",6
"_FranklinDRoosevelt_3_14",6
"_FranklinDRoosevelt_3_15",8
"_FranklinDRoosevelt_3_16",10
"_FranklinDRoosevelt_3_17",8
"_FranklinDRoosevelt_3_18",2
"_FranklinDRoosevelt_3_19",9
"_FranklinDRoosevelt_3_20",9
"_FranklinDRoosevelt_3_21",7
"_FranklinDRoosevelt_3_22",7
"_FranklinDRoosevelt_3_23",7
"_FranklinDRoosevelt_3_24",14
"_FranklinDRoosevelt_3_25",9
"_FranklinDRoosevelt_3_26",1
"_FranklinDRoosevelt_3_27",1
"_FranklinDRoosevelt_3_28",1
"_FranklinDRoosevelt_3_29",1
"_FranklinDRoosevelt_3_30",1
"_FranklinDRoosevelt_3_31",1
"_FranklinDRoosevelt_3_32",1
"_FranklinDRoosevelt_3_33",1
"_FranklinDRoosevelt_3_34",3
"_FranklinDRoosevelt_3_35",3
"_FranklinDRoosevelt_3_36",3
"_FranklinDRoosevelt_3_37",5
"_FranklinDRoosevelt_3_38",8
"_FranklinDRoosevelt_3_39",5
"_FranklinDRoosevelt_3_40",1
"_FranklinDRoosevelt_3_41",1
"_FranklinDRoosevelt_3_42",1
"_FranklinDRoosevelt_3_43",1
"_FranklinDRoosevelt_3_44",9
"_FranklinDRoosevelt_3_45",9
"_FranklinDRoosevelt_3_46",9
"_FranklinDRoosevelt_3_47",9
"_FranklinDRoosevelt_3_48",9
"_FranklinDRoosevelt_3_49",9
"_FranklinDRoosevelt_3_50",9
"_FranklinDRoosevelt_3_51",15
"_FranklinDRoosevelt_3_52",4
"_FranklinDRoosevelt_3_53",11
"_FranklinDRoosevelt_3_54",4
"_FranklinDRoosevelt_3_55",6
"_FranklinDRoosevelt_3_56",6
"_FranklinDRoosevelt_3_57",9
"_FranklinDRoosevelt_3_58",4
"_FranklinDRoosevelt_3_59",4
"_FranklinDRoosevelt_3_60",4
"_FranklinDRoosevelt_3_61",4
"_FranklinDRoosevelt_3_62",4
"_FranklinDRoosevelt_3_63",4
"_FranklinDRoosevelt_3_64",8
"_FranklinDRoosevelt_3_65",8
"_FranklinDRoosevelt_3_67",8
"_FranklinDRoosevelt_3_69",8
"_FranklinDRoosevelt_3_70",6
"_FranklinDRoosevelt_3_71",8
"_FranklinDRoosevelt_3_72",6
"_FranklinDRoosevelt_3_73",9
"_FranklinDRoosevelt_3_74",6
"_FranklinDRoosevelt_3_75",9
"_FranklinDRoosevelt_4_2",8
"_FranklinDRoosevelt_4_3",8
"_FranklinDRoosevelt_4_4",9
"_FranklinDRoosevelt_4_5",9
"_FranklinDRoosevelt_4_6",5
"_FranklinDRoosevelt_4_7",5
"_FranklinDRoosevelt_4_8",8
"_FranklinDRoosevelt_4_9",14
"_FranklinDRoosevelt_4_10",5
"_FranklinDRoosevelt_4_11",4
"_FranklinDRoosevelt_4_12",3
"_FranklinDRoosevelt_4_13",1
"_FranklinDRoosevelt_4_14",3
"_FranklinDRoosevelt_4_15",3
"_FranklinDRoosevelt_4_16",8
"_FranklinDRoosevelt_4_17",8
"_FranklinDRoosevelt_4_18",8
"_FranklinDRoosevelt_4_19",1
"_FranklinDRoosevelt_4_20",1
"_FranklinDRoosevelt_4_21",1
"_FranklinDRoosevelt_4_22",1
"_FranklinDRoosevelt_4_23",1
"_FranklinDRoosevelt_4_24",1
"_FranklinDRoosevelt_4_25",1
"_FranklinDRoosevelt_4_26",1
"_FranklinDRoosevelt_4_27",1
"_FranklinDRoosevelt_4_28",4
"_FranklinDRoosevelt_4_29",1
"_FranklinDRoosevelt_4_30",6
"_FranklinDRoosevelt_4_31",4
"_HarrySTruman_1_2",8
"_HarrySTruman_1_3",14
"_HarrySTruman_1_4",14
"_HarrySTruman_1_5",14
"_HarrySTruman_1_6",5
"_HarrySTruman_1_7",8
"_HarrySTruman_1_8",9
"_HarrySTruman_1_9",8
"_HarrySTruman_1_10",9
"_HarrySTruman_1_11",2
"_HarrySTruman_1_12",2
"_HarrySTruman_1_13",1
"_HarrySTruman_1_14",8
"_HarrySTruman_1_15",1
"_HarrySTruman_1_16",3
"_HarrySTruman_1_17",3
"_HarrySTruman_1_18",6
"_HarrySTruman_1_19",1
"_HarrySTruman_1_20",1
"_HarrySTruman_1_21",1
"_HarrySTruman_1_22",4
"_HarrySTruman_1_23",4
"_HarrySTruman_1_24",6
"_HarrySTruman_1_25",1
"_HarrySTruman_1_26",1
"_HarrySTruman_1_27",1
"_HarrySTruman_1_28",1
"_HarrySTruman_1_29",1
"_HarrySTruman_1_30",1
"_HarrySTruman_1_31",1
"_HarrySTruman_1_32",5
"_HarrySTruman_1_33",15
"_HarrySTruman_1_34",15
"_HarrySTruman_1_35",9
"_HarrySTruman_1_36",9
"_HarrySTruman_1_37",9
"_HarrySTruman_1_38",1
"_HarrySTruman_1_39",1
"_HarrySTruman_1_40",1
"_HarrySTruman_1_41",1
"_HarrySTruman_1_42",1
"_HarrySTruman_1_43",2
"_HarrySTruman_1_44",14
"_HarrySTruman_1_45",14
"_HarrySTruman_1_46",14
"_HarrySTruman_1_47",14
"_HarrySTruman_1_48",14
"_HarrySTruman_1_49",14
"_HarrySTruman_1_50",8
"_HarrySTruman_1_51",9
"_HarrySTruman_1_52",6
"_HarrySTruman_1_53",6
"_HarrySTruman_1_54",6
"_HarrySTruman_1_55",14
"_HarrySTruman_1_56",9
"_HarrySTruman_1_57",4
"_HarrySTruman_1_58",3
"_HarrySTruman_1_59",14
"_HarrySTruman_1_60",14
"_HarrySTruman_1_61",3
"_HarrySTruman_1_62",14
"_HarrySTruman_1_63",14
"_HarrySTruman_1_64",3
"_HarrySTruman_1_65",4
"_HarrySTruman_1_66",11
"_HarrySTruman_1_67",11
"_HarrySTruman_1_68",11
"_HarrySTruman_1_69",11
"_HarrySTruman_1_70",11
"_HarrySTruman_1_71",11
"_HarrySTruman_1_72",11
"_HarrySTruman_1_73",11
"_HarrySTruman_1_74",11
"_HarrySTruman_1_75",11
"_HarrySTruman_1_76",11
"_HarrySTruman_1_77",11
"_HarrySTruman_1_78",9
"_HarrySTruman_1_79",1
"_HarrySTruman_1_80",1
"_HarrySTruman_1_81",1
"_HarrySTruman_1_82",1
"_HarrySTruman_1_83",1
"_HarrySTruman_1_84",8
"_HarrySTruman_1_85",15
"_HarrySTruman_1_86",4
"_HarrySTruman_1_87",4
"_HarrySTruman_1_88",4
"_HarrySTruman_1_89",4
"_HarrySTruman_1_90",4
"_HarrySTruman_1_91",14
"_HarrySTruman_1_92",14
"_HarrySTruman_1_93",12
"_HarrySTruman_1_94",4
"_HarrySTruman_1_95",12
"_HarrySTruman_1_96",6
"_HarrySTruman_1_97",6
"_HarrySTruman_1_98",11
"_HarrySTruman_1_99",11
"_HarrySTruman_1_100",11
"_HarrySTruman_1_101",11
"_HarrySTruman_1_102",4
"_HarrySTruman_1_103",4
"_HarrySTruman_1_104",1
"_HarrySTruman_1_105",1
"_HarrySTruman_1_106",3
"_HarrySTruman_1_107",13
"_HarrySTruman_1_108",1
"_HarrySTruman_1_109",1
"_HarrySTruman_1_110",1
"_HarrySTruman_1_111",1
"_HarrySTruman_1_112",1
"_HarrySTruman_1_113",1
"_HarrySTruman_1_114",14
"_HarrySTruman_1_115",9
"_HarrySTruman_1_116",9
"_HarrySTruman_1_117",1
"_HarrySTruman_1_118",1
"_HarrySTruman_1_119",9
"_DwightDEisenhower_1_2",8
"_DwightDEisenhower_1_3",8
"_DwightDEisenhower_1_4",5
"_DwightDEisenhower_1_5",5
"_DwightDEisenhower_1_6",5
"_DwightDEisenhower_1_7",9
"_DwightDEisenhower_1_8",8
"_DwightDEisenhower_1_9",8
"_DwightDEisenhower_1_10",8
"_DwightDEisenhower_1_11",8
"_DwightDEisenhower_1_12",8
"_DwightDEisenhower_1_13",9
"_DwightDEisenhower_1_14",9
"_DwightDEisenhower_1_15",7
"_DwightDEisenhower_1_16",7
"_DwightDEisenhower_1_17",1
"_DwightDEisenhower_1_18",9
"_DwightDEisenhower_1_19",5
"_DwightDEisenhower_1_20",9
"_DwightDEisenhower_1_21",1
"_DwightDEisenhower_1_22",4
"_DwightDEisenhower_1_23",8
"_DwightDEisenhower_1_24",1
"_DwightDEisenhower_1_25",1
"_DwightDEisenhower_1_26",1
"_DwightDEisenhower_1_27",1
"_DwightDEisenhower_1_28",1
"_DwightDEisenhower_1_29",1
"_DwightDEisenhower_1_30",1
"_DwightDEisenhower_1_31",4
"_DwightDEisenhower_1_32",11
"_DwightDEisenhower_1_33",4
"_DwightDEisenhower_1_34",4
"_DwightDEisenhower_1_35",4
"_DwightDEisenhower_1_36",1
"_DwightDEisenhower_1_37",1
"_DwightDEisenhower_1_38",6
"_DwightDEisenhower_1_39",1
"_DwightDEisenhower_1_40",1
"_DwightDEisenhower_1_41",1
"_DwightDEisenhower_1_42",4
"_DwightDEisenhower_1_43",4
"_DwightDEisenhower_1_44",4
"_DwightDEisenhower_1_45",4
"_DwightDEisenhower_1_46",6
"_DwightDEisenhower_1_47",4
"_DwightDEisenhower_1_48",6
"_DwightDEisenhower_1_49",6
"_DwightDEisenhower_1_50",6
"_DwightDEisenhower_1_51",5
"_DwightDEisenhower_1_52",1
"_DwightDEisenhower_1_53",1
"_DwightDEisenhower_1_54",1
"_DwightDEisenhower_1_55",1
"_DwightDEisenhower_1_56",4
"_DwightDEisenhower_1_57",4
"_DwightDEisenhower_1_58",1
"_DwightDEisenhower_1_59",1
"_DwightDEisenhower_1_60",1
"_DwightDEisenhower_1_61",1
"_DwightDEisenhower_1_62",1
"_DwightDEisenhower_1_63",1
"_DwightDEisenhower_1_64",4
"_DwightDEisenhower_1_65",4
"_DwightDEisenhower_1_66",4
"_DwightDEisenhower_1_67",4
"_DwightDEisenhower_1_68",9
"_DwightDEisenhower_1_69",5
"_DwightDEisenhower_1_70",9
"_DwightDEisenhower_1_71",1
"_DwightDEisenhower_1_72",4
"_DwightDEisenhower_1_73",9
"_DwightDEisenhower_1_74",1
"_DwightDEisenhower_1_75",1
"_DwightDEisenhower_1_76",1
"_DwightDEisenhower_1_77",5
"_DwightDEisenhower_1_78",14
"_DwightDEisenhower_1_79",14
"_DwightDEisenhower_1_80",14
"_DwightDEisenhower_1_81",14
"_DwightDEisenhower_1_82",14
"_DwightDEisenhower_1_83",14
"_DwightDEisenhower_1_85",1
"_DwightDEisenhower_1_86",1
"_DwightDEisenhower_1_88",1
"_DwightDEisenhower_1_89",15
"_DwightDEisenhower_1_91",4
"_DwightDEisenhower_1_93",1
"_DwightDEisenhower_1_94",1
"_DwightDEisenhower_1_96",15
"_DwightDEisenhower_1_97",15
"_DwightDEisenhower_1_99",6
"_DwightDEisenhower_1_100",4
"_DwightDEisenhower_1_101",11
"_DwightDEisenhower_1_102",11
"_DwightDEisenhower_1_103",11
"_DwightDEisenhower_1_105",1
"_DwightDEisenhower_1_106",15
"_DwightDEisenhower_1_108",15
"_DwightDEisenhower_1_109",14
"_DwightDEisenhower_1_110",14
"_DwightDEisenhower_1_111",14
"_DwightDEisenhower_1_112",1
"_DwightDEisenhower_1_113",9
"_DwightDEisenhower_1_114",3
"_DwightDEisenhower_1_115",3
"_DwightDEisenhower_1_116",3
"_DwightDEisenhower_1_117",3
"_DwightDEisenhower_1_118",9
"_DwightDEisenhower_1_119",4
"_DwightDEisenhower_1_120",4
"_DwightDEisenhower_1_121",4
"_DwightDEisenhower_1_122",4
"_DwightDEisenhower_1_123",4
"_DwightDEisenhower_1_124",4
"_DwightDEisenhower_1_125",4
"_DwightDEisenhower_1_126",4
"_DwightDEisenhower_1_127",8
"_DwightDEisenhower_1_128",9
"_DwightDEisenhower_1_129",14
"_DwightDEisenhower_1_130",14
"_DwightDEisenhower_1_131",2
"_DwightDEisenhower_1_132",8
"_DwightDEisenhower_1_133",2
"_DwightDEisenhower_2_2",8
"_DwightDEisenhower_2_3",8
"_DwightDEisenhower_2_4",8
"_DwightDEisenhower_2_5",8
"_DwightDEisenhower_2_6",8
"_DwightDEisenhower_2_7",6
"_DwightDEisenhower_2_8",1
"_DwightDEisenhower_2_9",1
"_DwightDEisenhower_2_10",1
"_DwightDEisenhower_2_11",1
"_DwightDEisenhower_2_12",1
"_DwightDEisenhower_2_13",1
"_DwightDEisenhower_2_14",1
"_DwightDEisenhower_2_15",4
"_DwightDEisenhower_2_16",4
"_DwightDEisenhower_2_17",11
"_DwightDEisenhower_2_18",4
"_DwightDEisenhower_2_19",9
"_DwightDEisenhower_2_20",1
"_DwightDEisenhower_2_21",1
"_DwightDEisenhower_2_22",1
"_DwightDEisenhower_2_23",9
"_DwightDEisenhower_2_24",1
"_DwightDEisenhower_2_25",1
"_DwightDEisenhower_2_26",1
"_DwightDEisenhower_2_27",1
"_DwightDEisenhower_2_28",9
"_DwightDEisenhower_2_29",9
"_DwightDEisenhower_2_30",9
"_DwightDEisenhower_2_31",9
"_DwightDEisenhower_2_32",7
"_DwightDEisenhower_2_33",7
"_DwightDEisenhower_2_34",4
"_DwightDEisenhower_2_35",1
"_DwightDEisenhower_2_36",6
"_DwightDEisenhower_2_37",1
"_DwightDEisenhower_2_38",1
"_DwightDEisenhower_2_39",1
"_DwightDEisenhower_2_40",1
"_DwightDEisenhower_2_41",9
"_DwightDEisenhower_2_42",9
"_DwightDEisenhower_2_43",9
"_DwightDEisenhower_2_44",9
"_DwightDEisenhower_2_45",3
"_DwightDEisenhower_2_46",3
"_DwightDEisenhower_2_47",3
"_DwightDEisenhower_2_48",1
"_DwightDEisenhower_2_49",1
"_DwightDEisenhower_2_50",1
"_DwightDEisenhower_2_51",1
"_DwightDEisenhower_2_52",9
"_DwightDEisenhower_2_53",9
"_DwightDEisenhower_2_54",4
"_DwightDEisenhower_2_55",3
"_DwightDEisenhower_2_56",4
"_DwightDEisenhower_2_57",1
"_DwightDEisenhower_2_58",1
"_DwightDEisenhower_2_59",1
"_DwightDEisenhower_2_60",1
"_DwightDEisenhower_2_61",1
"_DwightDEisenhower_2_62",5
"_DwightDEisenhower_2_63",11
"_DwightDEisenhower_2_64",3
"_DwightDEisenhower_2_65",14
"_DwightDEisenhower_2_66",3
"_DwightDEisenhower_2_67",15
"_DwightDEisenhower_2_68",1
"_DwightDEisenhower_2_69",9
"_DwightDEisenhower_2_70",9
"_DwightDEisenhower_2_71",15
"_DwightDEisenhower_2_72",1
"_DwightDEisenhower_2_73",6
"_DwightDEisenhower_2_74",9
"_DwightDEisenhower_2_75",9
"_DwightDEisenhower_2_76",9
"_DwightDEisenhower_2_77",1
"_DwightDEisenhower_2_78",1
"_DwightDEisenhower_2_79",1
"_DwightDEisenhower_2_80",14
"_DwightDEisenhower_2_81",6
"_DwightDEisenhower_2_82",4
"_DwightDEisenhower_2_83",1
"_DwightDEisenhower_2_84",1
"_DwightDEisenhower_2_85",1
"_DwightDEisenhower_2_86",1
"_DwightDEisenhower_2_87",1
"_DwightDEisenhower_2_88",13
"_DwightDEisenhower_2_89",9
"_DwightDEisenhower_2_90",4
"_DwightDEisenhower_2_91",9
"_DwightDEisenhower_2_92",1
"_DwightDEisenhower_2_93",1
"_DwightDEisenhower_2_94",5
"_DwightDEisenhower_2_95",1
"_DwightDEisenhower_2_96",1
"_DwightDEisenhower_2_97",1
"_JohnFKennedy_1_2",8
"_JohnFKennedy_1_3",8
"_JohnFKennedy_1_4",8
"_JohnFKennedy_1_5",8
"_JohnFKennedy_1_6",1
"_JohnFKennedy_1_7",1
"_JohnFKennedy_1_8",8
"_JohnFKennedy_1_9",9
"_JohnFKennedy_1_10",9
