,Name,Score,Qty
0,Amazon Nutrition Facts: Cholesterol Free,True,417
1,Amazon Nutrition Facts: Fat Free,True,591
2,Amazon Nutrition Facts: Free of Saturated Fat,True,400
3,Amazon Nutrition Facts: Low Fat,True,651
4,Amazon Nutrition Facts: Low Sodium,False,221
5,Amazon Nutrition Facts: Sodium Free,False,11
6,Amazon Nutrition Facts: Sugar Free,False,223
