,title,Brand,Sub Brand,Manufacturer,Last Collected,Collected on,Collected by,Aisle,Shelf,Category,UPC,LabelInsight Id,Size,Serving Size 1,Serving Description,Servings Per Container,Use RACC,RACC,Effective RACC
0,SHARP CHEDDAR CHEESE 16 oz,FOOD CLUB,,,6,"Thu May 31, 2018",Retailer,DAIRY,Cheese,Cheese - Block,036800056404,4674062,16 oz,1 oz,28 g,16,1 oz,28 g,16
