,Name,Score,Qty
0,Amazon Specialty Diets: Gluten Free,True,691
1,Amazon Specialty Diets: Kosher,True,290
2,Amazon Specialty Diets: Non-GMO,False,7
3,Amazon Specialty Diets: Organic,False,10
4,Amazon Specialty Diets: Vegan,False,11
