,title,Brand,Sub Brand,Manufacturer,Last Collected,Collected on,Collected by,Aisle,Shelf,Category,UPC,LabelInsight Id,Size,Serving Size 1,Serving Description,Servings Per Container,Use RACC,RACC,Effective RACC
0,SKIM MILK 0.5 GAL,FOOD CITY,,,7,"Thu May 31, 2018",Retailer,DAIRY,Milk,Milk - Fat Free & Skim Cow's Milk,087848100109,4674063,0.5 GAL,1 cup,240 mL,8,1 cup,240 mL,8
