"","AAN","ABAX","ABMD","ABT","ABX","ACET","ADBE","ADM","AEGN","AEM","AEP","AGCO","AGX","AIR","AIT","AJG","AKO.A","AKO.B","ALB","ALCO","ALG","ALOG","ALV","ALXN","AMAG","AMGN","AMSC","AMWD","ANIK","AON","AOS","APA","APC","APD","APU","ARCB","ARTNA","ARWR","ASH","ASTE","ATO","ATR","ATRI","ATRO","AVP","AXE","AXP","AZN","B","BA","BAC","BAX","BBT","BBVA","BCPC","BCS","BDC","BDX","BH","BHP","BIIB","BIO","BJRI","BK","BLL","BMO","BMS","BMY","BOOM","BP","BPL","BPT","BRO","BRS","BSET","BSX","BVN","BWA","C","CAE","CAG","CAKE","CAL","CAR","CASC","CASY","CAT","CBD","CBM","CBRL","CBT","CCE","CCJ","CCK","CELG","CHH","CKH","CL","CLB","CLF","CM","CMC","CMCO","CNI","CNMD","CNP","COF","COG","COKE","COO","COP","COT","CP","CPB","CPE","CPK","CRK","CRR","CRS","CRT","CRZO","CS","CSX","CTL","CTWS","CVTI","CVX","CWCO","CWT","D","DAVE","DCO","DE","DECK","DGX","DIN","DO","DORM","DRI","DRQ","DUK","DVN","DY","E","EAT","ED","EEP","EGN","EIX","EL","EMN","EMR","ENB","ENZ","EOG","EQT","ESL","ESV","ETH","ETP","FARM","FAST","FC","FDP","FELE","FGP","FIZZ","FL","FLXS","FMC","FOE","FOSL","FSTR","FTAI","FUL","GBX","GD","GEF","GEL","GEOS","GHC","GHM","GIFI","GIII","GILD","GIS","GLT","GNTX","GOGL","GPK","GPX","GRA","GSH","GSK","GVA","GWR","GWW","HAE","HAL","HCN","HEI","HES","HFC","HLX","HP","HPQ","HRC","HSC","HTLD","HWKN","HXL","IART","IBA","IBM","ICUI","IDXX","IFF","IIIN","IMGN","IMKTA","INCY","INGR","INT","INTC","IO","IP","IPAR","IPXL","JACK","JBHT","JBSS","JCI","JJSF","JNJ","JPM","KAMN","KEG","KEP","KEX","KMB","KNX","KO","KOF","KR","KSU","KWR","LAWS","LAYN","LDL","LEG","LH","LLY","LMT","LNDC","LNN","LSTR","LXU","LYTS","LZB","MAR","MATX","MCD","MDR","MDT","MEOH","MERC","MGRC","MHK","MINI","MKC","MLAB","MLI","MLR","MMC","MMSI","MNRO","MNST","MOD","MOG.A","MPAA","MRK","MRO","MS","MSEX","MSFT","MSM","MT","MTD","MTRN","MTRX","MTW","MTX","MTZ","MUR","NATH","NBL","NBR","NC","NE","NEE","NEM","NEOG","NEU","NFG","NFX","NKE","NKTR","NL","NOK","NOV","NPK","NR","NSC","NTZ","NUE","NUS","NVS","NWN","NWPX","OA","ODC","ODFL","OFIX","OI","OII","OLN","ORCL","OSIS","OSUR","OXM","OXY","PBT","PCG","PDCE","PEP","PERY","PES","PFE","PG","PGNX","PH","PHX","PKI","PKOH","PKX","PNC","PNR","PTEN","PVH","PX","PXD","QDEL","R","RCII","RCKY","RDC","RDS.B","REGN","RES","REV","RGEN","RGLD","RGR","RIG","RIO","RL","RMD","ROCK","RPM","RRC","RS","RTN","RY","S","SAN","SCHN","SCHW","SEE","SENEB","SGU","SGY","SHI","SHLM","SHLO","SHOO","SHW","SIVB","SJM","SJT","SJW","SLB","SLGN","SM","SMP","SNHY","SO","SON","SONC","SPG","SPN","SPPI","SQM","SR","SRI","SRPT","SSL","STE","STLD","STLY","STRA","STRL","STT","SU","SUN","SUP","SVU","SXI","SXT","SYK","T","TD","TDW","TECH","TEN","TEX","TFX","TGI","TGS","THRM","TK","TMO","TOT","TPC","TRN","TRP","TRV","TUP","TWI","UHAL","UL","UN","UNF","UNP","UNT","URI","USAK","USAP","UTX","VAR","VFC","VHI","VIVO","VLGEA","VLO","VMI","VOXX","VRTX","WAB","WAT","WBK","WDFC","WEN","WERN","WEYS","WFC","WMB","WMK","WOR","WPP","WST","WTR","WTS","WWD","WWW","X","XEL","XOM","XRAY","YPF","YRCW","YUM","ZEUS"
"1",9,9,3,1,2,9,3,1,10,2,1,10,5,10,10,10,5,5,10,9,9,9,10,3,5,3,3,9,5,1,10,8,8,10,4,10,9,5,10,10,1,10,5,9,1,10,6,1,10,10,6,1,6,6,9,6,10,1,10,2,3,9,9,6,10,6,10,1,9,8,4,2,10,8,5,1,2,10,6,9,1,10,10,10,3,10,10,2,9,10,10,1,2,10,3,10,8,1,8,2,6,2,9,10,9,1,6,8,9,10,8,5,10,1,2,9,2,2,2,2,2,6,10,10,9,5,8,9,9,1,5,9,10,9,3,10,8,9,10,8,1,8,10,2,10,1,4,2,1,1,10,10,2,3,8,2,10,8,10,4,9,10,5,9,10,4,9,10,5,10,10,10,9,5,10,10,1,10,4,2,10,9,8,5,3,1,10,10,2,9,5,10,10,1,10,10,10,9,8,10,9,8,2,8,8,10,10,10,10,9,10,3,5,10,5,3,1,9,3,9,3,10,2,10,2,10,9,7,10,10,5,10,9,1,6,10,2,10,10,1,10,1,10,1,10,10,9,9,9,10,3,1,1,5,10,10,9,9,10,10,10,1,8,1,2,5,9,10,10,1,5,10,9,1,9,9,5,10,10,5,1,8,6,9,10,10,2,10,10,9,10,10,10,8,5,8,8,10,8,1,2,9,10,2,8,10,3,9,10,8,9,2,10,5,2,10,1,1,9,10,9,10,9,10,8,10,3,5,3,10,8,2,1,2,1,9,2,1,1,3,10,2,3,9,2,6,10,8,10,10,8,3,10,10,5,8,8,3,2,9,3,2,9,8,2,10,3,9,10,2,2,1,6,10,6,2,6,10,5,5,2,10,10,5,10,10,10,1,2,9,8,9,8,9,9,1,10,10,10,8,5,2,1,10,3,2,9,2,5,5,5,6,2,5,10,10,9,10,1,1,6,8,3,10,10,10,10,5,9,2,10,8,9,10,2,1,10,9,9,1,1,9,10,8,10,5,9,10,3,10,9,9,9,2,10,9,3,10,3,2,9,10,10,9,6,2,9,10,10,9,1,10,10,10,2,1,8,1,5,10,10,2
