cartodb_id,bbl,tract_10,sba_name,ccd_name,cd_name,boro_name,city_name,tax_delinquency,ser_violation,assessed_value,owner_name,res_units,year_built,buildings,standard_address,applied_filters
1679179,2030990004,36005039300,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,1,298800,INTER-NEIGHBORHOOD HO,26,1915,1,747 East 182 Street,Has Subsidies
1679180,2030990006,36005039300,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,1,324900,INTER-NEIGHBORHOOD HO,20,1913,1,743 East 182 Street,Has Subsidies
1679188,2030990036,36005039300,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,1,349200,INTER-NEIGHBORHOOD HO,21,1913,1,730 Garden Street,Has Subsidies
1679214,2031000018,36005039300,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,305100,765 GARDEN ST HDFC,20,1931,1,765 Garden Street,Has Subsidies
1679223,2031000065,36005039300,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,1,4360500,"TWIN PARKS, L.P.",166,1971,1,711 Garden Street,Has Subsidies
1679223,2031000065,36005039300,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,1,4360500,"TWIN PARKS, L.P.",166,1971,1,711 Garden Street,Has Subsidies
1679243,2031010021,36005039300,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,1,500400,"OLR LBCE, L.P.",28,1926,1,2254 Crotona Avenue,Has Subsidies
1679244,2031010023,36005039300,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,1,2769300,TWIN PARKS APARTMENTS,108,1972,1,2260 Crotona Avenue,Has Subsidies
1679244,2031010023,36005039300,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,1,2769300,TWIN PARKS APARTMENTS,108,1972,1,2260 Crotona Avenue,Has Subsidies
1679252,2031020007,36005039300,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,1,382950,BBY MANAGEMENT CORP,22,1911,1,2308 Crotona Avenue,Has Subsidies
1679254,2031020013,36005039300,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,1,641250,CROTONA HOLDINGS LLC,26,1927,1,2322 Crotona Avenue,Has Subsidies
1679270,2031020035,36005039300,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,350550,BX-7F ASSOCIATES II L,24,1916,1,2367 Prospect Avenue,Has Subsidies
1679270,2031020035,36005039300,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,350550,BX-7F ASSOCIATES II L,24,1916,1,2367 Prospect Avenue,Has Subsidies
1679274,2031020047,36005039300,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,1,445950,ESTRELLA VARGAS HDFC,33,2005,1,2339 Prospect Avenue,Has Subsidies
1679301,2031030020,36005039100,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,1,645300,BEAUMONT AVENUE APART,56,1997,1,2340 Beaumont Avenue,Has Subsidies
1679301,2031030020,36005039100,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,1,645300,BEAUMONT AVENUE APART,56,1997,1,2340 Beaumont Avenue,Has Subsidies
1679311,2031030047,36005039100,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,1,78791,"GFC,LLC",8,1910,1,2327 Crotona Avenue,Has Subsidies
1679313,2031030051,36005039100,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,216317,TRI-BEL L P,9,1910,1,2319 Crotona Avenue,Has Subsidies
1679317,2031030056,36005039100,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,218501,2307 CROTONA LLC,5,2011,1,2307 Crotona Avenue,Has Subsidies
1679318,2031030057,36005039100,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,1,218513,2305 CROTONA LLC,5,2011,1,2305 Crotona Avenue,Has Subsidies
1679329,2031037501,36005039100,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,1233883,,40,2007,3,2324 Beaumont Avenue,Has Subsidies
1679330,2031040001,36005039300,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,1,1781550,24 BCH II HOUSING DEV,74,1912,3,2404 Crotona Avenue,Has Subsidies
1679330,2031040001,36005039300,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,1,1781550,24 BCH II HOUSING DEV,74,1912,3,2404 Crotona Avenue,Has Subsidies
1679330,2031040001,36005039300,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,1,1781550,24 BCH II HOUSING DEV,74,1912,3,2404 Crotona Avenue,Has Subsidies
1679333,2031040049,36005039300,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,439200,VILLA CARPI LLC,8,2004,1,2429 Prospect Avenue,Has Subsidies
1679346,2031050003,36005038900,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,153000,BEAUMONT REALTY LLC,16,1912,1,2416 Beaumont Avenue,Has Subsidies
1679347,2031050004,36005038900,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,325800,2418 BEAUMONT HOLDING,16,1912,1,2418 Beaumont Avenue,Has Subsidies
1679347,2031050004,36005038900,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,325800,2418 BEAUMONT HOLDING,16,1912,1,2418 Beaumont Avenue,Has Subsidies
1679350,2031050008,36005038900,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,193050,2428 BEAUMONT AVENUEH,16,1912,1,2428 Beaumont Avenue,Has Subsidies
1679361,2031050027,36005038900,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,372846,,8,2007,1,2477 Crotona Avenue,Has Subsidies
1679362,2031050028,36005038900,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,367175,,8,2007,1,2475 Crotona Avenue,Has Subsidies
1679363,2031050029,36005038900,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,313711,,8,2007,1,2473 Crotona Avenue,Has Subsidies
1679425,2031070006,36005036501,Morrisania/Belmont,City Council District 17,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,297450,810 EAST 178TH STREET,20,1911,1,810 East 178 Street,Has Subsidies
1679436,2031070036,36005036501,Morrisania/Belmont,City Council District 17,BX 06 - Belmont/East Tremont,Bronx,New York City,0,1,1345500,BSP MARMION LLC,73,1926,2,1967 Marmion Avenue,Has Subsidies
1679468,2031080008,36005036501,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,1,3888900,BRONX PARK PHASE I PR,240,1972,1,2064 Mapes Avenue,Has Subsidies
1679468,2031080008,36005036501,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,1,3888900,BRONX PARK PHASE I PR,240,1972,1,2064 Mapes Avenue,Has Subsidies
1679469,2031080038,36005036501,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,776700,TRI-BEL L P,40,1916,1,2045 Southern Boulevard,Has Subsidies
1679470,2031080044,36005036501,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,1441350,MARMION ASSOCIATES LP,90,2001,1,825 East 179 Street,Has Subsidies
1679470,2031080044,36005036501,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,1441350,MARMION ASSOCIATES LP,90,2001,1,825 East 179 Street,Has Subsidies
1679536,2031110009,36005036501,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,1,486900,NYC HPD,35,1931,1,814 East 181 Street,Has Subsidies
1679537,2031110010,36005036501,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,1,371250,RECLAIM HOUSING DEVEL,37,1931,1,2125 Southern Boulevard,Has Subsidies
1679537,2031110010,36005036501,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,1,371250,RECLAIM HOUSING DEVEL,37,1931,1,2125 Southern Boulevard,Has Subsidies
1679538,2031110015,36005036501,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,1,6288750,BRONX PHASE I HOUSING,168,1973,2,2115 Southern Boulevard,Has Subsidies
1679538,2031110015,36005036501,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,1,6288750,BRONX PHASE I HOUSING,168,1973,2,2115 Southern Boulevard,Has Subsidies
1679539,2031110026,36005036501,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,644850,BRONX PARK PHASE I PR,,1973,1,817 East 180 Street,Has Subsidies
1679539,2031110026,36005036501,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,644850,BRONX PARK PHASE I PR,,1973,1,817 East 180 Street,Has Subsidies
1679546,2031110039,36005036501,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,356238,2132 MAPES LLC,10,2013,,2132 Mapes Avenue,Has Subsidies
1679554,2031110049,36005036501,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,465300,MAPES BOULEVARD HOUSI,46,1931,2,2158 Mapes Avenue,Has Subsidies
1679579,2031130007,36005039300,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,1,102293,INTER-NEIGHBORHOOD HO,8,1909,1,771 Grote Street,Has Subsidies
1679581,2031130009,36005039300,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,1,6356700,GROTE STREET APARTMEN,249,1973,1,769 Grote Street,Has Subsidies
1679586,2031140001,36005039300,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,392400,BX-7F ASSOCIATES III,24,1915,1,765 East 183 Street,Has Subsidies
1679591,2031140008,36005039300,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,1147950,BELMONT BLVD.II HOUS,95,2003,1,2327 Southern Boulevard,Has Subsidies
1679591,2031140008,36005039300,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,1147950,BELMONT BLVD.II HOUS,95,2003,1,2327 Southern Boulevard,Has Subsidies
1679592,2031140009,36005039300,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,3688200,BELMONT BLVD HOUSING,96,1992,1,780 East 185 Street,Has Subsidies
1679606,2031140052,36005039300,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,1776600,NYC HOUSING DEVELOPME,,1974,1,2380 Prospect Avenue,Has Subsidies
1679610,2031140067,36005039300,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,1,0,958050,"2363 SOUTHERN BLVD.,",72,1931,1,2363 Southern Boulevard,Has Subsidies
1679613,2031140073,36005039300,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,1,380700,787 SOUTHERN REALTY,23,1931,1,787 East 185 Street,Has Subsidies
1679614,2031140075,36005039300,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,384750,S.O.K. REALTY CORP.,20,1931,1,775 East 185 Street,Has Subsidies
1679618,2031150003,36005039300,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,356400,2408 PROSPECT AVENUE,16,2014,2,2408 Prospect Avenue,Has Subsidies
1679619,2031150005,36005039300,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,1,1516500,EDUCATIONAL CONSTRUCT,142,1970,1,2405 Southern Boulevard,Has Subsidies
1679626,2031150021,36005039300,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,3739050,NYC HOUSING DEVELOPME,,1975,2,2459 Southern Boulevard,Has Subsidies
1679670,2031180044,36005036300,Morrisania/Belmont,City Council District 17,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,738900,AQUINAS DEACON JUAN S,36,1931,1,2060 Crotona Parkway,Has Subsidies
1679670,2031180044,36005036300,Morrisania/Belmont,City Council District 17,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,738900,AQUINAS DEACON JUAN S,36,1931,1,2060 Crotona Parkway,Has Subsidies
1679674,2031180156,36005036300,Morrisania/Belmont,City Council District 17,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,604350,MOHEGAN-CROTONA LLC,36,2006,1,2090 Crotona Parkway,Has Subsidies
1679674,2031180156,36005036300,Morrisania/Belmont,City Council District 17,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,604350,MOHEGAN-CROTONA LLC,36,2006,1,2090 Crotona Parkway,Has Subsidies
1679676,2031190007,36005036300,Morrisania/Belmont,City Council District 17,BX 06 - Belmont/East Tremont,Bronx,New York City,0,1,301950,CROTONA PARKWAY APART,22,1931,1,2116 Crotona Parkway,Has Subsidies
1679681,2031190029,36005036300,Morrisania/Belmont,City Council District 17,BX 06 - Belmont/East Tremont,Bronx,New York City,0,1,609750,RECLAIM HOUSING DEVEL,42,1924,1,2104 Crotona Parkway,Has Subsidies
1679687,2031190058,36005036300,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,198000,"JEROME CLUSTER3,",11,1914,1,2150 Crotona Parkway,Has Subsidies
1679690,2031190064,36005036300,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,1,168300,CRISCUOLO CT II LP,11,1912,1,854 Bronx Park South,Has Subsidies
1679701,2031210038,36005036300,Morrisania/Belmont,City Council District 17,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,1240200,HONEYWELL II HOUSING,35,2008,1,906 East 178 Street,Has Subsidies
1679701,2031210038,36005036300,Morrisania/Belmont,City Council District 17,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,1240200,HONEYWELL II HOUSING,35,2008,1,906 East 178 Street,Has Subsidies
1679701,2031210038,36005036300,Morrisania/Belmont,City Council District 17,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,1240200,HONEYWELL II HOUSING,35,2008,1,906 East 178 Street,Has Subsidies
1679701,2031210038,36005036300,Morrisania/Belmont,City Council District 17,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,1240200,HONEYWELL II HOUSING,35,2008,1,906 East 178 Street,Has Subsidies
1679702,2031210044,36005036300,Morrisania/Belmont,City Council District 17,BX 06 - Belmont/East Tremont,Bronx,New York City,0,1,297937,MIGUEL SOSA ESTATES,8,1909,1,910 East 178 Street,Has Subsidies
1679703,2031210046,36005036300,Morrisania/Belmont,City Council District 17,BX 06 - Belmont/East Tremont,Bronx,New York City,0,1,1414800,912 EAST 178TH ST,79,2004,1,912 East 178 Street,Has Subsidies
1679703,2031210046,36005036300,Morrisania/Belmont,City Council District 17,BX 06 - Belmont/East Tremont,Bronx,New York City,0,1,1414800,912 EAST 178TH ST,79,2004,1,912 East 178 Street,Has Subsidies
1679705,2031210058,36005036300,Morrisania/Belmont,City Council District 17,BX 06 - Belmont/East Tremont,Bronx,New York City,0,1,573300,915-919 E.TREMONT RLT,24,1911,1,1963 Daly Avenue,Has Subsidies
1679717,2031220016,36005036300,Morrisania/Belmont,City Council District 17,BX 06 - Belmont/East Tremont,Bronx,New York City,0,1,179100,MIGUEL SOSA ESTATES,16,1931,1,916 East 179 Street,Has Subsidies
1679792,2031230076,36005036300,Morrisania/Belmont,City Council District 17,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,998100,BURKE PLAZA HOUSING D,40,2006,1,875 East 179 Street,Has Subsidies
1679793,2031230077,36005036300,Morrisania/Belmont,City Council District 17,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,442350,BURKE PLAZA HOUSING D,41,2006,1,871 East 179 Street,Has Subsidies
1679793,2031230077,36005036300,Morrisania/Belmont,City Council District 17,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,442350,BURKE PLAZA HOUSING D,41,2006,1,871 East 179 Street,Has Subsidies
1679793,2031230077,36005036300,Morrisania/Belmont,City Council District 17,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,442350,BURKE PLAZA HOUSING D,41,2006,1,871 East 179 Street,Has Subsidies
1679794,2031230079,36005036300,Morrisania/Belmont,City Council District 17,BX 06 - Belmont/East Tremont,Bronx,New York City,0,1,309150,MIGUEL SOSA ESTATES L,30,1931,1,869 East 179 Street,Has Subsidies
1679803,2031240039,36005036300,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,1,99450,MIGUEL SOSA ESTATES,12,1931,1,867 East 181 Street,Has Subsidies
1679816,2031240066,36005036300,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,1,436050,MARGARITA SANTOS APAR,32,1931,1,2147 Honeywell Avenue,Has Subsidies
1679816,2031240066,36005036300,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,1,436050,MARGARITA SANTOS APAR,32,1931,1,2147 Honeywell Avenue,Has Subsidies
1679830,2031250001,36005036300,Morrisania/Belmont,City Council District 17,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,3232350,"TRINITY PRESERVATION,",75,1930,1,901 East 180 Street,Has Subsidies
1679830,2031250001,36005036300,Morrisania/Belmont,City Council District 17,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,3232350,"TRINITY PRESERVATION,",75,1930,1,901 East 180 Street,Has Subsidies
1679830,2031250001,36005036300,Morrisania/Belmont,City Council District 17,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,3232350,"TRINITY PRESERVATION,",75,1930,1,901 East 180 Street,Has Subsidies
1679830,2031250001,36005036300,Morrisania/Belmont,City Council District 17,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,3232350,"TRINITY PRESERVATION,",75,1930,1,901 East 180 Street,Has Subsidies
1679830,2031250001,36005036300,Morrisania/Belmont,City Council District 17,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,3232350,"TRINITY PRESERVATION,",75,1930,1,901 East 180 Street,Has Subsidies
1679835,2031250009,36005036300,Morrisania/Belmont,City Council District 17,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,389700,DALY IV HOUSING DEVEL,18,1915,1,2120 Honeywell Avenue,Has Subsidies
1679836,2031250012,36005036300,Morrisania/Belmont,City Council District 17,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,499500,DALY IV HOUSING DEVEL,18,1915,1,908 East 181 Street,Has Subsidies
1679837,2031250014,36005036300,Morrisania/Belmont,City Council District 17,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,390150,DALY IV HOUSING DEVEL,18,1915,1,2117 Daly Avenue,Has Subsidies
1679849,2031257501,36005036300,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,406352,,12,2007,1,2155 Daly Avenue,Has Subsidies
1679850,2031260001,36005036300,Morrisania/Belmont,City Council District 17,BX 06 - Belmont/East Tremont,Bronx,New York City,0,1,392400,VYSE AVE. LIMITED PAR,18,1931,1,943 East Tremont Avenue,Has Subsidies
1679850,2031260001,36005036300,Morrisania/Belmont,City Council District 17,BX 06 - Belmont/East Tremont,Bronx,New York City,0,1,392400,VYSE AVE. LIMITED PAR,18,1931,1,943 East Tremont Avenue,Has Subsidies
1679861,2031260028,36005036300,Morrisania/Belmont,City Council District 17,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,400050,TREMONT VYSE II HOUSI,18,1992,9,940 East 178 Street,Has Subsidies
1679865,2031270016,36005036300,Morrisania/Belmont,City Council District 17,BX 06 - Belmont/East Tremont,Bronx,New York City,0,1,153450,MIGUEL SOSA ESTATES,16,1931,1,934 East 179 Street,Has Subsidies
1679873,2031270026,36005036300,Morrisania/Belmont,City Council District 17,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,833850,TREMONT-VYSE III HDFC,30,1993,17,931 East 178 Street,Has Subsidies
1679881,2031270046,36005036300,Morrisania/Belmont,City Council District 17,BX 06 - Belmont/East Tremont,Bronx,New York City,0,1,220767,MIGUEL SOSA ESTATES,9,1910,1,2068 Daly Avenue,Has Subsidies
1679898,2031270073,36005036300,Morrisania/Belmont,City Council District 17,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,239457,MIGUEL SOSA ESTATES,8,1909,1,2081 Vyse Avenue,Has Subsidies
1679898,2031270073,36005036300,Morrisania/Belmont,City Council District 17,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,239457,MIGUEL SOSA ESTATES,8,1909,1,2081 Vyse Avenue,Has Subsidies
1679904,2031280001,36005036300,Morrisania/Belmont,City Council District 17,BX 06 - Belmont/East Tremont,Bronx,New York City,0,1,1287000,DALY 180 HOUSING DEV.,84,1997,1,921 East 180 Street,Has Subsidies
1679904,2031280001,36005036300,Morrisania/Belmont,City Council District 17,BX 06 - Belmont/East Tremont,Bronx,New York City,0,1,1287000,DALY 180 HOUSING DEV.,84,1997,1,921 East 180 Street,Has Subsidies
1679904,2031280001,36005036300,Morrisania/Belmont,City Council District 17,BX 06 - Belmont/East Tremont,Bronx,New York City,0,1,1287000,DALY 180 HOUSING DEV.,84,1997,1,921 East 180 Street,Has Subsidies
1679904,2031280001,36005036300,Morrisania/Belmont,City Council District 17,BX 06 - Belmont/East Tremont,Bronx,New York City,0,1,1287000,DALY 180 HOUSING DEV.,84,1997,1,921 East 180 Street,Has Subsidies
1679907,2031280009,36005036300,Morrisania/Belmont,City Council District 17,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,809550,DALY IV HOUSING DEVEL,34,1916,1,924 East 181 Street,Has Subsidies
1679908,2031280013,36005036300,Morrisania/Belmont,City Council District 17,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,979650,DALY IV HOUSING DEVEL,40,1931,1,934 East 181 Street,Has Subsidies
1679910,2031280027,36005036300,Morrisania/Belmont,City Council District 17,BX 06 - Belmont/East Tremont,Bronx,New York City,0,1,369000,CRISCUOLO CT II LP,21,1931,1,2115 Vyse Avenue,Has Subsidies
1679911,2031280029,36005036300,Morrisania/Belmont,City Council District 17,BX 06 - Belmont/East Tremont,Bronx,New York City,0,1,747900,DALY IV HOUSING DEVEL,26,1915,1,2103 Vyse Avenue,Has Subsidies
1679912,2031280032,36005036300,Morrisania/Belmont,City Council District 17,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,601650,DALY IV HOUSING DEVEL,20,1915,1,945 East 180 Street,Has Subsidies
1679928,2031290029,36005036300,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,1,406800,DALY IV HOUSING DEVEL,20,1931,1,2131 Vyse Avenue,Has Subsidies
1679938,2031300002,36005036100,Morrisania/Belmont,City Council District 17,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,1621800,AQUINAS DEACON JUAN S,101,1986,1,985 East Tremont Avenue,Has Subsidies
1679938,2031300002,36005036100,Morrisania/Belmont,City Council District 17,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,1621800,AQUINAS DEACON JUAN S,101,1986,1,985 East Tremont Avenue,Has Subsidies
1679939,2031300007,36005036100,Morrisania/Belmont,City Council District 17,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,698400,TREMONT VYSE II HOUSI,24,1992,12,1962 Vyse Avenue,Has Subsidies
1679940,2031300020,36005036100,Morrisania/Belmont,City Council District 17,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,7035300,WEST FARMS SQUARE HDF,231,1922,3,999 East Tremont Avenue,Has Subsidies
1679940,2031300020,36005036100,Morrisania/Belmont,City Council District 17,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,7035300,WEST FARMS SQUARE HDF,231,1922,3,999 East Tremont Avenue,Has Subsidies
1679940,2031300020,36005036100,Morrisania/Belmont,City Council District 17,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,7035300,WEST FARMS SQUARE HDF,231,1922,3,999 East Tremont Avenue,Has Subsidies
1679941,2031300100,36005036100,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,4520700,NYC HOUSING AUTHORITY,224,1972,1,1010 East 178 Street,Has Subsidies
1679955,2031310020,36005036100,Morrisania/Belmont,City Council District 17,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,2083950,WEST FARMS SQUARE HOU,90,1971,2,998 East 179 Street,Has Subsidies
1679955,2031310020,36005036100,Morrisania/Belmont,City Council District 17,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,2083950,WEST FARMS SQUARE HOU,90,1971,2,998 East 179 Street,Has Subsidies
1679955,2031310020,36005036100,Morrisania/Belmont,City Council District 17,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,2083950,WEST FARMS SQUARE HOU,90,1971,2,998 East 179 Street,Has Subsidies
1679970,2031320001,36005036100,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,1,1,6542100,LAMBERT HOUSES REDEVE,328,1974,3,989 East 179 Street,Has Subsidies
1679970,2031320001,36005036100,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,1,1,6542100,LAMBERT HOUSES REDEVE,328,1974,3,989 East 179 Street,Has Subsidies
1679992,2031330001,36005036100,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,1,0,1466550,CASELLA PLAZA HDFC,99,1998,1,961 East 180 Street,Has Subsidies
1679998,2031330013,36005036100,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,1055700,DALY IV HOUSING DEVEL,42,1915,1,966 East 181 Street,Has Subsidies
1679999,2031330018,36005036100,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,785250,WESTHAB EAST 181 HOUS,40,2010,2,986 East 181 Street,Has Subsidies
1679999,2031330018,36005036100,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,785250,WESTHAB EAST 181 HOUS,40,2010,2,986 East 181 Street,Has Subsidies
1679999,2031330018,36005036100,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,0,785250,WESTHAB EAST 181 HOUS,40,2010,2,986 East 181 Street,Has Subsidies
1680006,2031340001,36005036100,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,0,1,1039950,DALY IV HOUSING DEVEL,38,1923,1,2134 Vyse Avenue,Has Subsidies
