cartodb_id,bbl,tract_10,sba_name,ccd_name,cd_name,boro_name,city_name,tax_delinquency,ser_violation,assessed_value,owner_name,res_units,year_built,buildings,standard_address,applied_filters
1617301,1000087501,36061000900,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,16020450,NEW YORK PLAZA RESIDE,97,1985,1,39 Whitehall Street,Has Subsidies
1617335,1000157502,36061001300,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,29947051,THE DOWNTOWN CLUB CON,283,1930,1,20 West Street,Has Subsidies
1617335,1000157502,36061001300,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,29947051,THE DOWNTOWN CLUB CON,283,1930,1,20 West Street,Has Subsidies
1617335,1000157502,36061001300,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,29947051,THE DOWNTOWN CLUB CON,283,1930,1,20 West Street,Has Subsidies
1617340,1000160015,36061031704,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,18171000,DEMATTEIS BATTERY PAR,208,1998,1,50 Battery Place,Has Subsidies
1617341,1000160020,36061031704,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,17366850,NY URBAN LLC,209,1998,1,70 Battery Place,Has Subsidies
1617343,1000160100,36061031704,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,1,155637000,BATTERY PARK CITY AUT,1712,1983,6,345 South End Avenue,Has Subsidies
1617350,1000160185,36061031703,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,41383800,,253,2004,1,211 North End Avenue,Has Subsidies
1617352,1000160200,36061031703,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,52859250,BATTERY PARK CITY AUT,396,1998,2,400 Chambers Street,Has Subsidies
1617354,1000160210,36061031703,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,43272000,TRIBECA POINTE LLC,340,1998,1,399 Chambers Street,Has Subsidies
1617382,1000170029,36061001300,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,36541800,"EKATZ FAMILY, LLC",397,1969,1,90 Washington Street,Has Subsidies
1617416,1000247501,36061000900,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,39032999,,157,1982,1,40 Broad Street,Has Subsidies
1617416,1000247501,36061000900,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,39032999,,157,1982,1,40 Broad Street,Has Subsidies
1617416,1000247501,36061000900,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,39032999,,157,1982,1,40 Broad Street,Has Subsidies
1617422,1000257501,36061000900,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,59075098,,320,2005,1,15 William Street,Has Subsidies
1617423,1000260014,36061000700,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,35883000,WHW ASSOCIATES,372,1904,2,37 Wall Street,Has Subsidies
1617425,1000267501,36061000700,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,92609118,,382,1914,1,15 Broad Street,Has Subsidies
1617425,1000267501,36061000700,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,92609118,,382,1914,1,15 Broad Street,Has Subsidies
1617426,1000270009,36061000700,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,41176350,RBNB WALL STREET OWNE,476,1929,1,63 Wall Street,Has Subsidies
1617427,1000270017,36061000700,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,35282250,RBNB 67 WALL STREET O,317,1921,1,67 Wall Street,Has Subsidies
1617428,1000277501,36061000700,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,36685347,CIPRIANUI CLUB RESIDE,107,1836,1,55 Wall Street,Has Subsidies
1617429,1000277502,36061000700,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,74751750,TWENTY EXCHANGE PLACE,350,1929,1,20 Exchange Place,Has Subsidies
1617435,1000287501,36061000700,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,13771806,COCOA EXCHANGE CONDO,126,1987,1,82 Beaver Street,Has Subsidies
1617455,1000297503,36061000900,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,2640153,,31,1900,1,21 South William Street,Has Subsidies
1617455,1000297503,36061000900,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,2640153,,31,1900,1,21 South William Street,Has Subsidies
1617465,1000310001,36061000700,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,59089050,UDR 10 HANOVER LLC,493,1972,1,10 Hanover Square,Has Subsidies
1617468,1000317501,36061000700,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,84877661,75 WALL ST. CONDO,346,1987,1,75 Wall Street,Has Subsidies
1617471,1000330011,36061000700,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,1,64362150,NINETY FIVE WALL STRE,507,1969,1,95 Wall Street,Has Subsidies
1617501,1000417501,36061000700,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,5568303,ANDREWS BUILDING,20,1902,1,50 Pine Street,Has Subsidies
1617501,1000417501,36061000700,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,5568303,ANDREWS BUILDING,20,1902,1,50 Pine Street,Has Subsidies
1617503,1000417503,36061000700,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,7855203,,90,1893,1,56 Pine Street,Has Subsidies
1617503,1000417503,36061000700,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,7855203,,90,1893,1,56 Pine Street,Has Subsidies
1617505,1000420001,36061000700,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,1,0,37809000,MAIDEN LANE PROPERTI,340,1930,1,100 Maiden Lane,Has Subsidies
1617506,1000420022,36061000700,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,36245700,LIBERTY STREET REALTY,287,2002,1,10 Liberty Street,Has Subsidies
1617514,1000447501,36061000700,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,74637924,,408,1928,1,18 Pine Street,Has Subsidies
1617536,1000527502,36061001300,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,6606899,,12,1913,1,114 Liberty Street,Has Subsidies
1617551,1000537502,36061001300,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,50078726,123 WASHINGTON LLC,223,2007,1,123 Washington Street,Has Subsidies
1617557,1000560004,36061001300,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,44218350,B.C.R.E. - 90 WEST ST,410,1908,1,90 West Street,Has Subsidies
1617590,1000647501,36061001502,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,2718900,,14,1920,1,67 Liberty Street,Has Subsidies
1617616,1000687502,36061001502,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,17215195,,113,1967,1,90 William Street,Has Subsidies
1617618,1000690006,36061001502,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,25293600,211 PEARL LLC,189,2007,1,211 Pearl Street,Has Subsidies
1617619,1000690018,36061001502,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,75960900,2 GOLD LLC,650,2003,2,2 Gold Street,Has Subsidies
1617670,1000760006,36061001502,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,3940200,TERM-FULTON REALTY CO,120,2015,1,56 Fulton Street,Has Subsidies
1617674,1000760024,36061001502,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,1,8081100,ZAHAV PROPERTIES LLC,56,2009,3,40 Gold Street,Has Subsidies
1617697,1000780047,36061001502,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,5067450,"CP V TS FULTON OWNER,",,,,114 Fulton Street,Has Subsidies
1617701,1000787505,36061001502,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,4504050,,10,1930,1,72 Nassau Street,Has Subsidies
1617702,1000787506,36061001502,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,3061350,THE 102-104 FULTON ST,14,1910,1,102 Fulton Street,Has Subsidies
1617703,1000787507,36061001502,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,11371958,FIVE NINE JOHN LOFTS,73,1909,1,59 John Street,Has Subsidies
1617703,1000787507,36061001502,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,11371958,FIVE NINE JOHN LOFTS,73,1909,1,59 John Street,Has Subsidies
1617706,1000787510,36061001502,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,1,2406600,110 FULTON ST CONDOMI,29,1929,1,110 Fulton Street,Has Subsidies
1617706,1000787510,36061001502,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,1,2406600,110 FULTON ST CONDOMI,29,1929,1,110 Fulton Street,Has Subsidies
1617706,1000787510,36061001502,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,1,2406600,110 FULTON ST CONDOMI,29,1929,1,110 Fulton Street,Has Subsidies
1617718,1000797502,36061001502,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,10426054,,21,1900,1,130 Fulton Street,Has Subsidies
1617719,1000797503,36061001502,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,8223291,29 JOHN STREET LLC,52,1906,1,71 Nassau Street,Has Subsidies
1617733,1000880014,36061002100,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,63972000,BARCLAY STREET REALTY,396,2006,1,12 Barclay Street,Has Subsidies
1617745,1000900017,36061001501,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,18360900,ANN/NASSAU REALTY LLC,168,2012,1,113 Nassau Street,Has Subsidies
1617754,1000917501,36061001501,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,3089701,FULTONHAUS CONDOMINIU,19,1919,1,119 Fulton Street,Has Subsidies
1617755,1000917502,36061001501,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,24869245,111 FULTON ST CONDO,163,1940,1,111 Fulton Street,Has Subsidies
1617755,1000917502,36061001501,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,24869245,111 FULTON ST CONDO,163,1940,1,111 Fulton Street,Has Subsidies
1617782,1000940001,36061001501,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,1,0,107312850,SOUTHBRIDGE TOWERS IN,1641,1971,9,80 Gold Street,Has Subsidies
1617785,1000950027,36061001501,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,15069600,ST MARGARET'S HOUSE,251,1981,1,49 Fulton Street,Has Subsidies
1617807,1000970018,36061001501,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,3194550,YARROW TWO LLC,29,2004,1,213 Front Street,Has Subsidies
1617808,1000970024,36061001501,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,1871550,YARROW TWO LLC,8,1900,2,225 Front Street,Has Subsidies
1617809,1000970026,36061001501,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,1714073,YARROW TWO LLC,9,1900,1,229 Front Street,Has Subsidies
1617810,1000970030,36061001501,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,2472300,YARROW TWO LLC,11,1900,4,36 Peck Slip,Has Subsidies
1617812,1000970032,36061001501,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,2166300,YARROW TWO LLC,9,2004,1,24 Peck Slip,Has Subsidies
1617826,1000977503,36061001501,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,3662100,220 FRONT ST CONDO,15,1910,1,220 Front Street,Has Subsidies
1617827,1000977504,36061001501,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,2127600,214 FRONT ST CONDO,,1999,1,214 Front Street,Has Subsidies
1617827,1000977504,36061001501,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,2127600,214 FRONT ST CONDO,,1999,1,214 Front Street,Has Subsidies
1617831,1001007501,36061001501,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,17814138,,125,1900,1,150 Nassau Street,Has Subsidies
1617831,1001007501,36061001501,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,17814138,,125,1900,1,150 Nassau Street,Has Subsidies
1617832,1001007502,36061001501,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,142297650,,904,2007,1,8 Spruce Street,Has Subsidies
1617837,1001060003,36061001501,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,588347,274 WATER STREET OWNE,10,1920,1,274 Water Street,Has Subsidies
1617852,1001070028,36061001501,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,4095450,"FRONT APARTMENTS, LLC",40,2010,1,254 Front Street,Has Subsidies
1617869,1001110100,36061002500,Lower East Side/Chinatown,City Council District 1,MN 03 - Lower East Side/Chinatown,Manhattan,New York City,0,0,66358350,NYC CITY HSG AUTRHORI,1934,1950,13,20 Madison Street,Has Subsidies
1617951,1001347504,36061002100,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,1930059,TRIBECA EAST CONDO,8,1930,1,19 Warren Street,Has Subsidies
1617969,1001357505,36061002100,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,1186380,22 WARREN HOUSE CONCO,5,1915,1,22 Warren Street,Has Subsidies
1617972,1001357508,36061002100,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,1,0,2678851,TRIBECA TOWNHOMES@ 16,6,2006,1,16 Warren Street,Has Subsidies
1617988,1001367505,36061002100,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,16178400,85 WEST BROADWAY COND,15,2007,1,85 West Broadway,Has Subsidies
1618001,1001377503,36061002100,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,3283202,,12,1920,1,92 Warren Street,Has Subsidies
1618044,1001417507,36061003900,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,1845542,,5,2005,1,138 Reade Street,Has Subsidies
1618044,1001417507,36061003900,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,1845542,,5,2005,1,138 Reade Street,Has Subsidies
1618060,1001427501,36061002100,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,148723661,270 GREENWICH STREET,382,2006,2,89 Murray Street,Has Subsidies
1618060,1001427501,36061002100,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,148723661,270 GREENWICH STREET,382,2006,2,89 Murray Street,Has Subsidies
1618060,1001427501,36061002100,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,148723661,270 GREENWICH STREET,382,2006,2,89 Murray Street,Has Subsidies
1618060,1001427501,36061002100,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,148723661,270 GREENWICH STREET,382,2006,2,89 Murray Street,Has Subsidies
1618061,1001427502,36061002100,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,48566669,,253,2005,1,200 Chambers Street,Has Subsidies
1618092,1001447502,36061003300,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,4602149,,11,1910,1,36 Hudson Street,Has Subsidies
1618152,1001497501,36061002100,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,6733804,,27,2009,1,77 Reade Street,Has Subsidies
1618153,1001497502,36061002100,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,20023206,281 BROADWAY ASSOCIAT,83,2010,1,281 Broadway,Has Subsidies
1618269,1001630024,36061002900,Lower East Side/Chinatown,City Council District 1,MN 03 - Lower East Side/Chinatown,Manhattan,New York City,0,0,409500,61 BAYARD ST REALTYCO,16,1915,1,61 Bayard Street,Has Subsidies
1618270,1001630025,36061002900,Lower East Side/Chinatown,City Council District 1,MN 03 - Lower East Side/Chinatown,Manhattan,New York City,0,0,399852,59 BAYARD ST REALTY C,8,1910,2,59 Bayard Street,Has Subsidies
1618329,1001700020,36061003100,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,40977000,FC FOLEY SQUARE ASSOC,331,2001,1,111 Worth Street,Has Subsidies
1618329,1001700020,36061003100,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,40977000,FC FOLEY SQUARE ASSOC,331,2001,1,111 Worth Street,Has Subsidies
1618346,1001727504,36061003100,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,11975378,"48-52 FRANKLIN, LLC",72,2007,1,50 Franklin Street,Has Subsidies
1618350,1001730027,36061003300,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,53158050,343 BROADWAY PROPERTI,358,2005,1,343 Broadway,Has Subsidies
1618383,1001747503,36061003300,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,1155757,,5,1910,1,85 Leonard Street,Has Subsidies
1618419,1001760026,36061003300,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,37608750,56 LEONARD LLC,146,2007,1,56 Leonard Street,Has Subsidies
1618435,1001780016,36061003300,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,2686500,EPIC (217),7,2005,1,217 West Broadway,Has Subsidies
1618451,1001790032,36061003300,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,12532500,QUEENWOOD 34 LLC,16,2008,1,176 West Broadway,Has Subsidies
1618468,1001797505,36061003300,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,1218602,,6,1920,1,27 Leonard Street,Has Subsidies
1618561,1001897509,36061003300,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,1494095,,5,2004,1,114 Hudson Street,Has Subsidies
1618577,1001907508,36061003300,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,879869,,6,2008,1,240 West Broadway,Has Subsidies
1618623,1001937509,36061003300,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,4249351,51 WALKER STREET,15,2005,1,51 Walker Street,Has Subsidies
1618706,1001980126,36061002900,Lower East Side/Chinatown,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,8225550,DCAS,88,1991,1,125 Walker Street,Has Subsidies
1618708,1001990002,36061002900,Lower East Side/Chinatown,City Council District 1,MN 03 - Lower East Side/Chinatown,Manhattan,New York City,0,0,808200,CHINATOWN PRESERVATIO,18,1910,1,81 Baxter Street,Has Subsidies
1618708,1001990002,36061002900,Lower East Side/Chinatown,City Council District 1,MN 03 - Lower East Side/Chinatown,Manhattan,New York City,0,0,808200,CHINATOWN PRESERVATIO,18,1910,1,81 Baxter Street,Has Subsidies
1618822,1002047501,36061004100,Greenwich Village/Financial District,City Council District 1,MN 02 - Greenwich Village/Soho,Manhattan,New York City,0,0,13604395,,61,2004,1,158 Hester Street,Has Subsidies
1618868,1002067501,36061004100,Greenwich Village/Financial District,City Council District 1,MN 02 - Greenwich Village/Soho,Manhattan,New York City,0,0,7756205,BAXTER CONDO SALES LL,23,2003,1,123 Baxter Street,Has Subsidies
1618887,1002087501,36061004500,Greenwich Village/Financial District,City Council District 1,MN 02 - Greenwich Village/Soho,Manhattan,New York City,0,0,8097749,,27,1900,1,129 Lafayette Street,Has Subsidies
1618957,1002147503,36061003900,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,14052148,,34,2004,4,7 Hubert Street,Has Subsidies
1618980,1002187501,36061003900,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,21113550,"W SQUARED, LLC",65,2004,1,92 Laight Street,Has Subsidies
1618981,1002187502,36061003900,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,2001469,"88 LAIGHT STREET, LLC",7,2005,1,88 Laight Street,Has Subsidies
1618982,1002187503,36061003900,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,2559096,"ATLANTIC WALK, LLC",7,2006,1,78 Laight Street,Has Subsidies
1618983,1002187504,36061003900,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,7153650,THE FAIRCHILD & FOSTE,20,2010,1,415 Washington Street,Has Subsidies
1618993,1002197505,36061003900,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,1269557,,7,2008,1,31 Vestry Street,Has Subsidies
1618994,1002197506,36061003900,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,1008220,,6,1920,1,52 Laight Street,Has Subsidies
1619005,1002207504,36061003300,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,1019273,,9,2003,1,48 Laight Street,Has Subsidies
1619031,1002240001,36061003900,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,0,0,43686900,"TRUFFLES II, LLC",283,2007,1,450 Washington Street,Has Subsidies
1619084,1002287501,36061004700,Greenwich Village/Financial District,City Council District 1,MN 02 - Greenwich Village/Soho,Manhattan,New York City,0,0,3811949,,11,2003,1,3 Wooster Street,Has Subsidies
1619085,1002287502,36061004700,Greenwich Village/Financial District,City Council District 1,MN 02 - Greenwich Village/Soho,Manhattan,New York City,0,0,23207401,,67,2007,2,311 West Broadway,Has Subsidies
1619247,1002377502,36061004100,Greenwich Village/Financial District,City Council District 1,MN 02 - Greenwich Village/Soho,Manhattan,New York City,0,0,821344,,9,2004,1,181 Hester Street,Has Subsidies
1619297,1002430056,36061000202,Lower East Side/Chinatown,City Council District 1,MN 03 - Lower East Side/Chinatown,Manhattan,New York City,0,0,8680500,GOUVENEUR GARDENS HSG,211,1962,2,645 Water Street,Has Subsidies
1619299,1002440019,36061000202,Lower East Side/Chinatown,City Council District 1,MN 03 - Lower East Side/Chinatown,Manhattan,New York City,0,0,4081500,GOUVENEUR GARDENS HSG,124,1964,1,605 Water Street,Has Subsidies
1619300,1002440040,36061000202,Lower East Side/Chinatown,City Council District 1,MN 03 - Lower East Side/Chinatown,Manhattan,New York City,0,1,5083200,GOUVERNEUR COURT HOUS,124,1898,1,621 Water Street,Has Subsidies
1619300,1002440040,36061000202,Lower East Side/Chinatown,City Council District 1,MN 03 - Lower East Side/Chinatown,Manhattan,New York City,0,1,5083200,GOUVERNEUR COURT HOUS,124,1898,1,621 Water Street,Has Subsidies
1619300,1002440040,36061000202,Lower East Side/Chinatown,City Council District 1,MN 03 - Lower East Side/Chinatown,Manhattan,New York City,0,1,5083200,GOUVERNEUR COURT HOUS,124,1898,1,621 Water Street,Has Subsidies
1619302,1002450007,36061000201,Lower East Side/Chinatown,City Council District 1,MN 03 - Lower East Side/Chinatown,Manhattan,New York City,0,0,12577500,DCAS/DEPARTMENT OF ED,,1966,1,292 South Street,Has Subsidies
1619307,1002467501,36061000600,Lower East Side/Chinatown,City Council District 1,MN 03 - Lower East Side/Chinatown,Manhattan,New York City,0,0,1002200,OWNER / AGENT,57,1986,10,291 Cherry Street,Has Subsidies
1619308,1002470001,36061000600,Lower East Side/Chinatown,City Council District 1,MN 03 - Lower East Side/Chinatown,Manhattan,New York City,0,0,52668000,HP CHERRY STREET HOUS,490,1979,2,251 Cherry Street,Has Subsidies
1619308,1002470001,36061000600,Lower East Side/Chinatown,City Council District 1,MN 03 - Lower East Side/Chinatown,Manhattan,New York City,0,0,52668000,HP CHERRY STREET HOUS,490,1979,2,251 Cherry Street,Has Subsidies
1619310,1002480015,36061000600,Lower East Side/Chinatown,City Council District 1,MN 03 - Lower East Side/Chinatown,Manhattan,New York City,0,0,6444450,TWO BRIDGESET ASSOCIA,198,1995,1,82 Rutgers Slip,Has Subsidies
1619310,1002480015,36061000600,Lower East Side/Chinatown,City Council District 1,MN 03 - Lower East Side/Chinatown,Manhattan,New York City,0,0,6444450,TWO BRIDGESET ASSOCIA,198,1995,1,82 Rutgers Slip,Has Subsidies
1619311,1002480070,36061000600,Lower East Side/Chinatown,City Council District 1,MN 03 - Lower East Side/Chinatown,Manhattan,New York City,0,1,6634800,TWO  BRIDGES SENIOR A,109,1987,1,80 Rutgers Slip,Has Subsidies
1619311,1002480070,36061000600,Lower East Side/Chinatown,City Council District 1,MN 03 - Lower East Side/Chinatown,Manhattan,New York City,0,1,6634800,TWO  BRIDGES SENIOR A,109,1987,1,80 Rutgers Slip,Has Subsidies
1619311,1002480070,36061000600,Lower East Side/Chinatown,City Council District 1,MN 03 - Lower East Side/Chinatown,Manhattan,New York City,0,1,6634800,TWO  BRIDGES SENIOR A,109,1987,1,80 Rutgers Slip,Has Subsidies
1619311,1002480070,36061000600,Lower East Side/Chinatown,City Council District 1,MN 03 - Lower East Side/Chinatown,Manhattan,New York City,0,1,6634800,TWO  BRIDGES SENIOR A,109,1987,1,80 Rutgers Slip,Has Subsidies
1619313,1002487501,36061000600,Lower East Side/Chinatown,City Council District 1,MN 03 - Lower East Side/Chinatown,Manhattan,New York City,0,0,36001801,,1020,2015,1,250 South Street,Has Subsidies
1619321,1002530001,36061000800,Lower East Side/Chinatown,City Council District 1,MN 03 - Lower East Side/Chinatown,Manhattan,New York City,0,1,27955350,KVI MEZZ CORP.,1590,1935,2,2 Monroe Street,Has Subsidies
1619326,1002550001,36061000600,Lower East Side/Chinatown,City Council District 1,MN 03 - Lower East Side/Chinatown,Manhattan,New York City,0,0,34702200,N Y C HOUSING AUTHORI,721,1963,5,45 Pike Street,Has Subsidies
