"","ALXN","AMGN","ANIK","ARWR","BIIB","CASC","CBM","CELG","GILD","IMGN","INCY","NKTR","PGNX","REGN","RGEN","SPPI","SRPT","TECH","VRTX"
"2009-03-11",15.835,40.76746,4.39,5.1,46.09,6.6,1.54,21.115,20.520842,5.11,2.08,4.11,6.01,12.05,4.01,1.519448,3.42,43.981846,27.15
"2009-03-12",17.355,43.354774,5.01,4.9,48.880001,6.96,1.69,23.58,20.702568,5.81,2.38,4.37,6.83,13.33,4.22,1.479982,3.3,45.323128,29.26
"2009-03-13",17.684999,44.199978,4.53,4.1,48.5,6.96,1.75,24.1,21.168524,6.02,2.42,4.47,5.73,14.03,4.2,1.470116,3.84,45.244228,29.1
"2009-03-16",17.275,43.794624,4.68,4.6,47.580002,7.2,1.81,23.205,20.590736,6.59,2.19,4.67,5.2,13.44,4.22,1.489849,4.08,45.954327,27.459999
"2009-03-17",18,44.631184,4.81,4.4,49.630001,7.32,1.91,24.209999,21.480719,6.38,2.2,4.85,5.6,14.21,4.27,1.479982,4.26,45.708851,28.76
"2009-03-18",18.25,43.561752,4.57,4.5,50.060001,7.68,2.02,23.584999,21.033396,6.74,2.35,4.92,5.98,14.45,4.39,1.479982,4.5,46.173481,29.5
"2009-03-19",19.01,42.130116,4.35,4.9,50.619999,7.32,2.22,22.85,20.641989,6.6,2.49,4.82,6,13.68,4.36,1.460249,4.56,45.936798,29.33
"2009-03-20",18.549999,41.931751,4.53,4.8,49.970001,7.32,2.49,22.76,20.646652,6.31,2.3,4.59,5.84,13.45,4.31,1.479982,4.5,45.419559,28.790001
"2009-03-23",19.395,43.906727,4.62,4.6,51.5,7.68,2.82,24.02,21.285013,6.92,2.53,5,6.51,14.03,4.57,1.470116,4.56,47.207939,30.120001
"2009-03-24",18.895,42.259476,4.49,4.75,50.849998,7.8,2.77,23.120001,20.763142,6.76,2.34,4.86,6.2,13.77,4.5,1.470116,4.2,46.918644,29.18
"2009-03-25",18.975,42.966679,4.71,4.6,51.52,7.92,2.62,22.965,20.446289,7.04,2.45,5.17,6.76,14.21,4.62,1.509582,4.44,46.953716,29.17
"2009-03-26",19.700001,44.389709,4.86,4.9,52.66,8.22,2.68,23.225,20.474245,7.1,2.49,5.53,7.72,15.13,4.75,1.805578,4.62,48.575527,30.18
"2009-03-27",19.200001,44.544949,4.83,5.4,52.279999,8.88,2.48,23.02,20.674604,7.01,2.29,5.34,7.17,14.38,4.52,1.854911,4.68,47.804066,29.43
"2009-03-30",19.125,43.570389,4.56,5,52.540001,9.24,2.17,22.674999,21.257055,6.63,2.23,5.33,6.83,14.18,4.51,1.775979,4.44,47.181637,28.67
"2009-03-31",18.83,42.707951,4.59,5.6,52.419998,11.34,2.28,22.200001,21.583229,7.1,2.34,5.39,6.59,13.86,4.79,1.726646,3.96,47.961864,28.73
"2009-04-01",18.469999,41.681648,4.63,6.3,51.880001,14.34,2.27,19.235001,21.052038,7.1,2.23,5.18,6.65,13.16,4.74,1.805578,4.26,47.78653,28.48
"2009-04-02",18.754999,40.78471,4.67,7.02,52.200001,12.12,2.55,20.385,20.828373,7.46,2.39,5.26,6.8,13.46,4.8,1.756245,4.32,48.584286,28.34
"2009-04-03",18.879999,40.163746,4.55,6.2,50.32,13.44,2.3,21.075001,21.890759,7.58,2.39,5.1,6.8,13.02,4.85,1.795712,4.14,47.172878,27.33
"2009-04-06",18.35,41.259045,4.61,6.1,49.630001,15,2.5,21.155001,22.538445,7.58,2.28,5.09,6.31,13.59,4.57,1.983176,4.2,47.470951,27.049999
"2009-04-07",17.645,40.862331,4.62,6,52.09,16.32,2.29,20.24,22.100443,7.62,2.21,5.02,5.85,13.15,4.53,2.032509,4.14,47.041367,26.23
"2009-04-08",18.09,41.371166,4.59,6.2,53.639999,17.219999,2.47,20.34,22.081804,7.65,2.32,5.09,6.01,13.34,4.77,2.466637,4.14,47.400806,26.559999
"2009-04-09",18.575001,41.259045,4.72,6,52.959999,16.799999,2.84,20.4,22.193632,7.82,2.65,5.44,6.4,13.94,4.88,2.585036,4.02,48.417721,26.870001
"2009-04-13",18.594999,41.008938,4.71,5.5,52.52,16.92,2.57,20.48,22.147038,7.9,2.48,5.45,6.84,13.44,4.89,2.466637,4.14,48.181015,27.309999
"2009-04-14",17.795,41.466038,4.69,6.1,51.490002,18.059999,2.36,19.504999,21.736996,7.69,2.32,5.11,6.34,13.26,4.8,2.219973,4.14,47.514767,27.450001
"2009-04-15",17.355,41.069313,4.61,5.9,51.18,16.98,2.61,19.35,20.753819,7.49,2.3,5.15,5.95,13.3,4.44,2.476504,4.26,47.865433,27.059999
"2009-04-16",17.41,40.689842,4.8,5.8,51.490002,17.52,2.63,19.165001,20.898268,7.49,2.28,5.46,5.87,13.4,4.49,2.506103,4.08,49.101513,27.83
"2009-04-17",17.469999,40.594975,4.91,5.7,50.09,17.459999,2.78,19.15,20.823713,7.8,2.24,5.8,5.89,13.15,4.5,2.476504,4.26,48.400196,28.030001
"2009-04-20",17.15,39.447933,4.71,5.02,48.349998,17.040001,2.4,19.004999,20.395035,7.46,2.06,5.52,5.17,12.79,4.25,2.417304,4.26,48.1898,27.610001
"2009-04-21",16.99,39.74979,5,5.6,47.549999,17.1,2.47,19.07,20.376396,7.18,2.15,5.68,5.53,12.92,4.49,2.545569,4.62,47.190411,27.02
"2009-04-22",17.655001,38.904591,5.03,5.5,47.049999,16.98,2.44,19.924999,21.536634,7.33,2.1,5.75,5.53,12.48,4.54,2.466637,4.44,46.585518,26.83
"2009-04-23",17.495001,40.379364,5.33,5.5,45.98,17.639999,2.34,19.725,21.387526,7.01,2.06,5.6,5.6,12.41,4.29,2.387705,4.44,45.331886,26.620001
"2009-04-24",17.094999,42.975307,5.55,4.9,46.080002,17.639999,2.58,19.93,21.340931,7.39,2.17,5.6,5.74,12.94,4.31,2.437037,5.34,46.348808,27.040001
"2009-04-27",16.879999,43.277164,5.56,4,46.130001,22.02,2.39,20.405001,22.147038,7.08,2.17,5.49,5.7,12.66,4.23,2.387705,5.94,47.286827,29.02
"2009-04-28",17.445,43.501392,5.63,6.3,47.330002,27.18,2.61,20.870001,22.179655,7.17,2.2,5.58,5.77,12.84,4.27,2.407438,5.88,52.459106,31.879999
"2009-04-29",17.525,44.010227,5.44,5.9,47.419998,23.700001,2.57,21.200001,21.881441,7,2.33,5.82,5.71,13.48,4.44,2.367972,5.16,51.170422,32.099998
"2009-04-30",16.709999,41.802391,5.6,6.4,48.34,21.540001,2.33,21.360001,21.340931,6.95,2.36,5.6,5.48,13.26,4.25,2.407438,4.86,50.16227,30.82
"2009-05-01",16.295,41.923138,5.65,6.8,46.259998,22.68,2.45,19.77,20.879633,6.71,2.29,5.43,5.39,13.85,4.22,2.466637,4.8,50.267475,30.26
"2009-05-04",16.610001,41.836876,5.8,6.8,46.610001,22.98,2.69,19.57,20.921566,7.12,2.46,5.65,5.27,14.95,4.35,2.565302,4.56,50.600597,30.51
"2009-05-05",16.885,41.388416,5.54,6.9,46.43,23.459999,3,19.719999,20.744505,7.03,2.44,5.53,5.21,15.14,4.23,2.614635,4.68,51.196724,30.200001
"2009-05-06",16.870001,41.077942,5.4,6.86,46.709999,23.040001,3.98,19.555,20.516184,6.78,2.47,5.35,5.11,14.88,4.13,2.663968,5.16,51.117477,28.790001
"2009-05-07",17.200001,40.603596,5.34,6.6,47.200001,23.34,3.9,20.9,21.168524,6.57,2.45,5.31,5.02,15.14,4.05,3.522358,5.52,51.724968,29.09
"2009-05-08",17.129999,40.707092,5.17,6.7,48.599998,23.4,4,20.709999,20.506863,6.75,2.54,5.31,5.42,15.84,4.12,3.611157,5.34,52.790302,30.450001
"2009-05-11",17.51,41.328049,5.41,6.6,49.139999,23.16,4.25,20.805,20.805075,6.86,3,5.56,5.66,16.25,4.05,4.291948,5.94,52.966377,30.68
"2009-05-12",17.360001,41.586784,5.27,6.4,49.200001,23.1,4.03,20.855,20.753819,7.41,2.91,5.29,5.64,15.91,4.05,3.956486,6.12,52.931156,29.93
"2009-05-13",16.83,41.440166,5.16,5.8,48.52,21.360001,3.89,20.290001,20.688591,7.13,2.78,5.06,5.5,15,3.97,3.828221,6.24,51.901058,28.98
"2009-05-14",16.360001,41.55228,5.24,5.5,49,18.360001,3.75,20.35,20.595396,7.46,2.79,6.19,5.4,15.1,3.92,4.015685,6,52.6054,28.959999
"2009-05-15",16.85,41.535027,5.2,4.9,49.07,17.879999,3.71,19.895,20.385714,7.04,2.56,6.03,5.37,14.61,4.05,3.946619,6,52.526161,28.540001
"2009-05-18",16.66,42.552711,5.17,5.4,50.700001,19.799999,4.31,19.99,20.203991,7.38,2.79,6.63,5.52,14.88,4.25,4.14395,6,52.5966,29.1
"2009-05-19",16.450001,43.070179,5.17,6,50.830002,22.440001,4.26,19.73,19.891794,7.35,2.8,6.77,5.52,14.8,4.06,4.883941,6.6,53.776386,29.34
"2009-05-20",16.459999,43.63076,5.14,6.1,51.639999,16.92,4.23,20.16,19.719393,7.52,2.77,6.71,5.39,14.79,4.01,4.824742,6.36,52.843109,29.469999
"2009-05-21",16.530001,42.682076,5.1,6.3,50.73,16.08,4.14,19.83,19.831224,7.49,2.6,6.59,5.14,14.14,4.09,4.903674,6.18,52.931156,28.85
"2009-05-22",17.33,42.518211,5.08,6.2,50.389999,16.379999,3.91,19.715,19.724051,7.5,2.68,6.42,5.03,13.99,4.12,4.943141,6.54,52.526161,29.049999
"2009-05-26",17.860001,43.406521,5.01,6.1,51.240002,15.42,3.99,20.225,19.789284,7.8,2.94,6.94,5.16,14.63,4.09,5.061539,7.08,53.459423,29.620001
"2009-05-27",17.83,42.9063,5.02,5.7,50.98,15.66,3.94,20.455,19.309349,7.65,2.96,6.62,5.18,14.58,4.01,4.726077,7.56,52.781483,29.16
"2009-05-28",17.889999,43.190918,5.03,5.1,51.099998,15.72,3.99,20.885,19.579605,7.59,2.93,6.61,5.27,14.74,4,4.805009,7.62,52.878345,28.780001
"2009-05-29",18.25,43.070179,5.05,5.2,51.790001,15.66,3.6,21.120001,20.08284,8.29,3.29,6.75,5.17,15.27,4.07,4.814876,7.32,53.063229,29.77
"2009-06-01",18.190001,43.208168,5.2,4.9,50.900002,15.78,3.93,21.299999,19.929075,8.05,3.58,6.79,5.16,15.59,4.37,4.518879,7.86,53.802788,30.040001
"2009-06-02",18.955,43.751495,5.2,4.8,52.32,15.9,4.15,22.139999,20.078182,8.11,3.66,6.87,5.29,15.86,4.55,4.657011,7.8,54.780052,30.83
"2009-06-03",19.455,44.777805,5.13,5.3,53.43,15.66,4.07,22.639999,20.842354,8.4,3.5,6.81,5.16,16.27,4.54,4.676744,9.12,55.079407,31.52
"2009-06-04",18.745001,43.992981,5.13,5.3,53.150002,15.72,4.07,22.555,20.930883,8.4,3.48,6.85,5.37,16.360001,4.55,4.735943,9.36,55.14983,30.4
"2009-06-05",18.610001,43.889488,5.15,5.2,52.119999,15.96,4.1,22.174999,20.772459,8.39,3.84,6.74,5.78,16.360001,4.61,4.913541,9.54,55.959827,30.780001
"2009-06-08",18.27,43.915367,5.2,4.95,51.830002,16.139999,4.29,22.004999,20.730524,8.15,3.42,6.47,5.32,15.92,4.56,5.130605,9.66,55.21146,30.799999
"2009-06-09",18.945,43.768742,5.2,5.05,52.380001,15.9,4.04,22.125,20.772459,8.11,3.44,6.48,5.3,16.02,4.56,5.357535,9.84,55.880589,30.549999
"2009-06-10",18.66,43.216785,5.24,5,51.619999,15.78,4.07,21.615,20.632673,8.14,3.34,6.34,5.04,16.15,4.6,5.219404,9,55.457985,30.129999
"2009-06-11",18.955,43.018436,5.45,5.2,51.459999,15.78,4.09,21.66,20.590736,8.25,3.32,6.29,5.03,16.07,4.67,5.278603,9.24,55.862968,30.92
"2009-06-12",19.645,43.466911,5.48,5,51.380001,15.6,4,21.615,20.940207,8.27,3.33,6.23,5.05,16.360001,4.7,5.752198,8.94,55.32592,31.530001
"2009-06-15",18.92,42.638954,5.15,4.9,50.189999,15.18,3.99,21.115,20.469584,7.89,3.16,5.92,5.04,15.32,4.53,6.067927,8.22,54.762447,30.950001
"2009-06-16",18.66,44.165474,5.25,4.8,50.889999,14.34,3.87,21.559999,20.576757,7.55,3.16,5.91,5.02,15.64,4.48,5.614066,8.28,54.119728,30.709999
"2009-06-17",19.355,45.545383,5.23,4.4,51.82,13.5,3.99,22.469999,21.21512,7.82,3.22,5.62,5.19,16.58,4.59,5.653532,8.34,55.405151,31.870001
"2009-06-18",19.959999,45.735107,5.07,4.5,51.990002,13.92,3.96,23.105,21.667101,7.1,3.1,5.63,5.23,17.32,4.72,5.791664,8.82,56.083076,32.77
"2009-06-19",19.254999,45.140026,4.99,4.5,51.669998,13.68,4.2,23.469999,21.909401,7.57,3.24,6.04,5.1,18.209999,4.82,5.949529,9.18,55.942211,33.360001
"2009-06-22",18.905001,43.975746,4.9,4.1,49.099998,18.18,4,23.23,21.583229,7.46,3.17,6.15,4.53,17.209999,4.5,5.80153,9.18,56.743404,33.110001
"2009-06-23",18.77,44.105087,4.83,4,48.73,16.799999,4.05,23.42,21.741655,7.51,3.21,6.41,4.88,16.969999,4.69,5.170071,8.82,55.581238,33.779999
"2009-06-24",19.465,43.992981,4.61,4.8,49.23,17.879999,3.93,23.514999,21.681076,7.49,3.4,6.47,4.66,17.09,4.81,5.771931,9,55.96862,34.009998
"2009-06-25",20.514999,44.777805,4.51,4.99,49.990002,18.540001,4.22,23.985001,22.310129,8.2,3.51,6.5,4.76,17.610001,4.9,6.008728,9.84,56.558506,34.959999
"2009-06-26",19.485001,45.536743,4.63,4.7,50.07,20.700001,4.48,24.014999,22.142378,8.65,3.51,6.47,5.15,18.139999,5.15,6.68952,11.22,56.400028,36.040001
"2009-06-29",20.01,45.804111,5.07,4.4,47.32,22.32,4.17,24.165001,22.072485,8.4,3.41,6.45,5.09,17.84,5.19,7.015116,10.08,56.611332,36
"2009-06-30",20.555,45.657478,4.75,4.4,45.150002,22.440001,4.12,23.92,21.825527,8.62,3.29,6.48,5.15,17.92,5.5,7.547909,9.48,56.179924,35.970001
"2009-07-01",19.785,45.502239,4.83,4.38,46.77,22.379999,4.33,24.049999,21.820871,8.73,3.39,6.38,5.33,18.139999,5.52,6.502055,9.6,55.915794,34.560001
"2009-07-02",19.540001,44.389709,4.81,4,45,21.780001,4.05,23.365,21.387526,8.71,3.37,6.11,5.11,17.049999,5.55,6.413256,9.36,54.128536,33.950001
"2009-07-06",19.445,44.889915,5,3.9,45.220001,20.040001,4.06,23.66,21.317633,8.72,3.36,6.16,5.18,17.02,5.47,5.327936,9.54,54.066914,33.919998
"2009-07-07",18.735001,45.045155,5.04,3.9,44.490002,19.26,3.89,23.120001,21.056694,8.89,3.35,6.2,5.1,16.879999,5.47,5.554867,9.24,52.992794,33.07
"2009-07-08",18.5,51.315086,4.95,3.5,44.860001,18.360001,4.18,23.110001,20.930883,8.9,3.32,5.99,5.11,16.610001,5.44,5.160205,7.68,52.6054,33.669998
"2009-07-09",18.434999,50.133545,5.03,3.5,45.43,18.9,4.05,23.245001,20.833033,8.95,3.43,5.89,5.19,16.33,5.46,5.160205,7.5,52.746269,33.389999
"2009-07-10",18.75,49.857555,5.07,3.7,44.75,18.719999,4.1,23.049999,20.707224,8.93,3.58,6.01,5.2,16.290001,5.48,5.012207,7.92,52.684635,32.889999
"2009-07-13",19.129999,50.030052,5.01,3.6,46.16,18.66,4.27,23.575001,21.103294,8.54,3.66,6.04,5.27,16.65,5.5,4.913541,8.1,53.019203,32.990002
"2009-07-14",19.475,50.107666,5.28,3.4,45.939999,18.540001,4.25,23.01,20.926226,8.6,3.53,5.95,5.36,16.66,5.48,4.883941,9.3,52.746269,32.400002
"2009-07-15",19.365,49.909313,5.38,3.13,46.669998,18.959999,4.46,23.16,21.35025,8.72,3.7,6.36,5.25,17.25,5.5,5.170071,9.24,53.556267,32.98
"2009-07-16",19.575001,50.426777,5.43,3.2,47.099998,19.200001,4.33,23.52,21.839502,8.71,3.84,6.64,5.2,17.540001,5.5,5.160205,9.54,54.040497,33.23
"2009-07-17",19.245001,50.702755,5.5,3.28,46.07,18.959999,4.4,23.415001,22.286829,8.69,3.84,6.51,5.03,17.620001,5.46,5.475935,10.26,53.336166,33.529999
"2009-07-20",19.295,50.254288,5.74,3.25,46.919998,19.200001,4.31,23.555,22.35206,8.86,3.99,6.9,5.19,17.68,5.41,5.791664,10.08,53.829189,33.459999
"2009-07-21",19.41,50.564762,5.91,3.35,47.759998,19.559999,4.5,23.695,22.62232,9.04,4.56,6.86,5.28,18.030001,5.34,6.502055,10.08,54.190174,34.029999
"2009-07-22",19.094999,50.340534,5.94,3.2,46.860001,21,4.34,23.59,22.300806,9.02,4.43,7.15,5.19,17.969999,5.5,6.354057,10.38,53.714748,34.049999
"2009-07-23",20.49,51.608315,5.84,3.3,48.59,23.459999,4.3,27.985001,22.524466,9.43,5.32,7.74,5.25,19.620001,5.5,6.245525,10.5,54.093319,35.490002
"2009-07-24",21.6,52.539749,5.8,3.5,48.98,23.76,4.46,27.32,22.566402,9.88,5.66,7.84,5.13,20.75,5.5,6.413256,11.46,54.991352,35.970001
"2009-07-27",21.475,52.410381,5.7,3.7,49.209999,26.1,4.54,27.495001,22.808701,9.99,5.84,7.42,5.12,20.959999,5.49,6.531655,12.6,55.475586,35.93
"2009-07-28",21.735001,53.833397,5.71,4.39,49.02,26.4,4.51,28.525,23.172148,9.88,5.88,7.22,5.17,21.709999,5.42,6.65992,14.82,55.871773,36.09
"2009-07-29",21.98,54.531979,5.66,4.7,48.119999,25.620001,4.48,28.66,23.209425,9.81,6.03,7.25,5.35,21.4,5.33,6.571121,13.74,57.148392,36.23
"2009-07-30",22.094999,54.428497,5.55,4.6,47.360001,26.82,4.6,28.84,23.102261,9.6,5.32,7.22,5.73,21.879999,5.45,6.600721,14.22,56.893074,36.09
"2009-07-31",22.025,53.738537,5.78,4.85,47.549999,27.780001,4.58,28.48,22.799381,8.69,5.2,7.08,5.68,21.48,5.37,6.610587,13.8,56.18874,36.009998
"2009-08-03",22.365,54.230122,5.61,4.5,48.360001,39.360001,4.63,28.639999,22.962465,8.74,5.22,7.18,5.82,21.35,5.43,7.084181,12.84,56.972321,36.48
"2009-08-04",22.5,55.549671,5.6,4.4,48.610001,35.759998,4.74,28.895,22.286829,8.44,5.3,7.58,5.83,21.809999,5.45,7.054582,13.38,56.074287,37.75
"2009-08-05",22.17,53.738537,5.45,4.3,47.619999,34.380001,4.43,28.25,21.825527,8.19,5.54,7.35,5.76,21.75,5.42,6.926317,14.1,54.154957,36.950001
"2009-08-06",22.07,52.341381,5.4,4.3,46.650002,34.200001,4.23,27.4,21.177847,7.91,5.41,7.47,5.49,21.450001,5.13,6.571121,13.2,53.230518,34.91
"2009-08-07",22.24,52.1689,5.04,4.3,47.279999,32.639999,4.58,27.459999,21.322289,7.49,5.59,7.54,5.54,21.860001,5.17,7.005249,14.4,53.970066,34.84
"2009-08-10",22.235001,52.815731,5,4.5,47.93,35.34,4.79,26.575001,21.43412,7.41,5.81,7.57,5.32,22.360001,5.16,6.896717,13.2,53.91724,34.52
"2009-08-11",21.655001,54.169758,4.98,4.3,47.810001,34.200001,4.68,26.674999,21.271036,7.18,5.85,7.45,5.43,22.5,5.17,6.709253,12.66,53.978863,33.82
"2009-08-12",21.635,53.609169,5.1,4.3,49,35.639999,4.83,26.955,21.364227,7.36,5.77,7.77,5.72,22.719999,5.4,6.738853,12.48,54.586361,33.990002
"2009-08-13",21.290001,52.487999,5.1,4.5,48.919998,33.599998,4.87,26.370001,21.056694,7.33,5.78,7.61,5.53,22.52,5.42,6.65992,11.4,53.976425,34.5
"2009-08-14",21.485001,52.479374,5.05,4.5,48.779999,31.379999,4.66,26.370001,20.944866,7.19,5.79,7.22,5.33,22.110001,5.28,6.34419,10.68,53.507893,34.32
"2009-08-17",21.075001,51.608315,4.96,4.2,48.25,28.860001,4.59,26.045,20.614035,7.14,6.14,6.96,5.32,21.469999,5.23,6.097527,10.14,52.968666,33.759998
"2009-08-18",21.225,51.539307,5.09,4.35,48.349998,30.120001,4.81,25.995001,20.651308,7.21,6.09,6.97,5.27,21.83,5.18,6.176459,10.38,52.862583,34.560001
"2009-08-19",21.809999,51.867039,5.06,4.5,49.029999,32.400002,4.95,26.530001,21.070675,7.35,6.38,7.16,5.25,22.040001,5.33,6.235659,10.68,54.471455,36.09
"2009-08-20",22.02,51.996407,7.15,4.65,49.57,31.799999,5.2,26.315001,21.420139,7.49,6.5,7.34,5.32,22.17,5.3,6.196192,8.04,54.825024,36.32
"2009-08-21",22.450001,52.298264,6.27,4.5,49.970001,31.92,5.36,26.575001,21.476055,7.51,6.47,7.61,5.5,22.219999,5.23,6.403389,8.34,55.408459,37.16
"2009-08-24",22.555,52.074032,6.19,4.5,49.529999,32.34,5.37,26.5,21.43412,7.5,6.24,7.5,5.34,22,5,6.827652,8.1,55.160946,36.810001
"2009-08-25",22.35,52.056782,6.05,4.7,49.709999,32.639999,5.47,26.695,21.550611,7.58,6.25,7.86,5.43,22.58,5.01,7.390044,8.34,55.249352,36.740002
"2009-08-26",22.49,52.815731,6.27,4.58,49.919998,31.799999,5.52,27.035,21.541292,7.47,6.35,8.05,5.51,22.950001,5.24,7.508443,8.52,55.275879,36.759998
"2009-08-27",22.33,51.961903,6.16,4.9,50.049999,32.34,5.58,26.764999,21.35025,7.44,6.42,8.07,5.55,22.77,5.22,7.330845,8.82,54.869232,37.369999
"2009-08-28",22.325001,51.409954,6.04,5.1,49.93,33.48,5.52,26.360001,21.08465,7.25,6.76,8.15,5.34,22.33,5.07,7.607109,8.7,54.621712,37.34
"2009-08-31",22.565001,51.556561,6,4.64,50.200001,33.060001,5.47,26.084999,20.99612,7.29,6.59,8.29,5.27,22.73,5.02,8.386566,10.26,54.51564,37.41
"2009-09-01",22.325001,50.866627,6,4.82,49.240002,31.620001,5.5,25.485001,21.024078,7.36,6.45,8.25,5.23,23.110001,5.05,8.169501,12.48,53.596287,36.869999
"2009-09-02",22.075001,50.970097,6.04,4.7,49.189999,31.26,5.58,25.525,21.103294,7.37,6.54,8.29,5.34,22.559999,5.03,8.110303,10.68,53.136616,35.849998
"2009-09-03",22.264999,50.426777,6.15,4.9,49.91,30.84,5.58,25.495001,21.182505,7.35,6.66,8.4,5.27,22.290001,5.1,8.643096,10.74,53.76424,35.950001
"2009-09-04",22.975,50.84074,6.55,5,51.009998,31.92,5.72,25.870001,21.494696,7.56,6.93,8.39,5.4,22.25,5.13,8.218835,10.74,54.321156,36.32
"2009-09-08",23.025,51.021858,6.5,5.42,51.18,33.599998,5.62,25.825001,21.820871,7.44,6.86,8.38,5.31,22.01,4.99,7.094048,10.92,54.550995,36.709999
"2009-09-09",22.700001,51.039097,6.73,5.1,51.040001,34.98,5.67,25.92,21.997934,7.72,6.99,8.56,5.32,22.01,5,7.20258,10.44,55.505711,36.919998
"2009-09-10",22.43,50.909733,6.58,5,50.330002,34.560001,5.96,25.75,21.592548,8.13,7.18,8.56,5.33,21.99,5.09,7.044715,10.8,55.815109,36.040001
"2009-09-11",22.795,50.487141,6.5,5.1,50.84,34.619999,6.06,26.01,21.480719,7.91,7.13,8.34,5.26,21.879999,4.96,6.97565,12.3,55.611786,35.919998
"2009-09-14",22.905001,51.064972,6.51,5.7,50.830002,34.740002,6.27,26.030001,21.681076,7.89,7.38,8.54,5.31,21.389999,5.19,7.409778,11.64,56.133347,36.900002
"2009-09-15",22.719999,50.435394,6.29,7.06,51.41,39.84,6.48,26.16,21.471403,7.83,7.28,8.37,5.33,21.27,5.17,7.320979,11.4,54.807358,36.98
"2009-09-16",23.049999,51.478943,6.28,6.36,51.549999,39.540001,6.51,26.84,21.578571,7.96,7.41,8.47,5.47,21.42,5.09,7.23218,11.88,54.851563,37.200001
"2009-09-17",23.225,52.194767,6.43,5.3,50.450001,37.080002,6.45,26.514999,21.354912,8.24,7.3,8.48,5.51,21.5,5.24,7.409778,11.16,54.842712,37.950001
"2009-09-18",22.945,52.436253,6.53,5.8,50,38.040001,6.43,26.27,21.322289,8.28,7.29,8.46,5.78,21.280001,5.17,7.084181,10.8,54.984158,37.549999
"2009-09-21",23.334999,53.738537,6.52,5.8,50.889999,37.259998,6.25,27.594999,21.727678,8.39,7.97,9.57,5.77,21.610001,5.13,7.054582,10.74,55.311226,38.110001
"2009-09-22",22.9,52.462128,6.87,5.7,50.529999,36.360001,6.18,27.235001,21.494696,8.53,8.13,10.47,5.56,21.16,5.06,6.97565,10.86,54.436085,36.98
"2009-09-23",22.695,52.220646,6.73,6,50.23,34.860001,6.37,26.790001,21.378206,8.41,7.27,10.39,5.4,20.950001,5.04,6.94605,10.8,53.392986,36.5
"2009-09-24",22.275,52.419006,6.46,6,50.23,31.139999,6.4,26.934999,21.43412,8.05,6.88,10.26,5.41,20.700001,5.03,6.462589,10.08,53.446007,36.029999
"2009-09-25",22.455,51.979156,6.58,6.3,50.110001,31.799999,6.15,27.27,21.527313,8.12,6.6,9.96,5.5,20.299999,5.05,6.413256,9.66,53.852638,36.389999
"2009-09-28",22.58,52.134399,6.57,6.2,50.57,32.040001,6.2,27.84,21.937359,8.26,6.8,10.1,5.58,20.34,5.12,6.728986,9.66,55.081398,37.689999
"2009-09-29",21.99,52.143021,6.65,6.4,51.41,31.379999,6.29,27.555,21.657784,8.4,6.76,9.79,5.45,19.639999,5.12,6.709253,9.36,55.373112,37.790001
"2009-09-30",22.27,51.944672,6.5,6.65,50.52,31.26,6.3,27.950001,21.667101,8.11,6.75,9.74,5.24,19.299999,5.01,6.640187,10.32,55.302383,37.900002
"2009-10-01",21.555,50.883869,6.5,6.7,49.34,29.76,6.21,27.495001,21.10795,7.57,6.45,9.31,5.01,18.75,4.92,6.265258,9.78,55.302383,34.209999
"2009-10-02",22.030001,50.521637,6.26,6.5,48.889999,30.059999,6.12,27,20.739841,7.47,6.64,9.39,4.92,18.620001,4.81,6.206059,9.36,55.143284,34.990002
"2009-10-05",21.645,50.28878,6.32,6.2,48.540001,30.48,6.17,26.709999,20.968166,7.36,6.68,9.83,4.87,18.4,4.86,6.462589,11.52,55.753223,33.779999
"2009-10-06",22.15,50.763119,6.36,6.1,49.02,30,6.3,27.02,21.303656,7.56,6.75,9.8,5.17,18.98,4.92,6.314591,10.86,56.318985,33.75
"2009-10-07",21.879999,50.487141,6.31,5.8,49.169998,29.280001,6.36,26.844999,21.11261,7.67,6.79,9.68,5.18,18.780001,5.04,6.334324,11.4,56.345497,33.75
"2009-10-08",22.24,50.789005,6.2,5.1,48.599998,28.26,6.64,27.27,21.070675,8.02,6.52,9.37,4.79,18.379999,4.92,6.127127,10.98,56.637215,33.16
"2009-10-09",22.33,51.246094,6.23,5.38,49.009998,28.26,6.77,27.389999,21.10795,7.95,6.74,9.4,5.03,18.41,4.99,5.022073,10.86,56.681427,33.75
"2009-10-12",22.254999,51.323715,6.16,5.3,48.689999,28.379999,6.68,27.559999,21.052038,7.75,6.73,9.66,4.92,18.879999,5,4.854342,10.62,56.707943,33.459999
"2009-10-13",21.99,51.116718,6.2,5.75,48.799999,28.200001,6.74,27.275,21.233759,7.66,6.5,9.61,4.78,18.889999,4.95,4.499146,11.1,56.787495,33.619999
"2009-10-14",22.455,52.237888,6.13,5.75,50.040001,28.200001,6.98,27.67,21.45742,7.8,6.36,9.8,4.98,19.08,5.1,4.499146,11.22,57.6096,34.32
"2009-10-15",22.934999,53.324562,6.2,5.8,49.790001,28.92,7.17,28.235001,21.727678,8.02,6.47,10.05,4.9,19.110001,4.89,4.341281,11.22,57.715683,35.259998
"2009-10-16",23.01,52.884716,6.21,5.8,49.200001,28.620001,6.95,28.209999,21.513334,8.01,6.28,9.61,4.81,18.82,5,4.696477,10.68,57.362091,34.849998
