"","ALXN","AMGN","ANIK","ARWR","BIIB","CASC","CBM","CELG","GILD","IMGN","INCY","NKTR","PGNX","REGN","RGEN","SPPI","SRPT","TECH","VRTX"
"2000-12-07",19.65625,56.43581,1.0625,40.299999,67.6875,234,17.531857,7.539063,2.522732,21.875,27.625,49.5,22.625,29.5,4,132.581741,39,34.555321,70.125
"2000-12-08",20.125,58.969227,1.0625,40.299999,71.104164,243,18.195524,8.007813,2.828518,25.4375,31.25,53,23.75,32.875,4,129.498444,40.5,35.750626,78.453102
"2000-12-11",21.640625,59.723862,1,40.299999,72.666664,256.5,18.77623,7.765625,2.670165,27.3125,31.375,52.9375,24.5,36.0625,4,157.248108,39.375,36.402618,81.8125
"2000-12-12",20.859375,58.86142,1.0312,40.299999,69.166664,268.873199,17.753075,6.710938,2.459026,24.625,28.625,50.375,25.5,35,4,135.665039,39.75,33.849007,75.1875
"2000-12-13",18.625,57.891178,1.0625,39,67.791664,263.25,17.559504,6.625,2.326155,22.6875,28.1875,50.0625,26,35.625,4.125,127.956795,41.437199,34.283665,75.8125
"2000-12-14",17.703125,55.465569,1.0312,40.299999,69.395836,261,17.476551,5.5625,2.26609,18.9375,26.8125,50.1875,23,35.0625,3.875,126.415146,40.125,32.110359,75.125
"2000-12-15",16.84375,51.692394,1.0312,40.299999,69.8125,245.25,17.642466,5.59375,2.247889,23.125,25.421801,51.0625,24.375,34.8125,3.6875,123.331856,38.25,31.295395,74.75
"2000-12-18",16.125,55.034344,1.125,40.299999,75.083336,243,17.587156,5.640625,2.37166,23.9375,27.25,49.4375,21.5625,40,3.1875,121.790207,35.25,28.361437,81.1875
"2000-12-19",16.765625,56.327999,1.0625,40.299999,66.791664,236.25,17.836037,5.257813,2.329796,21.25,25,52.125,20,39.875,3.25,114.081963,34.125,29.882751,80
"2000-12-20",15,54.872635,0.9375,40.299999,61.354168,214.873199,18.140217,4.578125,2.25881,18.375,24.5,48,20.75,36.3125,3.2187,98.665482,29.25,29.013435,73
"2000-12-21",14.28125,54.926544,0.9687,40.299999,62.395832,189,18.969803,4.304688,2.051312,19.0625,23.6875,43.3125,18.875,39.0625,4.0625,101.748779,26.625,27.818115,64.4375
"2000-12-22",15.589825,57.567768,0.8125,40.299999,65.3125,216,19.356937,4.507813,2.13686,21.9375,24,44,19.8125,38.9375,3.625,110.998665,26.25,30.860716,71.9375
"2000-12-26",15.65625,58.430199,0.75,40.299999,67.458336,195.75,19.356937,4.00585,2.398962,20.5,23.875,45.1875,19.0625,38.25,3.6875,114.081963,25.687201,30.629745,70.4375
"2000-12-27",16.25,56.651417,0.75,40.299999,66.645836,202.5,19.605812,3.8125,2.324336,21.4375,23.5625,45.75,19.25,37.5,3.4375,109.457016,24.375,28.361437,70.5625
"2000-12-28",17.375,57.298252,0.75,40.299999,65.583336,201.373199,21.209667,3.976563,2.362559,24.3125,25.9375,51,18,37.25,3.375,103.290428,25.687201,30.643398,70.75
"2000-12-29",16.234375,55.142151,0.7812,40.299999,63.1875,193.5,20.020601,4.0625,2.415343,21.4375,24.875,50.5,17.25,35.265598,3.375,101.748779,28.5,31.349726,71.5
"2001-01-02",15.390625,54.225822,0.8125,40.299999,59.25,200.25,19.273983,4.046875,2.158701,19.9375,22.5625,44.5,16.0625,35.5625,3.5625,83.249001,25.875,29.285093,63.125
"2001-01-03",17.03125,57.837265,1,40.299999,62.104168,213.75,19.744074,3.75,2.247889,21.875,23.0625,48.25,19.25,34.0625,3.4687,86.332298,30.75,24.775511,62.625
"2001-01-04",14.90625,54.064114,0.9375,40.299999,55.333332,231.75,19.550507,3.164063,1.914801,20.25,22.7656,42,17.875,32.4375,4,101.748779,31.875,24.014858,59.875
"2001-01-05",12.6875,50.290936,1.125,40.299999,51.6875,236.25,18.803883,3.085938,1.703663,18.3125,21,38.5625,17,31.125,3.875,84.018593,28.125,22.547892,54.4375
"2001-01-08",10.921875,50.614349,1,40.299999,49.729168,227.25,18.942141,2.976563,1.583533,16.5625,21.8125,32.75,14.375,30.25,3.625,73.999115,27,20.863583,47
"2001-01-09",11.75,53.47118,1,40.299999,47.833332,234,18.389086,2.578125,1.574432,15.375,24,35.9375,14.3125,31,3.5,80.165703,28.875,21.624245,48
"2001-01-10",12.433575,52.393139,1.25,40.299999,52.708332,229.5,18.306131,3.117188,1.632677,16.375,23.5,31,16.625,32.25,3.5625,77.082405,30.75,22.493557,53.375
"2001-01-11",12.65625,52.285324,1.0625,40.299999,55,249.75,18.084904,3.164063,1.658159,17.625,23.3125,32.9375,18.5,33.625,4.125,77.082405,33,22.710882,55.125
"2001-01-12",13.734375,51.530697,1.2812,40.299999,56.208332,263.25,17.725424,3.367188,1.73688,18.3125,24.625,34.875,18,34.75,4.625,80.935295,32.25,24.612514,58.5
"2001-01-16",15.375,53.093849,1.1562,40.299999,57.333332,308.25,18.25083,3.296875,1.89842,18.125,24.375,37,17.8125,39,4.875,76.310349,32.25,24.775511,57.875
"2001-01-17",13.6875,52.177528,1.1875,40.299999,54.4375,297,18.333784,3.109375,1.723685,18.3125,24.75,38,18.5625,36.75,4.5625,78.624054,31.125,26.025156,54.875
"2001-01-18",14.234375,53.525078,1.2187,40.299999,56.875,288,18.693266,3.351563,1.725505,17.125,26.375,37.625,19,35.0625,4.6875,75.540756,31.125,26.079481,57.015598
"2001-01-19",14,51.746304,1.25,40.299999,56.890598,276.75,17.642466,3.28125,1.734606,17.125,25.8125,39.25,18.9375,33.875,4.5,75.540756,31.5,26.622808,57.375
"2001-01-22",14.28125,58.32238,1.375,40.299999,60.125,297,17.42124,3.414063,1.800132,18.125,27.375,37.5,20.3125,34.5625,4.625,73.999115,32.25,27.926781,60.8125
"2001-01-23",17.84375,58.430199,1.4687,40.299999,63.125,308.25,18.057259,3.9375,2.005352,22.4375,29.0625,39.125,22.25,36.75,5,75.540756,33,27.546459,69
"2001-01-24",17.9375,59.562157,1.3125,40.299999,64.0625,308.25,18.278477,4.039063,1.9057,22.75,29.4375,41.125,23.875,37.125,5.625,75.540756,33.187199,27.274797,70.125
"2001-01-25",18.46875,62.095558,1.375,40.299999,61.765598,297,18.831532,3.5,1.911161,20.75,29.4375,40.5,28.5625,36.6875,5.4375,64.749222,33,27.926781,68.75
"2001-01-26",18.6875,61.826046,1.4062,40.299999,63.3125,292.5,19.135714,3.617188,1.874758,22.5625,30.625,39.75,27.375,33.125,5.25,64.749222,34.125,27.926781,71.75
"2001-01-29",17.25,61.233139,1.4062,40.299999,66.8125,310.5,19.967508,3.703125,2.009449,23.625,29.875,39.75,25.5,31.75,5.375,60.124279,37.5,27.16613,74.1875
"2001-01-30",15,61.233139,1.3125,40.299999,62.625,308.25,19.786108,3.757813,1.962125,23.875,28.3125,38.5625,27.125,30.75,5.6562,57.040981,39,25.86216,68.109299
"2001-01-31",13.078125,60.640186,1.375,40.299999,58.8125,299.25,19.799383,3.46875,1.971226,22.0625,27.875,38.3125,26.625,32.75,5.25,67.060463,39.937199,24.123524,67.3125
"2001-02-01",12.5,59.777767,1.4375,40.299999,57.0625,299.25,19.440996,3.46875,1.880218,22.0625,27.875,38,26.3125,32.875,5,61.665928,39.75,24.395189,63.4375
"2001-02-02",9.46875,60.316788,1.625,40.299999,57.234299,288,19.294991,3.34375,1.840175,21.1875,23.1875,36,24.75,32.3125,4.875,60.124279,41.25,24.286524,59.875
"2001-02-05",9.875,58.915321,1.6875,40.299999,57.5,274.5,19.268442,3.242188,1.794671,20.8125,22.1875,37.3125,22.9687,32.1875,4.75,68.602112,40.5,24.395189,61.125
"2001-02-06",9.875,60.262878,1.6875,40.299999,59,279,19.157839,3.453125,1.918441,22.8125,22.8125,36.5,23.125,34.8125,4.625,78.624054,40.125,24.232187,66.75
"2001-02-07",9.875,60.909714,1.4375,40.299999,58.125,271.123199,19.082567,3.351563,1.891139,23,22.5,34.5625,23.5,33.8125,4.625,102.518364,38.625,23.797535,62.875
"2001-02-08",9.40625,60.208965,1.5,40.299999,59.5,273.373199,19.029436,3.320313,1.778289,23.125,21.5,32.9375,23,33.375,4.4062,111.768257,37.687199,23.634535,65.4375
"2001-02-09",8.84375,62.580677,1.4375,40.299999,59.3125,258.75,18.812494,3.304688,1.835623,22.875,20.5,30.0625,21.875,32.125,4.375,100.976723,35.625,23.036882,63.546799
"2001-02-12",9.6875,63.982132,1.5,40.299999,61.75,256.5,18.927605,3.429688,2.031291,22.875,20.5625,32.5625,20,34.9375,4.375,90.957237,36.375,23.5802,68.0625
"2001-02-13",9.203125,62.365067,1.375,40.299999,59.625,256.5,18.887756,3.34375,1.969406,21.6875,20,30.6406,19.0625,33.5,4.8125,87.873947,34.5,22.602219,60.875
"2001-02-14",8.9375,62.095558,1.25,40.299999,60.4375,258.75,18.772642,3.453125,1.938463,19.75,18.0625,29.875,18.125,34.6875,4.625,95.582184,34.875,21.732906,62.9375
"2001-02-15",9.09375,62.149464,1.3125,40.299999,59.5,263.25,19.03829,3.382813,1.940283,19.5,18.5,30.5625,18.875,34,4.6562,98.665482,37.125,22.004562,63.3125
"2001-02-16",8.484375,61.448723,1.3125,40.299999,55,252,19.148979,3.304688,2.031291,18.75,17.5,29.375,18.1875,33.8125,4.5,103.290428,36,22.493557,58.8125
"2001-02-20",7.97265,59.023125,1.375,40.299999,55.5,256.5,19.481049,3.359375,2.042212,17.75,16.75,27.875,17.5,31.9375,4.25,107.915367,36,22.058901,54.875
"2001-02-21",7.96875,60.909714,1.3125,40.299999,53.25,252,19.03829,3.265625,1.925722,17.375,15.8125,26.4375,15.6875,32.1875,4.375,118.706909,34.5,21.732906,54.625
"2001-02-22",7.46875,60.424595,1.125,40.299999,52.5625,240.75,18.843481,3,1.845635,14.875,15.4375,27.125,15.5,30.9375,4,109.457016,35.25,21.624245,47.75
"2001-02-23",7.515625,60.748024,1.1562,40.299999,54,238.5,18.595539,3.125,2.013089,15.8125,16.125,26.3906,13.75,32,4.4375,111.768257,33,21.569904,48.9375
"2001-02-26",8.1875,63.281425,1.3125,26,58,247.5,19.25967,3.335938,2.125939,17.5,17.5625,29.9375,17,32.9375,4.7187,114.081963,35.812199,24.014858,56.125
"2001-02-27",7.578125,63.766537,1.3125,26,54.4375,238.5,18.608828,3.226563,2.093176,16.25,16.875,28.375,15,32.5625,4.625,107.915367,34.875,23.525871,49.8125
"2001-02-28",7.34375,62.149464,1.25,26,56.375,234,18.467142,3.265625,2.176903,15.75,16.8125,27.875,14.75,31.375,4.0625,110.998665,33.75,23.417198,49.75
"2001-03-01",7.421875,61.246586,1.125,26,54.546799,218.25,19.463339,3.15625,2.045852,14.625,16.7656,28.6875,15.8906,29.5,3.6875,108.684959,33.375,23.960524,48
"2001-03-02",6.875,62.472878,1.375,26,54.3125,225,19.844101,3.320313,2.089536,16.375,17.625,27.25,16.75,30,3.625,105.601662,31.875,26.568472,47.0625
"2001-03-05",6.48045,62.796291,1.375,26,54.9375,222.75,20.322273,3.179688,1.954844,15.125,17.0625,26.5,15.5,29.1875,3.625,103.290428,33,26.622808,46
"2001-03-06",6.453125,63.550934,1.25,26,57,236.25,20.189445,3.265625,2.038572,17.375,17.1875,26.25,17.875,27.921801,3.5,101.748779,33.75,25.699158,45.125
"2001-03-07",6.09375,61.394821,1.2812,26,56.0625,243,20.720747,3.34375,1.943923,17.8125,17.375,23.375,17.0625,27.625,3.6562,122.559792,33,25.807827,42.9375
"2001-03-08",6,59.130917,1.25,26,55.625,236.25,21.300753,3.09375,1.969406,17.0625,16.125,23.9375,16.1875,26.5,3.25,147.99823,30.375,26.514147,39.8125
"2001-03-09",5.609375,57.459969,1.25,26,51.125,249.75,20.973112,3.054688,1.954844,16.75,15.5,23.046801,15.75,26.0156,3.3125,135.665039,29.25,25.644827,36.5
"2001-03-12",5.1875,52.878258,1.1562,26,45.6875,229.5,20.490517,2.703125,1.725505,14,14.4375,21.25,14.0625,22.5,3,129.498444,25.5,23.688875,32
"2001-03-13",5.078125,56.112404,1.125,26,48,243,20.100897,2.734375,1.809232,14.75,14.125,21.6875,15.0625,23.6875,2.375,121.790207,24.937201,22.81955,35.75
"2001-03-14",5,56.058495,1.125,26,51.125,232.873199,19.370359,2.726563,1.933003,13.4375,13.875,21.8125,14.1875,23.375,3,107.915367,24.75,23.688875,34.625
"2001-03-15",5.125,56.166294,1.125,26,50.9375,234,19.03829,2.695313,1.90024,13.1875,13.5,21.25,14.625,24,2.7187,108.684959,24.375,21.732906,33.75
"2001-03-16",5.015625,53.79459,1.1875,26,48.125,223.873199,19.126842,2.335938,1.758268,12.6875,12.5,19.25,13,22.9375,2.625,95.582184,24.75,21.189583,31.625
"2001-03-19",5.6875,55.142151,1.1875,26,52.5,231.75,19.534178,2.570313,1.994888,13.6875,12.5625,19.9375,13.5468,25.125,2.875,127.956795,23.625,23.797535,34.3125
"2001-03-20",4.96875,52.878258,1.125,26,49.125,216,19.605019,2.507813,1.911161,12.8125,12.8125,18.5625,13.2656,24.25,2.75,134.123383,23.25,22.982546,32.0625
"2001-03-21",5.046875,47.811428,1.1875,26,42.0625,211.5,18.971878,2.4375,1.681821,10.875,11.5625,17.75,11.9375,22.875,2.5312,121.790207,20.25,19.831276,29.9375
"2001-03-22",6.1875,47.380211,1.0625,26,38.5625,207,17.878283,2.367188,1.696383,9.5937,11.4375,17.125,11.25,23.5,2.2812,123.331856,18,19.559614,29.1875
"2001-03-23",6.796875,48.45826,1,26,39.6875,209.25,17.710039,2.601563,1.729145,11.5,12.9375,19,10.75,23.875,2.2812,131.809677,23.625,21.24391,31.125
"2001-03-26",6.34375,50.776062,0.9687,26,39.0625,223.873199,18.112942,3.09375,1.871117,13.0625,13.87,20.125,10.75,24.625,2.3125,132.581741,25.125,23.362873,34.875
"2001-03-27",6.203125,52.393139,0.9375,26,38.4375,234,18.529133,2.976563,1.860196,12.9375,13.86,20.625,10.625,24.375,3,138.748337,24.75,22.547892,34.625
"2001-03-28",5.515625,51.36898,0.9687,26,39.375,229.5,18.418446,3.125,1.863837,13.1875,14.36,19.9375,11,24.5,2.625,137.20668,24.75,23.471539,33.375
"2001-03-29",5.328125,51.476791,0.9062,26,41,226.123199,18.108517,3.179688,1.871117,12.75,14.22,20.3125,11,23.9375,2.75,141.831635,23.437201,22.873886,34.703098
"2001-03-30",5.703125,51.908012,0.9375,26,40,222.75,18.396307,3.125,1.892959,13.375,15.35,21.375,11.4375,22.1875,2.875,140.289978,24.375,22.710882,36.625
"2001-04-02",5.25,49.158989,1.0625,26,38.6875,216,18.369745,2.78125,1.78011,12.1875,14.13,20.6875,11.125,22.375,2.9375,134.123383,23.437201,22.167562,33.25
"2001-04-03",4.75,47.164604,1.0312,26,35.6875,231.75,18.05982,2.351563,1.714584,11.375,12.61,19.25,10.8125,21.125,2.6562,123.331856,22.5,21.569904,31.5625
"2001-04-04",4.828125,47.434109,1.1562,26,35.75,204.75,18.019962,2.171875,1.700023,10.9375,13.13,18.375,10.4062,21.4375,1.8437,125.643089,22.5,21.787239,31
"2001-04-05",5.3125,48.997272,1.0937,26,42.125,216,18.639816,2.28125,1.852916,12.9375,13.5,20.875,11.5,22.875,1.9062,131.0401,24.562201,22.004562,35.1875
"2001-04-06",5.484375,46.948994,1.125,26,41.375,241.873199,17.834011,2.328125,1.874758,13,13.86,19.6875,11.5,22.3125,1.6562,137.20668,23.437201,22.656555,35.8125
"2001-04-09",5.91,46.545799,1.05,26,43.389999,234.720001,18.427299,2.3825,1.96926,13.21,13.76,21.01,13.49,23.01,1.79,146.764908,24.299999,22.602219,37.299999
"2001-04-10",6.275,44.424194,1,19.5,47.310001,242.639999,18.777075,2.3875,2.113707,15.66,14.53,23.9,13.45,25.15,1.69,156.631454,25.5,23.932281,40.490002
"2001-04-11",6.06,44.734684,1,19.5,45.369999,236.160004,18.201498,2.28,2.081673,14.49,14.17,23.959999,13,23.91,1.63,155.398132,25.799999,23.836649,39.52
"2001-04-12",6.0475,46.692421,0.98,19.5,49.23,232.919998,18.192644,2.44,2.245924,16.450001,14.5,25.75,12.99,25.690001,1.4,147.011566,26.700001,24.419094,43.610001
"2001-04-16",5.9875,47.071892,1.05,19.5,48.779999,225.720001,18.086376,2.3925,2.201657,15.74,14.55,24.33,12.29,24.549999,1.35,147.99823,29.940001,25.036306,39.830002
"2001-04-17",5.89,49.245232,1.05,19.5,50.509998,218.160004,18.927605,2.375,2.28553,16.08,14.03,25.34,12.69,24.549999,1.34,150.464859,27.84,25.123234,42.150002
"2001-04-18",6.32,53.083084,1.11,19.5,54.650002,225.720001,18.617682,2.4625,2.388041,17.76,14.71,26.450001,13.28,28.040001,1.56,152.68483,29.58,26.574993,44.990002
"2001-04-19",6.25,52.677738,1.1,19.5,52.139999,226.440002,18.595539,2.55875,2.450363,18.459999,16.209999,27.9,13.07,29.799999,1.73,162.79805,29.700001,26.783638,44.700001
"2001-04-20",5.4375,51.366844,1.26,19.5,48.27,230.039993,18.661959,2.40625,2.354259,18.01,15.73,26.15,13.07,28.200001,2.28,154.411484,30.6,26.766253,41.73
"2001-04-23",5.4975,51.703182,1.32,26,44.880001,228.960007,18.794783,2.27625,2.233109,17.9,14.97,25.4,12.54,26,2.3,146.764908,32.880001,26.001251,39.490002
"2001-04-24",5.1625,49.547085,1.35,19.5,43.09,245.880005,18.816919,2.0025,2.147489,17.379999,13.65,25.299999,12.97,25.780001,2.3,144.298264,35.099998,25.714371,36.84
"2001-04-25",5.025,50.366398,1.47,19.5,46.060001,246.240005,18.816919,2.11375,2.28553,18.530001,14.08,28.17,13.05,26.799999,2.26,138.131668,35.759998,26.088181,38.75
"2001-04-26",5.125,48.201687,1.27,19.5,45.099998,257.040009,18.980732,1.90125,2.42823,18.9,15.76,28.5,13.05,27.870001,1.99,135.665039,36,26.505447,39.759998
"2001-04-27",5.3925,51.642818,1.45,19.5,48.029999,275.399994,20.056623,1.99125,2.654802,19.75,15.33,30.690001,13,29.040001,2.16,128.018463,37.740002,28.791752,39.25
"2001-04-30",5.8325,52.729488,1.5,19.5,49.200001,279,20.596779,2.20875,2.852835,19.969999,16.129999,33.299999,13.08,31.01,2.12,129.251785,41.040001,27.90505,38.560001
"2001-05-01",5.775,52.945091,1.42,19.5,47.509998,272.880005,22.026859,2.14375,2.917487,20.1,16.969999,33.849998,13.15,31.08,2.01,138.378342,41.16,30.904188,37.459999
"2001-05-02",5.7775,53.678173,1.53,19.5,46.540001,279,23.465803,2.08625,2.878463,20.35,17.33,35.470001,12.83,30.6,2.1,144.791595,39.299999,31.251921,37.860001
"2001-05-03",5.715,51.263348,1.5,19.5,45.099998,323.279999,23.009771,2.00875,2.784688,19.030001,17.110001,33.529999,12.4,29.799999,2.19,138.625,39,31.312775,35.330002
"2001-05-04",5.745,53.807529,1.63,19.5,51.939999,302.76001,23.332979,2.09625,2.943697,18.790001,17.91,32.689999,12.97,28.639999,2.3,134.185059,43.560001,29.426355,37.59
"2001-05-07",5.85,53.548801,1.54,19.5,52.959999,290.880005,23.647329,2.3,2.979227,18.190001,18.860001,32.049999,12.98,27.790001,2.41,131.718414,42.599998,29.817543,36.23
"2001-05-08",5.7325,53.626415,1.46,19.5,55.02,287.640015,23.09832,2.4675,2.916904,18.530001,19.190001,31.26,13.04,27.549999,2.37,128.265121,41.580002,30.078333,35.830002
"2001-05-09",5.58,52.574242,1.47,19.5,54.189999,298.799988,23.191355,2.5,2.888947,18.620001,19.120001,31,13.18,27.09,2.4,123.331856,40.98,30.678171,34.990002
"2001-05-10",5.85,51.901543,1.59,19.5,52.810001,289.440002,23.953321,2.385,2.82546,18.25,18.860001,32.98,12.54,27.24,2.26,111.985321,40.439999,29.643684,32.950001
"2001-05-11",5.785,52.26376,1.58,19.5,52,285.839996,23.124899,2.4125,2.839439,17.74,19.1,31.870001,13.61,26.440001,2.35,107.545372,40.5,29.808861,32.740002
"2001-05-14",5.515,52.565624,1.3,19.5,50.639999,280.799988,22.726194,2.325,2.796337,16.67,17.969999,30.5,14.45,26.450001,2.31,123.331856,39.599998,29.817543,31.76
"2001-05-15",5.5,52.237888,1.25,19.5,49.810001,273.600006,22.655313,2.3325,2.709553,13.35,18.59,30.280001,14.06,26.709999,2.06,112.231987,39.599998,29.174259,31.49
"2001-05-16",5.72,56.058495,1.34,19.5,53.18,269.279999,23.302101,2.43375,3.073,15.34,19.959999,28.76,15.21,27.91,2.34,107.792038,42.18,30.121805,32.919998
"2001-05-17",6.0125,57.619518,1.34,19.5,55.099998,259.559998,23.789413,2.80125,3.374709,14.8,21.440001,25.83,15.87,30,2.4,108.532028,40.5,30.843351,36.900002
"2001-05-18",6,56.455212,1.35,19.5,57.049999,261.359985,23.966616,2.87375,3.142312,13.76,21.790001,25.889999,15.79,30.02,2.55,110.012009,43.200001,31.599638,36.509998
"2001-05-21",7.125,57.688499,1.34,19.5,62.450001,286.200012,24.538086,2.99375,3.487122,15.94,25.07,29.57,17.200001,31.52,2.9,114.205292,47.580002,32.694981,41.73
"2001-05-22",6.7475,57.127907,1.25,19.5,60.200001,280.079987,24.27672,3.08875,3.370632,16.379999,24.5,31.23,17.690001,31.360001,2.9,106.065392,51.900002,33.390446,43.400002
"2001-05-23",6.335,55.290936,1.31,19.5,57.169998,270.359985,23.324259,3.08125,3.08698,16.139999,23.16,28.6,19.58,31.200001,2.84,107.298714,56.34,31.816973,42.07
"2001-05-24",6.5125,57.904121,1.3,39,60.419998,300.600006,23.882441,3.3375,3.16561,17.32,24.959999,27.5,20,31.190001,2.99,106.312057,50.099998,31.712641,45.099998
"2001-05-25",6.505,56.808826,1.28,45.5,60.529999,295.200012,23.780552,3.50375,3.171435,16.129999,23.549999,28.610001,20.16,31.16,3.27,103.598755,51,31.643112,45.450001
"2001-05-29",6.4775,58.042091,1.25,45.5,60.419998,281.880005,24.143814,3.64375,3.071836,16.040001,22.42,28.049999,22.139999,31.030001,3.04,101.625443,50.099998,30.686861,44.5
"2001-05-30",6.365,56.765697,1.32,45.5,59.849998,270.720001,24.139387,3.50625,2.960588,15.06,21.450001,27.75,20.23,31.030001,2.95,101.625443,49.740002,29.209023,42.400002
"2001-05-31",6.5,57.248661,1.32,32.5,61.599998,271.799988,23.660938,3.54625,3.014174,16.200001,21.219999,28.040001,21.450001,31.91,3.1,96.938835,50.639999,28.696133,43.939999
"2001-06-01",6.56,59.146019,1.34,32.5,65.389999,274.679993,23.900162,3.8425,3.243076,15.74,23.4,27.959999,21.16,33.639999,2.86,98.665482,50.880001,29.947941,44.43
"2001-06-04",6.51,60.275814,1.3,26,68.959999,277.920013,24.631119,4.125,3.36073,16.049999,23.110001,32.490002,20.5,34.849998,2.92,98.665482,51.900002,30.339144,48.040001
"2001-06-05",6.76,60.387928,1.36,32.5,74.57,282.23999,25.246902,4.32125,3.337432,17.1,24.940001,33.099998,21.030001,36.799999,2.9,98.665482,55.200001,30.347826,50.970001
"2001-06-06",6.9725,58.818295,1.28,32.5,70.959999,278.640015,25.025396,4.16375,3.174347,17.76,24.4,34.529999,19.68,36.610001,2.77,97.678825,53.700001,30.956356,49.41
"2001-06-07",6.03,59.353012,1.35,32.5,72.959999,274.320007,25.131721,4.2125,3.132411,17.9,24.200001,33.27,19.57,36.540001,2.88,106.065392,55.98,30.417377,48.700001
"2001-06-08",5.63,58.171463,1.3,32.5,71.660004,267.119995,25.051975,4.10625,3.025823,17.24,23.75,32.950001,19.26,35.880001,2.85,105.078735,55.5,31.391006,48.299999
"2001-06-11",5.265,57.567768,1.35,32.5,68.940002,262.440002,24.852627,3.9675,2.890694,16.98,21.950001,31.620001,18.040001,37.049999,2.79,106.312057,55.139999,28.913454,45.860001
"2001-06-12",5.4125,57.714367,1.35,32.5,67.970001,267.119995,24.741867,3.9925,2.920981,16.9,21.209999,31.6,18,35.110001,2.5,106.558723,55.080002,27.583403,45.040001
"2001-06-13",5.575,58.430199,1.34,32.5,68.5,262.799988,24.45392,3.95375,2.934961,17,20.41,32.689999,17.84,34.150002,2.8,105.325401,55.439999,28.826525,45.040001
"2001-06-14",5.25,57.740242,1.29,32.5,70.349998,258.119995,23.833712,3.9875,2.857495,16.58,19.620001,31.799999,17.52,33.799999,2.62,106.065392,54.540001,27.40085,44.119999
"2001-06-15",5.2525,57.835114,1.26,32.5,73,263.880005,24.117237,3.8625,3.004272,17,19.959999,31.299999,18.02,34.990002,2.65,100.885452,54,27.626873,45.43
"2001-06-18",5.1475,57.766136,1.26,32.5,71.470001,256.320007,23.904593,3.88625,2.985051,16.879999,18.950001,30.709999,17.700001,33.450001,2.6,96.692169,53.939999,26.957495,44
"2001-06-19",5.015,57.757496,1.26,32.5,70,252,23.926741,3.85125,3.026405,17.049999,18.1,31.26,17.25,33.939999,2.45,100.885452,49.139999,25.331873,44
"2001-06-20",5.4025,58.162838,1.24,26,70.839996,250.559998,23.922316,3.875,3.345587,18.030001,18.59,34.5,18.1,34.23,2.18,98.172157,52.5,25.131929,46.59
"2001-06-21",5.465,58.042091,1.23,26,68.610001,244.800003,23.749538,3.4,3.354906,18,19.57,35.439999,19.08,35.779999,2.7,99.158806,54,24.219143,46
"2001-06-22",5.3125,56.179237,1.18,26,66.730003,244.080002,22.991999,3.35875,3.560511,17.450001,20,34.650002,19.15,34.150002,2.59,98.172157,54.900002,23.428082,45.029999
"2001-06-25",5.3575,55.411659,1.2,26,65.089996,245.160004,21.618681,3.2375,3.350246,17,20.059999,27.030001,18.9,33.740002,2.55,99.158806,55.740002,22.610922,42.380001
"2001-06-26",5.6025,54.480236,1.17,26,62.84,237.600006,22.814796,3.38875,3.375292,17.610001,20.6,24.99,18.860001,34.080002,2.47,96.938835,56.099998,23.384607,43.200001
"2001-06-27",5.5325,54.428497,1.19,26,64.379997,235.800003,22.792654,3.3425,3.466154,17.99,20.440001,25.059999,18.440001,34.040001,2.35,99.652138,54.419998,24.158291,45.16
"2001-06-28",5.7,54.049015,1.22,26,64.980003,242.279999,22.637592,3.5175,3.492364,18.219999,21.9,23,18.459999,34.099998,2.43,100.885452,52.200001,25.271023,47.439999
"2001-06-29",6,52.332767,1.32,26,67.690002,258.839996,22.407228,3.60625,3.38927,20,24.52,23,19.110001,34.650002,2.4,97.185501,59.099998,28.252779,49.5
"2001-07-02",6.0725,53.186581,1.26,26,65.75,255.960007,22.810369,3.5425,3.358401,19.120001,22.309999,23.91,20.139999,33.830002,2.59,99.405472,51.779999,26.122952,46.880001
"2001-07-03",6.025,52.367268,1.26,26,68.029999,250.199997,22.836945,3.5725,3.387523,19.110001,22.559999,22.309999,21.73,34.09,2.9,100.885452,51.599998,26.418518,48.580002
"2001-07-05",5.9875,50.21117,1.25,26,63.599998,257.040009,22.956556,3.50625,3.316464,19.49,21.639999,21.48,20.15,32.119999,2.84,99.405472,52.32,26.088181,45.529999
"2001-07-06",5.5375,49.296982,1.24,26,61.77,256.320007,22.659748,3.325,3.245406,18.5,21.280001,20.110001,18.92,30.549999,2.79,99.405472,51.299999,25.610058,44.650002
"2001-07-09",5.8875,50.642384,1.21,26,63.779999,260.640015,22.593294,3.56125,3.275111,17.959999,22.469999,21.299999,20.360001,31.18,3,99.405472,51.060001,25.731762,44.009998
"2001-07-10",5.51,49.61607,1.17,26,61.299999,244.440002,22.66861,3.4725,3.174347,15.65,20.440001,20.49,20.120001,29.5,2.98,97.432167,50.040001,25.79261,41.009998
"2001-07-11",5.3875,49.167614,1.15,26,61.48,244.080002,22.52684,3.195,3.082319,14.83,20.08,20.41,19.02,28.99,2.96,99.898804,49.919998,25.218866,39.5
"2001-07-12",5.325,47.520363,1.11,26,52.16,249.119995,22.513548,3.44,3.116102,15.35,20.309999,19.98,19,27.200001,2.78,96.938835,50.34,26.853176,40.099998
