Date,CAT_AC,IBM_AC,MSFT_AC
25-Sep-97,21.55,47.59,14.38
26-Sep-97,21.75,48.06,14.45
29-Sep-97,21.75,49.18,14.57
30-Sep-97,21.7,49.65,14.33
1-Oct-97,22.33,48.47,14.5
2-Oct-97,22.1,48.97,14.43
3-Oct-97,22.18,48.85,14.62
6-Oct-97,23.03,49.09,14.64
7-Oct-97,23.26,50.02,14.79
8-Oct-97,23.13,49.29,15.06
9-Oct-97,23.49,49,15.05
10-Oct-97,23.59,49.15,14.78
13-Oct-97,24.06,48.94,14.81
14-Oct-97,24.44,48.39,14.81
15-Oct-97,24.14,47.63,14.7
16-Oct-97,23.94,46.77,14.5
17-Oct-97,23.59,44.7,14.32
20-Oct-97,23.76,45.66,14.37
21-Oct-97,23.84,49.27,15
22-Oct-97,24.29,49.23,14.7
23-Oct-97,23.89,47.01,14.69
24-Oct-97,23.41,45.9,14.66
27-Oct-97,21.34,42.15,13.96
28-Oct-97,21.92,46.54,14.45
29-Oct-97,21.41,46.02,14.18
30-Oct-97,21.06,44.87,13.93
31-Oct-97,20.7,46.13,14.08
3-Nov-97,21.11,47.59,14.53
4-Nov-97,21.06,47.74,14.54
5-Nov-97,21.49,48.12,14.47
6-Nov-97,21.01,47.42,14.3
7-Nov-97,20.58,46.69,14.25
10-Nov-97,20.28,45.84,14.1
11-Nov-97,19.47,46.46,14.15
12-Nov-97,18.08,45.34,13.99
13-Nov-97,18.31,46.51,14.25
14-Nov-97,18.56,47.63,14.44
17-Nov-97,19.04,48.57,14.61
18-Nov-97,18.84,47.92,14.51
19-Nov-97,18.84,48.36,14.63
20-Nov-97,18.89,49.16,14.83
21-Nov-97,19.27,49.54,14.93
24-Nov-97,19.14,48.39,14.68
25-Nov-97,19.21,50.38,15.06
26-Nov-97,19.11,51.5,15.33
28-Nov-97,19.37,51.38,15.33
1-Dec-97,19.87,52.82,15.58
2-Dec-97,20.58,51.97,15.41
3-Dec-97,20.3,51.79,15.67
4-Dec-97,20.5,51.27,15.44
5-Dec-97,20.91,52.67,15.5
8-Dec-97,20.88,52.97,15.83
9-Dec-97,20.43,51.79,15.63
10-Dec-97,20.18,49.98,15.41
11-Dec-97,20.18,47.69,15.06
12-Dec-97,20.5,47.1,14.81
15-Dec-97,20.48,47.33,14.74
16-Dec-97,19.72,48.69,15.06
17-Dec-97,20.48,47.86,14.69
18-Dec-97,19.67,46.93,14.18
19-Dec-97,19.44,47.92,13.94
22-Dec-97,19.52,48.13,13.76
23-Dec-97,19.01,46.28,13.36
24-Dec-97,18.81,46.51,12.88
26-Dec-97,18.58,47.72,13.08
29-Dec-97,19.04,48.22,13.68
30-Dec-97,19.62,48.39,14.11
31-Dec-97,19.59,49.09,14
2-Jan-98,19.8,49.56,14.2
5-Jan-98,20.07,49.95,14.12
6-Jan-98,19.92,49.39,14.2
7-Jan-98,19.57,48.92,14.03
8-Jan-98,18.91,48.89,14.13
9-Jan-98,18.36,46.95,13.76
12-Jan-98,18.76,46.98,14.03
13-Jan-98,18.61,47.92,14.31
14-Jan-98,18.74,48.16,14.2
15-Jan-98,18.48,48.54,14.33
16-Jan-98,18.4,49.27,14.65
20-Jan-98,18.28,50.85,14.93
21-Jan-98,19.04,46.98,14.84
22-Jan-98,18.51,46.63,15.02
23-Jan-98,18.48,46.55,14.97
26-Jan-98,18.53,46.04,15.35
27-Jan-98,18.84,45.28,15.73
28-Jan-98,19.55,45.52,16.14
29-Jan-98,19.7,46.08,16.06
30-Jan-98,19.5,46.34,16.16
2-Feb-98,20.41,47.19,16.78
3-Feb-98,20.51,46.63,16.88
4-Feb-98,20.26,46.13,16.98
5-Feb-98,19.85,46.72,16.84
6-Feb-98,20.61,46.08,17.13
9-Feb-98,21.32,46.08,17.03
10-Feb-98,20.97,47.43,17.25
11-Feb-98,20.87,48.29,17.22
12-Feb-98,21.12,48.37,17.19
13-Feb-98,21.76,48.14,17.06
17-Feb-98,21.89,47.96,16.72
18-Feb-98,21.43,48.31,16.75
19-Feb-98,21.07,48.31,16.78
20-Feb-98,21.38,48.25,16.8
23-Feb-98,21.15,48.37,17.68
24-Feb-98,21.35,48.2,17.79
25-Feb-98,21.58,49.49,18.4
26-Feb-98,21.61,49.61,18.52
27-Feb-98,22.16,49.11,18.36
2-Mar-98,21.76,47.93,18.05
3-Mar-98,21.35,48.02,18.31
4-Mar-98,21.15,46.55,17.83
5-Mar-98,20.79,46.52,17.34
6-Mar-98,21.65,46.14,17.93
9-Mar-98,21.53,45.2,17.24
10-Mar-98,21.93,45.85,17.66
11-Mar-98,21.96,46.61,17.48
12-Mar-98,22.75,47.14,17.74
13-Mar-98,22.82,46.84,17.84
16-Mar-98,23.48,47.61,17.76
17-Mar-98,23.36,47.43,17.41
18-Mar-98,23.58,47.75,17.71
19-Mar-98,22.77,48.37,17.76
20-Mar-98,22.77,47.99,17.72
23-Mar-98,22.85,47.67,18.17
24-Mar-98,22.97,48.67,18.4
25-Mar-98,22.52,49.84,19.24
26-Mar-98,22.24,49.4,19.12
27-Mar-98,22.54,49.08,19.02
30-Mar-98,22.34,48.55,19.05
31-Mar-98,22.36,48.84,19.39
1-Apr-98,21.96,49.11,19.58
2-Apr-98,21.91,49.75,19.78
3-Apr-98,22.04,49.23,20.15
6-Apr-98,22.14,49.84,19.48
7-Apr-98,22.16,49.23,18.9
8-Apr-98,22.04,49.14,19.27
9-Apr-98,22.26,50.02,19.28
13-Apr-98,22.09,48.99,19.2
14-Apr-98,22.82,49.96,19.16
15-Apr-98,23,51.61,19.79
16-Apr-98,22.92,50.69,19.86
17-Apr-98,23.15,50.67,19.96
20-Apr-98,23.21,52.28,20.5
21-Apr-98,23.21,55.48,20.55
22-Apr-98,23.48,53.96,21.42
23-Apr-98,23.69,55.25,20.47
24-Apr-98,23.23,55.19,19.96
27-Apr-98,22.59,54.22,19.56
28-Apr-98,22.59,54.4,19.47
29-Apr-98,22.52,54.34,19.6
30-Apr-98,23.23,54.48,19.52
1-May-98,23.31,54.95,19.41
4-May-98,23.15,54.84,19.08
5-May-98,22.82,55.4,19.01
6-May-98,22.59,55.24,18.71
7-May-98,22.57,55.17,18.06
8-May-98,22.77,56.53,18.58
11-May-98,22.67,56.21,18.25
12-May-98,23.23,56.35,18.56
13-May-98,23.21,57.41,18.83
14-May-98,24.02,59.27,19.27
15-May-98,23.59,58.86,19.38
18-May-98,23.82,58.71,18.64
19-May-98,23.89,58.89,18.74
20-May-98,24.38,58.18,18.58
21-May-98,24.76,58.24,18.71
22-May-98,23.89,57.44,18.53
26-May-98,23.1,57,18.11
27-May-98,23.15,56.65,18.63
28-May-98,23.05,56.56,18.7
29-May-98,22.41,55.35,18.37
1-Jun-98,22.54,55.21,18.14
2-Jun-98,22.34,54.44,18.52
3-Jun-98,22.26,53.64,18.26
4-Jun-98,22.57,54.67,18.64
5-Jun-98,23.05,56,18.68
8-Jun-98,22.82,55.97,18.56
9-Jun-98,22.97,56.18,18.86
10-Jun-98,21.98,55.24,18.63
11-Jun-98,21.34,54.65,18.48
12-Jun-98,21.22,54.76,18.58
15-Jun-98,21.37,52.88,18.62
16-Jun-98,21.42,51.82,19.47
17-Jun-98,22.16,52.29,19.73
18-Jun-98,22.24,51.26,19.75
19-Jun-98,21.06,49.99,20.51
22-Jun-98,21.57,50.93,20.76
23-Jun-98,21.55,52.64,21.83
24-Jun-98,22.03,52.76,22.73
25-Jun-98,21.47,52.97,22
26-Jun-98,21.62,53.23,22.62
29-Jun-98,21.37,53.76,23.27
30-Jun-98,21.59,54.09,23.48
1-Jul-98,22.01,55,23.69
2-Jul-98,22.08,54.26,23.23
6-Jul-98,22.16,53.56,23.35
7-Jul-98,22.03,53.64,23.38
8-Jul-98,21.98,54.18,23.8
9-Jul-98,21.27,55.15,24.05
10-Jul-98,21.44,55.82,24.52
13-Jul-98,21.27,56.23,25.47
14-Jul-98,22.95,56.35,25.24
15-Jul-98,21.22,55.12,25.43
16-Jul-98,21.83,55.76,25.43
17-Jul-98,21.83,56.62,25.55
20-Jul-98,21.95,57.47,25.35
21-Jul-98,21.75,60.36,24.44
22-Jul-98,21.24,60.04,25.29
23-Jul-98,20.57,58.35,24.48
24-Jul-98,20.19,58.53,24.65
27-Jul-98,20.06,59.12,25.29
28-Jul-98,20.03,59.09,24.32
29-Jul-98,20.13,60.24,23.98
30-Jul-98,20.54,62.83,24.57
31-Jul-98,19.9,62.42,23.82
3-Aug-98,20.23,62.54,23.49
4-Aug-98,19.39,59.74,22.64
5-Aug-98,19.34,60.65,22.6
6-Aug-98,19.29,61.23,23.15
7-Aug-98,19.49,60.94,22.93
10-Aug-98,19.41,61.29,22.62
11-Aug-98,19.52,60.64,22.41
12-Aug-98,19.85,60.4,22.76
13-Aug-98,20,59.55,22.52
14-Aug-98,19.85,59.16,22.58
17-Aug-98,20.21,59.04,23.25
18-Aug-98,20.72,60.82,24.1
19-Aug-98,20.47,61.32,23.95
20-Aug-98,19.88,60.43,24.38
21-Aug-98,19.44,60.34,23.96
24-Aug-98,20.08,60.67,23.91
25-Aug-98,19.65,60.61,24.44
26-Aug-98,19.11,61.76,24.38
27-Aug-98,18.31,59.1,23.67
28-Aug-98,18.06,57.84,22.8
31-Aug-98,17.23,53.14,20.78
1-Sep-98,18.83,55.66,21.93
2-Sep-98,18.77,56.86,21.78
3-Sep-98,18.42,57.45,21.5
4-Sep-98,18.85,56.33,20.93
8-Sep-98,20.19,59.43,22.09
9-Sep-98,19.78,58.28,22.15
10-Sep-98,18.88,57.81,21.83
11-Sep-98,18.57,59.72,22.58
14-Sep-98,18.62,60.94,22.96
15-Sep-98,18.88,61.35,23.46
16-Sep-98,18.57,61.58,23.44
17-Sep-98,17.54,59.81,22.73
18-Sep-98,16.52,58.84,22.83
21-Sep-98,17.46,60.49,23.37
22-Sep-98,17.29,60.28,23.65
23-Sep-98,18.59,62.32,24.61
24-Sep-98,18.93,61.61,23.86
25-Sep-98,19.26,63,24.49
28-Sep-98,19.96,63.06,24.11
29-Sep-98,19.41,62.03,24.45
30-Sep-98,18.26,60.64,23.84
1-Oct-98,18.03,59.16,22.54
2-Oct-98,18.47,58.9,22.56
5-Oct-98,17.93,56.75,21.92
6-Oct-98,17.57,56.27,21.15
7-Oct-98,17.95,56.98,20.39
8-Oct-98,18.47,58.28,19.75
9-Oct-98,19.18,60.08,20.98
12-Oct-98,19.59,61.76,21.61
13-Oct-98,19.39,60.49,20.89
14-Oct-98,18.88,61.58,21.7
15-Oct-98,19.7,64.41,22.84
16-Oct-98,19.29,64.15,22.76
19-Oct-98,19.57,65.77,22.3
20-Oct-98,19.9,65.06,21.72
21-Oct-98,19.65,67.33,23.06
22-Oct-98,19.51,66.92,23.83
23-Oct-98,19.43,66.8,23.04
26-Oct-98,18.95,67.51,23.19
27-Oct-98,18.69,68.13,22.84
28-Oct-98,18.02,68.99,22.9
29-Oct-98,18.19,70.19,23.1
30-Oct-98,18.56,70.08,22.93
2-Nov-98,19.41,70.02,22.92
3-Nov-98,19.69,69.55,22.79
4-Nov-98,20.6,69.78,22.85
5-Nov-98,20.57,70.31,23.04
6-Nov-98,20.34,70.86,23.68
9-Nov-98,20,71.54,23.98
10-Nov-98,19.85,73.72,24.28
11-Nov-98,18.76,74.26,24.06
12-Nov-98,18.89,74.61,23.56
13-Nov-98,19.61,74.41,23.83
16-Nov-98,20.16,75.32,23.57
17-Nov-98,20.31,74.67,24.23
18-Nov-98,19.82,75.14,23.77
19-Nov-98,19.74,74.93,24.21
20-Nov-98,20.18,75.68,24.61
23-Nov-98,20.75,78.72,25.82
24-Nov-98,20.67,78.1,26.36
25-Nov-98,20.62,78.8,26.92
27-Nov-98,20.49,80.34,27.74
30-Nov-98,20.42,78.04,26.43
1-Dec-98,21.45,80.28,28.05
2-Dec-98,20.93,79.13,27.46
3-Dec-98,20.62,77.27,26.45
4-Dec-98,20.13,77.62,27.59
7-Dec-98,20.31,79.01,28.93
8-Dec-98,20.11,79.49,28.42
9-Dec-98,19.82,80.08,28.95
10-Dec-98,19.43,77.98,28.5
11-Dec-98,19.26,79.4,29.03
14-Dec-98,19.1,76.98,27.72
15-Dec-98,18.35,77.98,28.57
16-Dec-98,17.09,77.68,28.97
17-Dec-98,16.98,78.48,29.11
18-Dec-98,17.29,81.08,29.85
21-Dec-98,17.45,83.36,30.42
22-Dec-98,17.47,86.13,29.99
23-Dec-98,17.57,87.43,31.1
24-Dec-98,17.73,88.82,30.71
28-Dec-98,18.56,89.44,30.84
29-Dec-98,18.84,88.44,30.44
30-Dec-98,18.87,88.26,30.11
31-Dec-98,19,87.14,30.04
4-Jan-99,19.57,86.48,30.54
5-Jan-99,19.51,89.62,31.74
6-Jan-99,20.03,89.2,32.76
7-Jan-99,20.21,89.88,32.6
8-Jan-99,21.06,88.64,32.47
11-Jan-99,21.89,89.44,31.95
12-Jan-99,20.91,87.46,30.8
13-Jan-99,19.85,87.67,31.15
14-Jan-99,19.31,85.36,30.71
15-Jan-99,19.77,87.4,32.44
19-Jan-99,19.09,90.86,33.71
20-Jan-99,18.78,91.92,35.23
21-Jan-99,18.65,93.1,34.29
22-Jan-99,18.26,84.95,33.85
25-Jan-99,18.52,86.01,35.07
26-Jan-99,18.76,87.73,37.16
27-Jan-99,18.57,84.27,36.53
28-Jan-99,18.49,84.45,37.69
29-Jan-99,18,86.6,37.91
1-Feb-99,18.16,84.95,37.46
2-Feb-99,18,83.53,36.31
3-Feb-99,17.93,82.82,36.14
4-Feb-99,18.34,80.13,34.46
5-Feb-99,19.22,78.45,34.66
8-Feb-99,19.64,79.03,35.8
9-Feb-99,19.33,77.02,34.67
10-Feb-99,19.09,79.92,34.8
11-Feb-99,18.94,84.47,35.26
12-Feb-99,18.62,81.75,34.17
16-Feb-99,18.81,81.63,33.85
17-Feb-99,19.01,80.68,32.49
18-Feb-99,18.62,82.46,31.57
19-Feb-99,18.73,81.22,32.01
22-Feb-99,19.33,84.2,32.24
23-Feb-99,19.51,83.73,33.67
24-Feb-99,19.12,82.22,33.12
25-Feb-99,18.99,82.17,33.25
26-Feb-99,18.94,80.33,32.52
1-Mar-99,20.44,79.68,32.87
2-Mar-99,19.72,79.38,32.18
3-Mar-99,19.64,78.91,32.41
4-Mar-99,19.92,80.92,32.98
5-Mar-99,20.73,84.41,33.56
8-Mar-99,20.63,84.65,34.44
9-Mar-99,20.29,86.22,35.05
10-Mar-99,20.36,85.89,34.96
11-Mar-99,21.15,86.54,34.97
12-Mar-99,18.57,84.23,34.7
15-Mar-99,18.89,86.13,35.93
16-Mar-99,18.29,85.65,36.62
17-Mar-99,19.64,84.26,36.21
18-Mar-99,19.45,84.06,37.36
19-Mar-99,19.45,79.77,37.08
22-Mar-99,19.51,79.03,37.44
23-Mar-99,18.76,78.26,36.08
24-Mar-99,19.09,80.21,37.1
25-Mar-99,19.72,81.07,38.98
26-Mar-99,19.45,81.57,38.59
29-Mar-99,19.64,84.18,40.02
30-Mar-99,19.51,84.5,40.29
31-Mar-99,19.09,83.88,38.83
1-Apr-99,19.51,83.76,40.16
5-Apr-99,20.39,87.04,41.13
6-Apr-99,20.11,86.6,40.75
7-Apr-99,20.16,88.26,40.43
8-Apr-99,20.21,88.49,40.97
9-Apr-99,20.26,88.17,40.83
12-Apr-99,21.35,86.81,40.29
13-Apr-99,22.75,85.18,39.05
14-Apr-99,25.22,84.89,37.2
15-Apr-99,25.69,84.11,38.5
16-Apr-99,26.52,80.63,37.53
19-Apr-99,25.66,78.91,35.09
20-Apr-99,25.22,80.33,36.01
21-Apr-99,25.64,81.34,35.53
22-Apr-99,24.98,92.04,36.8
23-Apr-99,25.29,94.53,37.26
26-Apr-99,25.89,99.32,38.13
27-Apr-99,26.55,100.32,36.39
28-Apr-99,26.96,97.01,35.58
29-Apr-99,27.36,96.92,35.55
30-Apr-99,26.88,98.99,35.23
3-May-99,27.23,100.44,34.6
4-May-99,27.33,100.32,33.82
5-May-99,27.2,100.38,34.28
6-May-99,27.3,99.13,33.77
7-May-99,26.39,102.92,34.25
10-May-99,25.79,103.58,34.53
11-May-99,26.39,104.7,34.6
12-May-99,25.37,106.83,34.88
13-May-99,25.32,116.54,34.28
14-May-99,25.48,113.35,33.3
17-May-99,25.53,112.52,34.28
18-May-99,24.51,112.99,34.09
19-May-99,24.22,111.75,34.36
20-May-99,24.62,110.33,33.98
21-May-99,24.9,109.14,33.6
24-May-99,24.72,106,33.47
25-May-99,24.51,104.79,33.04
26-May-99,24.14,111.92,34.01
27-May-99,23.13,109.91,33.95
28-May-99,22.92,109.91,34.96
1-Jun-99,24.54,106.12,34.01
2-Jun-99,24.38,107.78,33.98
3-Jun-99,25.24,107.01,33.09
4-Jun-99,26.23,109.91,34.47
7-Jun-99,26.42,114.18,34.77
8-Jun-99,25.95,110.5,34.39
9-Jun-99,25.68,110.86,35.66
10-Jun-99,25.84,109.2,34.6
11-Jun-99,24.82,108.31,33.85
14-Jun-99,25.03,109.44,33.6
15-Jun-99,24.41,109.79,33.66
16-Jun-99,24.62,114.36,35.09
17-Jun-99,24.59,113.88,35.9
18-Jun-99,25.68,114.41,36.83
21-Jun-99,25.43,118.2,38.53
22-Jun-99,25.14,116.89,37.48
23-Jun-99,24.9,116.49,37.26
24-Jun-99,24.64,116.13,36.66
25-Jun-99,24.49,116.66,36.8
28-Jun-99,25.37,116.13,37.58
29-Jun-99,25.53,118.08,38.13
30-Jun-99,25.06,122.47,39.08
1-Jul-99,25.56,124.12,39.51
2-Jul-99,25.87,125.31,39.86
6-Jul-99,24.77,124.12,38.8
7-Jul-99,25.95,125.84,39.99
8-Jul-99,25.56,126.97,40.1
9-Jul-99,25.56,130.17,40.4
12-Jul-99,25.48,130.58,40.81
13-Jul-99,25.01,130.64,40.56
14-Jul-99,24.98,130.05,41.13
15-Jul-99,24.85,129.16,40.89
16-Jul-99,24.75,129.1,43.08
19-Jul-99,25.3,127.56,42.62
20-Jul-99,25.28,121.52,40.43
21-Jul-99,25.46,122.23,41.02
22-Jul-99,25.41,117.37,39.45
23-Jul-99,25.62,118.26,39.1
26-Jul-99,25.2,116.54,37.96
27-Jul-99,25.25,119.62,38.48
28-Jul-99,25.72,121.64,38.99
29-Jul-99,24.73,118.79,37.67
30-Jul-99,24.62,119.09,37.18
2-Aug-99,24.59,115.83,36.74
3-Aug-99,24.31,113.1,36.72
4-Aug-99,24.02,112.28,36.8
5-Aug-99,23.57,116.72,37.15
6-Aug-99,24.25,117.13,36.88
9-Aug-99,24.25,115.89,36.31
10-Aug-99,24.73,113.16,35.93
11-Aug-99,24.88,116.95,36.48
12-Aug-99,25.62,114.87,35.42
13-Aug-99,26.14,117.01,36.69
16-Aug-99,26.17,120.8,36.53
17-Aug-99,26.04,121.87,36.64
18-Aug-99,25.62,117.48,36.83
19-Aug-99,25.33,116.6,36.31
20-Aug-99,25.33,115.47,36.12
23-Aug-99,26.43,118.02,37.45
24-Aug-99,26.46,115.71,39.94
25-Aug-99,26.35,116.06,41.29
26-Aug-99,26.51,116.6,40.99
27-Aug-99,25.88,117.61,40.4
30-Aug-99,24.99,116.84,39.97
31-Aug-99,23.78,118.14,40.1
1-Sep-99,24.36,120.69,40.02
2-Sep-99,24.73,119.38,39.78
3-Sep-99,24.86,122.22,41.54
7-Sep-99,24.52,125.19,40.83
8-Sep-99,24.62,124.01,39.97
9-Sep-99,24.67,127.8,40.75
10-Sep-99,23.83,128.04,41.16
13-Sep-99,24.96,125.55,40.67
14-Sep-99,24.54,126.44,41.19
15-Sep-99,24.65,125.14,40.13
16-Sep-99,23.75,123.3,40.73
17-Sep-99,24.49,118.91,41.78
20-Sep-99,23.96,123.42,42.27
21-Sep-99,23.47,120.57,40.99
22-Sep-99,23.6,118.73,41.62
23-Sep-99,22.81,115.71,39.51
24-Sep-99,22.73,118.55,39.4
27-Sep-99,22.47,116.66,39.62
28-Sep-99,22.28,117.13,39.91
29-Sep-99,22.94,113.87,38.78
30-Sep-99,23.02,114.76,39.24
1-Oct-99,22.55,111.68,38.98
4-Oct-99,23.12,113.69,40.1
5-Oct-99,22.91,115.71,39.78
6-Oct-99,23.75,113.04,40.59
7-Oct-99,23.47,110.37,40.62
8-Oct-99,23.78,107.65,41.13
11-Oct-99,24.54,108.36,40.86
12-Oct-99,23.31,104.33,40.1
13-Oct-99,23.75,99.64,39.45
14-Oct-99,23.36,101.48,39.29
15-Oct-99,23.54,102.31,38.15
18-Oct-99,23.26,101.48,38.07
19-Oct-99,23.1,101.6,37.39
20-Oct-99,22.68,101.48,39.97
21-Oct-99,22.02,86.31,40.32
22-Oct-99,23.32,89.1,40.16
25-Oct-99,22.79,89.03,40.05
26-Oct-99,23.42,90.58,40.02
27-Oct-99,23.4,88.2,39.37
28-Oct-99,23.13,90.04,38.94
29-Oct-99,23.37,93.18,40.1
1-Nov-99,23.08,91.76,40.02
2-Nov-99,23.68,89.92,40.1
3-Nov-99,23.92,89.5,39.86
4-Nov-99,23.05,86.84,39.75
5-Nov-99,23.13,85.6,39.67
8-Nov-99,22.84,89.21,38.97
9-Nov-99,22.76,88.91,38.5
10-Nov-99,22.71,92.12,37.75
11-Nov-99,23.24,90.22,38.83
12-Nov-99,23.24,91.05,38.64
15-Nov-99,23.47,89.33,37.69
16-Nov-99,24,89.86,37.83
17-Nov-99,23.4,89.03,36.83
18-Nov-99,23.63,93.07,36.8
19-Nov-99,20.78,98.71,37.26
22-Nov-99,21.23,102.44,38.91
23-Nov-99,21.2,100.73,38.83
24-Nov-99,20.52,99.24,39.73
26-Nov-99,20.33,99.72,39.48
29-Nov-99,19.51,98.95,39.08
30-Nov-99,19.59,97.88,39.45
1-Dec-99,19.83,98.22,40.38
2-Dec-99,20.07,99.97,41.08
3-Dec-99,20.39,106.24,41.64
6-Dec-99,20.12,110.17,41.35
7-Dec-99,19.3,110.75,40.29
8-Dec-99,19.07,112.33,39.75
9-Dec-99,19.35,107.67,40.18
10-Dec-99,19.73,103.52,40.67
13-Dec-99,19.56,104.18,41.86
14-Dec-99,19.49,103.75,42.76
15-Dec-99,19.65,101.62,46.98
16-Dec-99,19.91,103.7,49.26
17-Dec-99,18.99,104.47,49.93
20-Dec-99,19.07,103.71,48.85
21-Dec-99,18.75,104.58,50.2
22-Dec-99,18.33,102.57,50.93
23-Dec-99,18.93,103.16,50.88
27-Dec-99,19.62,104.23,51.61
28-Dec-99,20.09,104.29,50.91
29-Dec-99,19.65,103.52,51.1
30-Dec-99,19.43,103.28,50.96
31-Dec-99,19.88,102.44,50.58
3-Jan-00,20.55,110.17,50.5
4-Jan-00,20.28,106.42,48.79
5-Jan-00,20.76,110.17,49.31
6-Jan-00,21.81,108.27,47.66
7-Jan-00,22.52,107.79,48.28
10-Jan-00,21.78,112.06,48.63
11-Jan-00,21.44,113.01,47.39
12-Jan-00,21.81,113.49,45.84
13-Jan-00,22.05,112.3,46.71
14-Jan-00,21.94,113.6,48.63
18-Jan-00,21.23,109.93,49.96
19-Jan-00,20.96,113.49,46.36
20-Jan-00,20.04,113.01,45.93
21-Jan-00,20.14,115.39,44.95
24-Jan-00,19.26,115.39,43.87
25-Jan-00,18.55,113.13,44.54
26-Jan-00,19.11,110.88,43.05
27-Jan-00,18.94,107.79,42.78
28-Jan-00,18.49,105.95,42.57
31-Jan-00,18.04,106.6,42.4
1-Feb-00,18.36,104.47,44.6
2-Feb-00,18.47,107.79,43.68
3-Feb-00,17.99,111.23,44.89
4-Feb-00,17.99,109.8,46.17
7-Feb-00,17.54,108.38,46.19
8-Feb-00,17.43,112.95,47.63
9-Feb-00,16.64,111.58,45.06
10-Feb-00,16.18,113.25,45.93
11-Feb-00,15.3,109.68,43.3
14-Feb-00,16.42,110.34,43.16
15-Feb-00,17.01,111.35,42.7
16-Feb-00,16.66,110.04,42.29
17-Feb-00,16.45,110.99,43.16
18-Feb-00,16.02,106.95,41.19
22-Feb-00,16.29,105.53,40.64
23-Feb-00,16.07,103.39,40.83
24-Feb-00,15.41,105.05,41.05
25-Feb-00,15.3,102.68,39.56
28-Feb-00,15.12,99.35,39.67
29-Feb-00,14.91,97.68,38.72
1-Mar-00,14.83,95.31,39.34
2-Mar-00,14.64,98.04,40.45
3-Mar-00,15.47,102.68,41.64
6-Mar-00,15.6,97.98,39.26
7-Mar-00,14.37,97.92,40.24
8-Mar-00,14.85,101.01,41.4
9-Mar-00,14.99,102.68,43.33
10-Mar-00,15.17,100.06,43.76
13-Mar-00,15.15,102.38,42.46
14-Mar-00,15.22,103.26,41.21
15-Mar-00,16.26,101.72,41.32
16-Mar-00,17.3,103.63,41.32
17-Mar-00,16.85,104.58,43.05
20-Mar-00,16.37,107.19,42.19
21-Mar-00,16.92,107.9,44.52
22-Mar-00,16.55,108.62,44.73
23-Mar-00,16.82,109.57,48.47
24-Mar-00,16.79,114.67,48.39
27-Mar-00,16.61,120.62,45.08
28-Mar-00,16.29,116.46,45.19
29-Mar-00,16.58,113.13,46.44
30-Mar-00,17.32,116.7,44.79
31-Mar-00,16.77,112.53,46.03
3-Apr-00,17.8,115.99,39.37
4-Apr-00,18.47,115.22,38.37
5-Apr-00,18.04,118.84,37.42
6-Apr-00,17.99,116.7,37.26
7-Apr-00,17.59,117.05,38.59
10-Apr-00,17.62,116.1,37.29
11-Apr-00,17.88,113.48,36.34
12-Apr-00,18.47,108.14,34.39
13-Apr-00,17.86,105.17,34.34
14-Apr-00,17.22,99.82,32.11
17-Apr-00,17.41,106.35,32.87
18-Apr-00,17.11,106,34.9
19-Apr-00,16.13,99.82,34.09
20-Apr-00,16.29,98.87,34.2
24-Apr-00,16.72,101.25,28.86
25-Apr-00,17.2,106.95,30.05
26-Apr-00,17.04,105.05,29.46
27-Apr-00,17.2,105.17,30.25
28-Apr-00,16.9,106,30.22
1-May-00,16.63,106.48,31.82
2-May-00,16.99,105.88,30.27
3-May-00,16.66,102.79,30.57
4-May-00,16.26,102.31,30.52
5-May-00,16.74,102.55,30.81
8-May-00,16.69,104.47,30.25
9-May-00,16.29,103.75,29.38
10-May-00,16.45,98.04,28.68
11-May-00,16.63,99.41,29.41
12-May-00,16.88,99.41,29.81
15-May-00,17.38,99.17,30.05
16-May-00,17.25,103.75,30.11
17-May-00,17.14,102.68,29.33
18-May-00,16.63,100.95,28.68
19-May-00,17.17,101.31,28.19
22-May-00,17.23,103.99,27.81
23-May-00,16.93,102.2,27.38
24-May-00,17.01,104.34,28.4
25-May-00,16.31,101.37,26.65
26-May-00,16.34,101.79,26.62
30-May-00,16.42,105.6,27.46
31-May-00,16.39,102.14,27.1
1-Jun-00,17.04,100.9,27.97
2-Jun-00,17.6,103.57,28.73
5-Jun-00,17.14,107.38,28.97
6-Jun-00,16.74,106.96,30.16
7-Jun-00,16.63,115.17,30.54
8-Jun-00,16.34,113.98,29.81
9-Jun-00,16.39,113.93,29.81
12-Jun-00,16.56,113.12,28.97
13-Jun-00,15.97,113.56,29.41
14-Jun-00,16.13,110.41,30.54
15-Jun-00,15.86,111.19,31.35
16-Jun-00,15.4,107.8,31.44
19-Jun-00,15.06,114.57,31.93
20-Jun-00,15.03,110.77,32.47
21-Jun-00,15.06,108.99,34.96
22-Jun-00,14.76,106.43,34.6
23-Jun-00,14.84,106.48,33.66
26-Jun-00,14.92,108.9,34.44
27-Jun-00,15.3,104.47,34.14
28-Jun-00,15.5,108.3,34.2
29-Jun-00,15,108.51,33.44
30-Jun-00,14.52,104.28,34.66
3-Jul-00,15.43,104.23,34.66
5-Jul-00,15.08,99.94,34.01
6-Jul-00,14.92,96.37,35.07
7-Jul-00,14.55,100,35.53
10-Jul-00,14.68,98.34,34.42
11-Jul-00,15.49,97.09,34.28
12-Jul-00,15.67,99.58,34.79
13-Jul-00,15.4,98.99,34.63
