Date,CAT_AC,IBM_AC,MSFT_AC
14-Jul-00,15.32,98.93,34.2
17-Jul-00,15.31,100.42,33.88
18-Jul-00,16.34,98.34,34.01
19-Jul-00,16.42,103.51,31.68
20-Jul-00,16.04,111.6,32.41
21-Jul-00,15.79,109.22,31.33
24-Jul-00,15.69,107.08,30.57
25-Jul-00,15.53,106.61,29.89
26-Jul-00,15.04,104.58,29.38
27-Jul-00,15.09,105,30.05
28-Jul-00,14.74,106.43,30.19
31-Jul-00,14.74,106.84,30.25
1-Aug-00,14.85,105.18,29.76
2-Aug-00,15.15,108.75,30.05
3-Aug-00,15.17,110.41,30.44
4-Aug-00,15.08,110.29,29.95
7-Aug-00,15.88,110.71,30.33
8-Aug-00,16.61,113.27,32.11
9-Aug-00,16.25,113.16,32.17
10-Aug-00,16.23,114.11,31.46
11-Aug-00,16.72,114.94,31.39
14-Aug-00,16.9,117.45,31.28
15-Aug-00,16.73,116.26,31.03
16-Aug-00,16.72,116.61,30.76
17-Aug-00,16.55,116.73,31
18-Aug-00,16.53,114.77,30.76
21-Aug-00,16.31,115.72,30.6
22-Aug-00,16.36,115.65,30.87
23-Aug-00,16.07,117.45,30.65
24-Aug-00,16.31,118.93,30.81
25-Aug-00,16.28,122.93,30.6
28-Aug-00,16.09,125.31,30.9
29-Aug-00,16.47,126.62,30.74
30-Aug-00,16.25,124.17,30.33
31-Aug-00,15.91,125.8,30.25
1-Sep-00,16.14,127.34,30.41
5-Sep-00,16.47,125.01,30.38
6-Sep-00,16.74,125.25,30.09
7-Sep-00,16.47,127.1,30.35
8-Sep-00,16.36,123.4,30.03
11-Sep-00,16.58,118.64,29.81
12-Sep-00,16.44,119.11,29.51
13-Sep-00,16.74,121.68,29.57
14-Sep-00,16.98,120.9,28.51
15-Sep-00,16.2,119.11,27.81
18-Sep-00,15.6,117.45,27.3
19-Sep-00,15.36,119.06,28.16
20-Sep-00,15.23,118.88,27.84
21-Sep-00,15.06,115.78,27.81
22-Sep-00,15.2,118.04,27.4
25-Sep-00,15.36,117.21,26.54
26-Sep-00,15.15,113.51,27.16
27-Sep-00,14.5,112.44,26.27
28-Sep-00,14.71,109.82,26.56
29-Sep-00,13.41,107.32,26.13
2-Oct-00,14.82,112.26,25.62
3-Oct-00,15.17,105.35,24.5
4-Oct-00,15.2,108.98,24.02
5-Oct-00,15.15,107.86,23.99
6-Oct-00,14.93,110.54,24.07
9-Oct-00,14.95,112.39,23.48
10-Oct-00,14.44,109.46,23.64
11-Oct-00,14.39,106.73,24.15
12-Oct-00,13.79,98.26,23.56
13-Oct-00,13.71,103.92,23.29
16-Oct-00,13.74,105.89,21.83
17-Oct-00,13.2,107.68,21.85
18-Oct-00,13.04,90.95,22.42
19-Oct-00,13.35,91.9,26.81
20-Oct-00,13.43,90.29,28.24
23-Oct-00,13.76,88.5,26.92
24-Oct-00,13.95,87.13,26.65
25-Oct-00,13.7,83.44,26.54
26-Oct-00,13.92,88.38,27.92
27-Oct-00,14.39,89.28,29.33
30-Oct-00,15.29,88.92,29.92
31-Oct-00,15.34,93.86,29.84
1-Nov-00,15.21,93.92,30.16
2-Nov-00,15.23,97.14,30.46
3-Nov-00,15.23,95.41,29.57
6-Nov-00,15.84,95.59,30.11
7-Nov-00,15.81,97.49,30.54
8-Nov-00,15.95,95.41,30.09
9-Nov-00,16,94.88,30.7
10-Nov-00,15.64,88.73,29.19
13-Nov-00,15.84,92.97,28.79
14-Nov-00,15.78,94.94,29.81
15-Nov-00,16.06,94.81,30.35
16-Nov-00,15.89,93.74,29.87
17-Nov-00,16.16,97.26,29.92
20-Nov-00,16.27,98.51,29.11
21-Nov-00,16.74,93.98,29.35
22-Nov-00,16.55,93.98,29.57
24-Nov-00,17.01,95.36,30.3
27-Nov-00,17.37,93.92,30.63
28-Nov-00,17.07,93.38,29.03
29-Nov-00,17.56,95.23,28.19
30-Nov-00,17.2,89.21,24.86
1-Dec-00,17.81,91.23,24.54
4-Dec-00,18.95,93.86,24.45
5-Dec-00,18.98,98.63,25.94
6-Dec-00,18.19,92.31,24.56
7-Dec-00,18.19,88.85,23.02
8-Dec-00,18.22,92.55,23.59
11-Dec-00,18.55,90.64,25.15
12-Dec-00,18.55,89.56,25.29
13-Dec-00,18.24,87.06,24.8
14-Dec-00,17.81,88.2,24.05
15-Dec-00,17.86,83.78,21.31
18-Dec-00,18.51,86.35,20.71
19-Dec-00,18.76,85.99,19.41
20-Dec-00,18.84,82.05,17.98
21-Dec-00,19.58,77.82,18.82
22-Dec-00,20.41,84.92,20.12
26-Dec-00,20.9,80.92,20.31
27-Dec-00,20.79,80.8,20.12
28-Dec-00,20.84,81.34,19.31
29-Dec-00,20.7,81.1,18.79
2-Jan-01,20.27,80.92,18.79
3-Jan-01,20.35,90.28,20.77
4-Jan-01,21.31,88.91,20.99
5-Jan-01,20.08,89.69,21.29
8-Jan-01,20.02,89.27,21.2
9-Jan-01,19.99,88.31,22.45
10-Jan-01,19.72,89.15,22.91
11-Jan-01,19.88,89.39,23.83
12-Jan-01,19.12,89.51,23.18
16-Jan-01,19.56,88.49,22.77
17-Jan-01,19.69,92.25,22.94
18-Jan-01,18.41,103.34,24.05
19-Jan-01,17.91,106.15,26.43
22-Jan-01,18.03,103.58,26.05
23-Jan-01,18.36,104.06,26.24
24-Jan-01,18.6,105.37,27.27
25-Jan-01,19.1,105.67,26.78
26-Jan-01,19.07,108.95,27.73
29-Jan-01,19,109.71,27.95
30-Jan-01,19.58,111.26,27.46
31-Jan-01,19.5,106.86,26.45
1-Feb-01,19.55,108.82,27.03
2-Feb-01,19.52,105.21,26.35
5-Feb-01,19.3,107.07,26.84
6-Feb-01,19.19,108.95,27.1
7-Feb-01,19.23,111.67,28.03
8-Feb-01,19.04,108.99,26.97
9-Feb-01,18.96,106.98,25.62
12-Feb-01,19.02,109.75,25.45
13-Feb-01,19.07,108.66,25.21
14-Feb-01,18.92,109.94,25.29
15-Feb-01,19.45,111.55,25.48
16-Feb-01,19.26,109.85,24.83
20-Feb-01,18.43,106.51,24.21
21-Feb-01,18.06,102.69,24.37
22-Feb-01,17.94,104.02,23.91
23-Feb-01,17.68,99.34,24.59
26-Feb-01,18.36,100.58,25.8
27-Feb-01,18.73,98,25.73
28-Feb-01,18.34,95.43,25.56
1-Mar-01,18.52,101.3,25.72
2-Mar-01,18.82,97.72,24.56
5-Mar-01,19.55,100.21,24.89
6-Mar-01,19.63,101.25,25.75
7-Mar-01,20.64,102.73,26.29
8-Mar-01,21.07,101.7,25.67
9-Mar-01,20.65,94.84,24.56
12-Mar-01,19.82,91.21,22.5
13-Mar-01,20.3,93.98,23.48
14-Mar-01,19.75,90.71,23.4
15-Mar-01,19.84,91.28,23.26
16-Mar-01,19.67,86.06,23.64
19-Mar-01,19.9,88.45,23.53
20-Mar-01,19.34,84.35,22.83
21-Mar-01,18.6,85.09,21.69
22-Mar-01,18.24,85.11,23.4
23-Mar-01,18.42,89.32,24.5
26-Mar-01,18.93,91.13,24.29
27-Mar-01,19.75,95.04,25.24
28-Mar-01,20.06,90.18,24.07
29-Mar-01,19.67,90.78,23.99
30-Mar-01,19.57,91.87,23.69
2-Apr-01,19.59,90.42,24.18
3-Apr-01,18.59,86.34,23.13
4-Apr-01,19.2,87.88,22.5
5-Apr-01,20.19,93.81,24.59
6-Apr-01,19.64,93.56,24.34
9-Apr-01,19.83,91.7,24.76
10-Apr-01,20.15,94.61,25.86
11-Apr-01,19.9,93.07,26.01
12-Apr-01,20.73,91.89,26.94
16-Apr-01,20.61,92.42,26.34
17-Apr-01,20.17,95.23,26.64
18-Apr-01,21.36,101.73,28.35
19-Apr-01,21.17,109.34,29.48
20-Apr-01,21.26,109.69,29.89
23-Apr-01,21.43,106.98,29.57
24-Apr-01,21.45,107.62,29.27
25-Apr-01,22.2,109.71,30.19
26-Apr-01,21.91,108.65,29.95
27-Apr-01,22.34,111,29.08
30-Apr-01,22.29,109.98,29.35
1-May-01,22.55,113.2,30.4
2-May-01,22.34,110.23,30.22
3-May-01,22.22,108.61,29.69
4-May-01,22.45,110.67,30.65
7-May-01,22.87,110.71,30.93
8-May-01,23.02,112.56,31.22
9-May-01,23.09,111.88,30.5
10-May-01,23.73,110.17,30.33
11-May-01,23.62,106.93,30.07
14-May-01,23.45,107.65,29.77
15-May-01,23.6,108.62,29.58
16-May-01,24.83,110.75,29.96
17-May-01,24.53,110.05,29.54
18-May-01,24.53,112.32,29.5
21-May-01,24.73,113.85,29.8
22-May-01,24.96,112.86,30.46
23-May-01,24.42,112.28,30.2
24-May-01,24.16,114.38,31.07
25-May-01,23.98,112.66,30.72
29-May-01,24.48,110.24,30.48
30-May-01,23.71,107.73,29.98
31-May-01,24.05,106.92,29.97
1-Jun-01,24.36,107.96,30.48
4-Jun-01,24.77,108.68,30.67
5-Jun-01,24.82,111.87,31.45
6-Jun-01,24.27,112.37,31.35
7-Jun-01,24.41,112.13,31.92
8-Jun-01,24.12,111.03,31.71
11-Jun-01,23.69,112.24,31.25
12-Jun-01,23.9,112.13,31.23
13-Jun-01,24,111.45,30.63
14-Jun-01,24.06,110.7,29.85
15-Jun-01,24.04,108.64,29.47
18-Jun-01,24.18,109.28,28.98
19-Jun-01,23.93,109.83,29.17
20-Jun-01,24.64,108.16,30.07
21-Jun-01,24.86,107.69,30.26
22-Jun-01,24.27,107.94,29.82
25-Jun-01,23.38,107.73,29.83
26-Jun-01,23.62,108.11,30.39
27-Jun-01,23.22,108.57,30.82
28-Jun-01,22.5,110.08,31.52
29-Jun-01,22.22,108.55,31.63
2-Jul-01,23.07,109.36,30.59
3-Jul-01,23.09,108.05,30.53
5-Jul-01,22.95,107.21,29.68
6-Jul-01,22.02,101.85,28.62
9-Jul-01,22.38,100.15,28.46
10-Jul-01,21.66,97.51,27.94
11-Jul-01,21.76,99.32,28.81
12-Jul-01,23.05,102.57,31.02
13-Jul-01,23.3,103.79,30.91
16-Jul-01,22.37,103.12,30.84
17-Jul-01,23.78,103.79,31.12
18-Jul-01,23.55,99.73,30.57
19-Jul-01,24.23,99.46,31.44
20-Jul-01,24.14,101.09,29.97
23-Jul-01,24.09,101.23,29.07
24-Jul-01,23.64,99.95,28.73
25-Jul-01,23.69,100.31,29.24
26-Jul-01,23.5,101.37,28.85
27-Jul-01,23.58,100.13,28.37
30-Jul-01,23.93,101.23,28.51
31-Jul-01,24.63,100.62,28.68
1-Aug-01,24.11,102.39,28.8
2-Aug-01,24.4,104.05,29.22
3-Aug-01,24.34,103.46,28.98
6-Aug-01,23.67,101.86,28.65
7-Aug-01,23.82,101.61,28.75
8-Aug-01,23.58,99.78,28.1
9-Aug-01,23.4,99.67,28.17
10-Aug-01,23.98,100.5,28.39
13-Aug-01,24.15,101.37,28.52
14-Aug-01,24.07,101.7,28.03
15-Aug-01,24.69,100.56,27.38
16-Aug-01,24.2,101.27,28
17-Aug-01,24.02,100.16,26.81
20-Aug-01,23.58,99.69,27.17
21-Aug-01,23.43,97.57,26.33
22-Aug-01,23.82,99.55,26.28
23-Aug-01,23.15,98.64,25.61
24-Aug-01,23.35,102.46,26.88
27-Aug-01,23.45,102.33,27
28-Aug-01,23.3,100.5,26.32
29-Aug-01,22.87,99.72,26.1
30-Aug-01,22.35,96.11,24.67
31-Aug-01,22.35,95.71,24.72
4-Sep-01,22.52,97.19,24.31
5-Sep-01,22.48,96.1,25.02
6-Sep-01,22.85,93.85,24.27
7-Sep-01,21.84,92.5,24
10-Sep-01,21.5,92.38,24.95
17-Sep-01,19.97,89.38,22.92
18-Sep-01,20.43,92.32,23.53
19-Sep-01,19.85,91.93,23.34
20-Sep-01,18.64,89.44,21.99
21-Sep-01,19.69,86.67,21.54
24-Sep-01,20.61,90.78,22.53
25-Sep-01,20.73,90.45,22.23
26-Sep-01,19.7,87.43,21.78
27-Sep-01,19.58,86.19,21.65
28-Sep-01,20.02,87.83,22.17
1-Oct-01,19.66,88.78,22.44
2-Oct-01,20.29,89.8,22.98
3-Oct-01,21.2,92.84,24.36
4-Oct-01,21.2,93.19,24.45
5-Oct-01,21.57,93.87,25.01
8-Oct-01,20.85,94.33,25.15
9-Oct-01,20.96,93.02,23.64
10-Oct-01,21.15,93.13,24.05
11-Oct-01,22.04,95.19,24.4
12-Oct-01,21.7,96.57,24.43
15-Oct-01,21.54,97.68,25.15
16-Oct-01,21.47,97.53,25.32
17-Oct-01,20.97,98.54,24.28
18-Oct-01,20.89,96.97,24.59
19-Oct-01,20.61,98.3,25.09
22-Oct-01,20.97,100.79,26.06
23-Oct-01,20.8,101.33,26.18
24-Oct-01,20.47,103.97,26.57
25-Oct-01,20.88,105.97,27.1
26-Oct-01,21.3,106.45,26.95
29-Oct-01,20.58,104.02,25.84
30-Oct-01,20.22,104.05,25.51
31-Oct-01,20.14,103.49,25.19
1-Nov-01,20.35,105.23,26.79
2-Nov-01,20.58,104.86,26.6
5-Nov-01,20.76,105.31,27.41
6-Nov-01,21.52,108.8,28.07
7-Nov-01,21.75,109.16,27.84
8-Nov-01,21.79,109.12,27.91
9-Nov-01,21.73,109.38,28.25
12-Nov-01,21.52,110.13,28.5
13-Nov-01,22.05,111.89,29.42
14-Nov-01,21.79,109.64,28.57
15-Nov-01,21.6,110.02,28.65
16-Nov-01,22.11,109.78,28.49
19-Nov-01,22.52,110.26,28.83
20-Nov-01,22.16,110.68,28.33
21-Nov-01,21.8,109.63,27.75
23-Nov-01,21.9,110.6,28.04
26-Nov-01,22.18,111.54,28.22
27-Nov-01,21.93,109.5,27.62
28-Nov-01,21.7,107.53,27.21
29-Nov-01,21.71,109.72,28.09
30-Nov-01,21.35,110.83,27.82
3-Dec-01,21.35,109.43,28.06
4-Dec-01,21.82,111.84,28.59
5-Dec-01,22.76,116.4,29.5
6-Dec-01,22.75,115.19,29.74
7-Dec-01,23.03,115.44,29.39
10-Dec-01,22.52,114.73,29.05
11-Dec-01,22.74,116.5,29.17
12-Dec-01,22.97,118.13,29.44
13-Dec-01,22.61,115.3,28.71
14-Dec-01,22.55,116.11,29.22
17-Dec-01,22.47,116.34,29.89
18-Dec-01,23.13,117.17,30.01
19-Dec-01,23.44,118.79,30.11
20-Dec-01,22.79,117.65,28.92
21-Dec-01,23.17,116.97,29.26
24-Dec-01,23.42,116.45,29.15
26-Dec-01,23.62,117.36,29.32
27-Dec-01,23.76,118.41,29.4
28-Dec-01,23.95,117.84,29.41
31-Dec-01,23.53,115.98,28.7
2-Jan-02,23.26,116.5,29.05
3-Jan-02,23.57,118.57,29.99
4-Jan-02,24.25,120.43,29.85
7-Jan-02,23.93,118.94,29.7
8-Jan-02,23.12,119.56,30.06
9-Jan-02,23.22,119.36,29.77
10-Jan-02,23.03,117.11,30.02
11-Jan-02,22.89,115.35,29.73
14-Jan-02,22.74,113.19,29.67
15-Jan-02,22.4,113.95,30.13
16-Jan-02,21.62,112.56,29.41
17-Jan-02,22.37,114.96,30.27
18-Jan-02,22.22,109.54,28.64
22-Jan-02,21.86,105.95,27.93
23-Jan-02,22.12,103.46,27.62
24-Jan-02,22.27,104.24,27.99
25-Jan-02,22.73,104.78,27.64
28-Jan-02,23.06,103.7,27.65
29-Jan-02,22.55,98.76,27
30-Jan-02,22.77,101.2,27.23
31-Jan-02,22.81,103.45,27.6
1-Feb-02,22.92,103.55,27.15
4-Feb-02,22.24,102.4,26.48
5-Feb-02,22.13,101.92,26.49
6-Feb-02,22.06,102.37,26.17
7-Feb-02,21.52,99.76,25.91
8-Feb-02,22,100.8,26.28
11-Feb-02,22.58,103.09,26.48
12-Feb-02,22.79,102.31,26.06
13-Feb-02,23.03,103.76,26.78
14-Feb-02,22.92,103.58,26.72
15-Feb-02,22.65,98.78,26.09
19-Feb-02,22.64,97.26,25.53
20-Feb-02,23.18,95.34,25.95
21-Feb-02,23.53,92.53,25.15
22-Feb-02,23.9,94.52,25.12
25-Feb-02,25.43,94.38,25.6
26-Feb-02,25.39,93.27,25.37
27-Feb-02,25.36,93.92,25.3
28-Feb-02,25.18,94.2,25.28
1-Mar-02,25.55,98.91,26.59
4-Mar-02,26.8,101.67,27.43
5-Mar-02,26.31,101.45,27.33
6-Mar-02,26.77,102.06,27.57
7-Mar-02,26.55,99.57,27.17
8-Mar-02,26.91,100.89,27.71
11-Mar-02,26.81,101.04,27.88
12-Mar-02,26.72,104.17,27.1
13-Mar-02,26.08,102.9,26.91
14-Mar-02,26.61,102.34,26.52
15-Mar-02,27.12,102.53,27.07
18-Mar-02,26.82,102.1,26.92
19-Mar-02,26.9,103.2,26.96
20-Mar-02,26.32,101.29,26.04
21-Mar-02,25.9,102.52,26.58
22-Mar-02,25.92,101.38,26.19
25-Mar-02,25.38,99.43,25.66
26-Mar-02,25.52,98.79,25.6
27-Mar-02,26.08,99.26,25.75
28-Mar-02,25.79,99.85,26.13
1-Apr-02,25.82,98.75,26.16
2-Apr-02,25.58,96.92,24.82
3-Apr-02,24.91,95.97,24.41
4-Apr-02,25.14,96.81,24.46
5-Apr-02,26.02,93.37,24.21
8-Apr-02,26.2,83.92,24.79
9-Apr-02,26.26,84.24,23.77
10-Apr-02,26.99,85.46,24.39
11-Apr-02,26.51,80.83,23.74
12-Apr-02,26.3,82.18,24.23
15-Apr-02,26.31,81.94,24.13
16-Apr-02,25.7,82.76,25.05
17-Apr-02,25.31,81.42,24.54
18-Apr-02,25.07,85.4,24.42
19-Apr-02,25.13,85.45,24.78
22-Apr-02,24.57,84.42,24.08
23-Apr-02,24.24,83.84,23.39
24-Apr-02,24.19,83.05,22.97
25-Apr-02,24.47,83.25,23.28
26-Apr-02,24.72,81.33,22.31
29-Apr-02,24.14,80.54,22.63
30-Apr-02,24.93,80.42,22.64
1-May-02,24.71,80.93,22.85
2-May-02,24.95,80.51,22.19
3-May-02,24.65,78.51,21.47
6-May-02,23.92,72.97,21.06
7-May-02,24.02,73.45,21.43
8-May-02,25.12,79.31,23.82
9-May-02,24.59,76.89,22.58
10-May-02,24.11,76.65,21.68
13-May-02,24.08,79.06,22.83
14-May-02,24.76,82.23,23.78
15-May-02,25.56,81.29,23.72
16-May-02,25.18,82.2,24.15
17-May-02,25.01,82.43,24.28
20-May-02,24.67,81.24,23.4
21-May-02,24.39,80.28,22.61
22-May-02,24.77,80.8,23.26
23-May-02,24.76,81.14,23.75
24-May-02,24.63,79.94,23.08
28-May-02,24.42,78.96,22.67
29-May-02,23.97,78.5,22.55
30-May-02,23.74,79.12,22.81
31-May-02,23.86,77.39,22.06
3-Jun-02,23.67,75.14,21.41
4-Jun-02,23.21,76.29,21.65
5-Jun-02,23.48,77.49,22.38
6-Jun-02,22.94,76.63,22.49
7-Jun-02,23.11,75.32,22.52
10-Jun-02,23.07,73.88,22.88
11-Jun-02,22.62,72.62,22.78
12-Jun-02,22.44,71.81,24.06
13-Jun-02,22.48,72.72,23.49
14-Jun-02,22.32,73.27,23.94
17-Jun-02,21.93,74.21,24.12
18-Jun-02,22.57,73.05,24.26
19-Jun-02,22.01,70.56,23.55
20-Jun-02,21.8,68.86,23.44
21-Jun-02,21.77,66.13,22.65
24-Jun-02,21.71,67.05,23.47
25-Jun-02,22,65.99,22.94
26-Jun-02,21.76,67.39,23.45
27-Jun-02,22.23,69.16,23.79
28-Jun-02,22.35,69.26,23.7
1-Jul-02,21.91,65.03,22.82
2-Jul-02,21.53,65.97,22.29
3-Jul-02,21.08,67.83,22.46
5-Jul-02,22.02,70.7,23.76
8-Jul-02,21.84,68.59,22.93
9-Jul-02,21.51,67.02,23.05
10-Jul-02,20.77,66.14,22.63
11-Jul-02,20.57,66.77,22.92
12-Jul-02,20.77,66.58,22.47
15-Jul-02,20.63,68.3,22.44
16-Jul-02,19.63,66.38,22.2
17-Jul-02,19.74,68,22.53
18-Jul-02,19.64,69.31,22.14
19-Jul-02,19.06,69.26,21.47
22-Jul-02,18.7,65.89,20.58
23-Jul-02,18.41,64.5,18.63
24-Jul-02,19.88,66.89,20.03
25-Jul-02,19.69,66.71,18.56
26-Jul-02,20.04,63.87,19.65
29-Jul-02,21.12,68.47,20.9
30-Jul-02,20.85,69.06,20.84
31-Jul-02,20.57,67.72,20.79
1-Aug-02,19.91,65.65,19.82
2-Aug-02,19.15,65.3,19.24
5-Aug-02,18.59,63.48,19.06
6-Aug-02,19.51,65.32,19.79
7-Aug-02,19.72,66.69,20.4
8-Aug-02,20.5,69.04,21.19
9-Aug-02,20.51,69.25,20.85
12-Aug-02,20.35,69.19,21
13-Aug-02,20.34,69.32,20.39
14-Aug-02,20.4,72.23,21.54
15-Aug-02,20.32,73.75,21.56
16-Aug-02,20,76.5,21.66
19-Aug-02,20.57,79.53,22.53
20-Aug-02,20.36,78.35,22.11
21-Aug-02,20.46,78.09,22.65
22-Aug-02,20.87,79.05,23.06
23-Aug-02,20.64,77.51,22.62
26-Aug-02,20.77,76.57,22.57
27-Aug-02,20.64,75.16,22.03
28-Aug-02,20.36,73.33,21.39
29-Aug-02,19.94,73.87,21.91
30-Aug-02,20.08,72.67,21.26
3-Sep-02,19.62,69.75,20.37
4-Sep-02,19.63,71.08,20.89
5-Sep-02,19.59,69.59,19.89
6-Sep-02,19.88,70.57,20.72
9-Sep-02,19.84,71.82,21.1
10-Sep-02,19.73,72.89,21.57
11-Sep-02,19.77,71.54,21.05
12-Sep-02,19.51,69.29,20.43
13-Sep-02,18.7,69.9,20.76
16-Sep-02,18.72,69.72,20.7
17-Sep-02,18.16,69.17,20.49
18-Sep-02,17.95,67.05,20.69
19-Sep-02,17.49,62.47,20.45
20-Sep-02,17.43,61.62,20.56
23-Sep-02,17.33,61.09,19.6
24-Sep-02,16.96,57.6,19.77
25-Sep-02,17.49,60.75,20.15
26-Sep-02,17.92,59.79,20.02
27-Sep-02,17.26,58.19,19.6
30-Sep-02,17.13,56.22,18.95
1-Oct-02,17.8,58.97,20.03
2-Oct-02,17.39,57.49,19.76
3-Oct-02,17.25,57.85,19.41
4-Oct-02,16.57,54.57,18.96
7-Oct-02,16.52,54.82,19.08
8-Oct-02,16.72,55,19.49
9-Oct-02,15.58,53.09,19.06
10-Oct-02,16.14,55.51,20.09
11-Oct-02,16.83,61.62,21.17
14-Oct-02,16.43,61.14,21.36
15-Oct-02,17.48,66.02,22.65
16-Oct-02,17.84,62.57,21.84
17-Oct-02,18.74,69.61,22
18-Oct-02,19.04,71.58,23.03
21-Oct-02,19.93,72.84,22.75
22-Oct-02,19.4,71.81,22.39
23-Oct-02,19.88,71.92,23.05
24-Oct-02,19.09,69.51,22.2
25-Oct-02,19.25,71.88,22.82
28-Oct-02,18.79,73.81,22.51
29-Oct-02,18.79,73.98,22.56
30-Oct-02,19.03,75.84,23.01
31-Oct-02,18.97,76.11,23.17
1-Nov-02,19.56,77.51,22.96
4-Nov-02,19.9,79.54,24.31
5-Nov-02,20.01,78.75,24.56
6-Nov-02,20.23,78.76,24.71
7-Nov-02,19.76,76.25,24.27
8-Nov-02,20.04,74.94,23.87
11-Nov-02,19.25,74.65,23.34
12-Nov-02,19.78,76.45,23.62
13-Nov-02,19.99,76.64,23.99
14-Nov-02,20.56,77.96,24.69
15-Nov-02,20.94,77.28,24.56
18-Nov-02,20.72,76.48,24.2
19-Nov-02,20.88,75.69,23.77
20-Nov-02,21.61,78.82,24.53
21-Nov-02,22.3,82,25.06
22-Nov-02,22.55,81.55,25.22
25-Nov-02,22.61,83.26,25.23
26-Nov-02,21.87,82.16,24.65
27-Nov-02,22.88,84.71,25.16
29-Nov-02,23.17,83.95,24.99
2-Dec-02,22.86,84.32,24.99
3-Dec-02,21.97,82.3,24.57
4-Dec-02,21.7,80.83,24.5
5-Dec-02,21.52,80.22,23.98
6-Dec-02,21.44,79.51,24.03
9-Dec-02,20.9,76.87,23.19
10-Dec-02,21.15,78.04,23.4
11-Dec-02,21.23,78.66,23.68
12-Dec-02,20.95,77.43,23.47
13-Dec-02,20.71,77.27,22.75
16-Dec-02,21.49,78.83,23.6
17-Dec-02,21.28,77.57,23.55
18-Dec-02,21.18,76.43,23.19
19-Dec-02,21.01,75.97,23.01
20-Dec-02,21.6,77.07,22.98
23-Dec-02,21.53,77.52,23.4
24-Dec-02,21.55,77.04,23.32
26-Dec-02,21.5,75.82,23.13
27-Dec-02,20.93,74.72,22.95
30-Dec-02,21.12,73.65,22.85
31-Dec-02,21.23,74.85,22.4
2-Jan-03,22.18,77.82,23.27
3-Jan-03,22.03,78.86,23.3
6-Jan-03,22.48,80.74,23.73
7-Jan-03,22.22,83.06,24.18
8-Jan-03,21.55,81.32,23.5
9-Jan-03,21.99,84.03,24.18
10-Jan-03,22.02,84.69,24.23
13-Jan-03,22.15,84.52,24.43
14-Jan-03,22.01,85.56,24.68
15-Jan-03,21.91,84.6,24.38
16-Jan-03,22.11,83.11,23.98
17-Jan-03,22.01,78.52,22.3
21-Jan-03,21.56,77.79,22.24
22-Jan-03,20.8,76.98,22.1
23-Jan-03,21.28,78.28,22.65
24-Jan-03,20.55,76.29,21.6
27-Jan-03,20.24,75.74,21.3
28-Jan-03,20.51,77.38,21.15
29-Jan-03,20.61,77.58,21.62
30-Jan-03,20.14,75.63,20.9
31-Jan-03,20.58,75.53,20.56
3-Feb-03,20.7,75.51,21.04
4-Feb-03,20.47,74.46,20.5
5-Feb-03,20.43,74.62,20.35
6-Feb-03,20.1,75.01,20.54
7-Feb-03,19.95,74.61,20.18
10-Feb-03,19.92,75.4,20.53
11-Feb-03,19.92,74.89,20.12
12-Feb-03,19.67,74.03,20.12
13-Feb-03,19.71,73.41,20.36
14-Feb-03,20.24,74.95,20.93
18-Feb-03,20.84,76.77,21.63
19-Feb-03,21.5,76.95,21.32
20-Feb-03,21.66,76.6,20.98
21-Feb-03,21.78,77.37,21.41
24-Feb-03,21.43,76.03,20.92
25-Feb-03,21.44,76.52,21.03
26-Feb-03,21.41,74.9,20.52
27-Feb-03,21.86,74.79,20.5
28-Feb-03,21.99,75.44,20.6
3-Mar-03,22.03,74.84,20.46
4-Mar-03,21.16,74.23,20.05
5-Mar-03,21.35,75.22,20.38
6-Mar-03,20.87,74.58,20.23
7-Mar-03,21.43,75.39,20.48
10-Mar-03,20.96,73.26,19.95
11-Mar-03,20.82,72.92,19.82
12-Mar-03,20.69,72.75,20.33
13-Mar-03,21.96,75.92,21.45
14-Mar-03,22,76.45,21.61
17-Mar-03,23.5,79.8,22.54
18-Mar-03,23.3,79.81,22.64
19-Mar-03,23.3,79.35,22.88
20-Mar-03,23.68,79.55,22.82
21-Mar-03,24.59,82.16,23.1
24-Mar-03,23.74,79.6,21.98
25-Mar-03,23.86,80.76,22.16
26-Mar-03,23.49,78.92,21.95
27-Mar-03,23.73,78.82,21.77
28-Mar-03,23.51,78.24,21.45
31-Mar-03,23.02,75.9,21.05
1-Apr-03,23.23,76.19,21.17
2-Apr-03,24.19,78.83,22.36
3-Apr-03,24.24,79.27,22.37
4-Apr-03,24.08,78.18,21.81
7-Apr-03,24.19,77.87,21.88
8-Apr-03,24.38,77.49,22.24
9-Apr-03,24.19,76.17,21.36
10-Apr-03,24.72,76.46,21.38
11-Apr-03,24.79,76.21,21.04
14-Apr-03,25.1,77.49,21.52
15-Apr-03,24.66,80.12,21.38
16-Apr-03,24.21,80.21,21.66
17-Apr-03,24.48,81.54,22.17
21-Apr-03,24.42,80.67,21.91
22-Apr-03,24.94,82.87,22.39
23-Apr-03,24.9,82.98,22.36
24-Apr-03,24.85,82.45,22.16
25-Apr-03,24.46,81.17,21.92
28-Apr-03,24.86,82.37,22.38
29-Apr-03,24.68,82.9,22.43
30-Apr-03,24.78,82.16,22.23
1-May-03,24.42,83.12,22.36
2-May-03,24.66,84.75,22.69
5-May-03,24.81,83.73,22.48
6-May-03,25.39,84.69,22.92
7-May-03,25.12,84.04,22.59
